"","low","low.pval","high","high.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
"nmdptc_frac_decayed",8.84036811989399,0.0196078431372549,2.44829609967513,0.235294117647059,9.41804925852417,0.0196078431372549,4.317455255029,0.0196078431372549
"nmdptc_mean",6.84566902290932,0.0196078431372549,3.92968698266737,0.0588235294117647,8.45846554291759,0.0196078431372549,3.79835821377799,0.196078431372549
"nmdfs_mean",7.44480813407277,0.0196078431372549,0.844066192234424,0.294117647058824,7.23311451805979,0.0196078431372549,3.16293378943189,0.254901960784314
"nmdfs_frac_decayed",3.37345775806151,0.0784313725490196,4.57133857210119,0.0392156862745098,6.50561762845108,0.0196078431372549,1.75420318884045,0.176470588235294
"nmdptc_mean.wt",6.18724421268135,0.0196078431372549,2.3513916274604,0.215686274509804,6.4645615883812,0.0196078431372549,3.66731331773056,0.117647058823529
"nmdns_mean.wt",3.47069797518872,0.0784313725490196,4.26608756348372,0.0784313725490196,5.83876684190236,0.0196078431372549,3.86987150685793,0.0588235294117647
"nmdfs_mean.wt",5.51441753150581,0.0196078431372549,1.94513813613079,0.0980392156862745,5.43805084551198,0.0196078431372549,3.10799200589808,0.215686274509804
"nmdptc_med.wt",2.79234784836041,0.0784313725490196,2.55417459711457,0.0588235294117647,5.30871748277513,0.0392156862745098,3.29718532244382,0.0784313725490196
"nmdptc_med",4.23191947137736,0.0392156862745098,1.89669360035327,0.196078431372549,5.26858265732437,0.0392156862745098,3.61151271677012,0.0392156862745098
"nmdns_frac_decayed",5.14379580901327,0.0196078431372549,1.81363225937417,0.294117647058824,5.1485901563186,0.0196078431372549,1.94495272661686,0.411764705882353
"nmdns_med.wt",1.87709063770281,0.176470588235294,4.13145335568434,0.0392156862745098,4.85916133534317,0.0196078431372549,2.947437580624,0.313725490196078
"nmdptc_n_decayed",6.6631830204311,0.0196078431372549,-0.643082574620006,0.588235294117647,4.57237699712093,0.0392156862745098,2.07942193590176,0.392156862745098
"nmdns_max",4.42587153120873,0.0784313725490196,0.558315417002006,0.254901960784314,4.41100263017197,0.0784313725490196,2.51040759609906,0.764705882352941
"nmdfs_med",2.73647452764488,0.0784313725490196,1.85849927462059,0.176470588235294,3.82988321075049,0.0196078431372549,2.25978027440752,0.980392156862745
"nmdns_med",0.934798259856849,0.372549019607843,3.22038270668918,0.137254901960784,3.3013890888606,0.156862745098039,2.56953637263396,0.725490196078431
"nmdptc_max",3.09276454365568,0.176470588235294,0.527300512160784,0.352941176470588,3.16181289668295,0.0980392156862745,2.7488212810996,0.941176470588235
"nmdns_mean",0.193595771454738,0.470588235294118,3.50362728805926,0.0588235294117647,3.10330658993797,0.0392156862745098,2.17827493192178,1
"nmdfs_n_decayed",1.51198205924707,0.254901960784314,2.20662365374165,0.196078431372549,2.53701985142699,0.117647058823529,1.21651556184226,0.725490196078431
"nmdns_n_decayed",5.18471629628295,0.0392156862745098,-2.79204247192105,0.941176470588235,2.44355318945235,0.137254901960784,1.2727510709588,0.941176470588235
"nmdfs_med.wt",-0.61412059173548,0.490196078431373,3.10331385542949,0.0784313725490196,1.90641313488635,0.0392156862745098,2.78529519551359,0.352941176470588
"nmdfs_max",0.758130376268975,0.392156862745098,1.38037419534112,0.215686274509804,1.7432385042195,0.235294117647059,2.27344695268246,1
"nmdptc_mut.bool",0.850332757799973,0.196078431372549,1.00100150250438,0.333333333333333,1.23750525830683,0.235294117647059,0.0288686186404631,0.92156862745098
"nmdfs_mut.bool",0.913070823037422,0.294117647058824,0.517395197761424,0.372549019607843,1.10137862975507,0.156862745098039,0.127426543902107,0.450980392156863
"nmdns_mut.bool",-1.083688587173,0.745098039215686,1.67647652466192,0.117647058823529,0.489484900467798,0.274509803921569,0.0314219484219484,1
