# Using amp_thresh=0.10, del_thresh=0.10
Sample	Low	High
TCGA-3L-AA1B-01A-11D-A36W-01	-0.457000	0.815000
TCGA-4N-A93T-01A-11D-A36W-01	-0.958000	2.922000
TCGA-4T-AA8H-01A-11D-A40O-01	-0.695000	1.378000
TCGA-5M-AAT4-01A-11D-A40O-01	-0.655000	0.831000
TCGA-5M-AAT5-01A-21D-A40O-01	-0.913000	1.139000
TCGA-5M-AAT6-01A-11D-A40O-01	-0.397000	0.533000
TCGA-5M-AATA-01A-31D-A40O-01	-0.850000	0.968000
TCGA-5M-AATE-01A-11D-A40O-01	-0.756000	2.497000
TCGA-A6-2671-01A-01D-1549-01	-1.176000	1.679000
TCGA-A6-2672-01A-01D-1549-01	-0.100000	1.000000
TCGA-A6-2674-01A-02D-1549-01	-0.344000	0.802000
TCGA-A6-2675-01A-02D-1717-01	-0.864000	0.947000
TCGA-A6-2676-01A-01D-1549-01	-0.100000	0.724000
TCGA-A6-2677-01A-01D-A274-01	-0.939000	0.904000
TCGA-A6-2678-01A-01D-1549-01	-0.933000	0.828000
TCGA-A6-2679-01A-02D-1549-01	-0.496000	1.675000
TCGA-A6-2680-01A-01D-1549-01	-0.548000	1.654000
TCGA-A6-2681-01A-01D-1549-01	-0.562000	0.961000
TCGA-A6-2682-01A-01D-1549-01	-0.590000	0.622000
TCGA-A6-2683-01A-01D-1549-01	-0.925000	0.974000
TCGA-A6-2684-01A-01D-A274-01	-0.756000	0.100000
TCGA-A6-2685-01A-01D-1549-01	-0.468000	0.784000
TCGA-A6-2686-01A-01D-1549-01	-0.499000	0.939000
TCGA-A6-3807-01A-01D-1018-01	-0.749000	1.828000
TCGA-A6-3809-01A-01D-A274-01	-0.100000	0.642000
TCGA-A6-3810-01A-01D-A274-01	-0.480000	2.593000
TCGA-A6-4105-01A-02D-1770-01	-0.572000	2.003000
TCGA-A6-4107-01A-02D-1549-01	-0.605000	0.868000
TCGA-A6-5656-01A-21D-A274-01	-0.919000	2.663000
TCGA-A6-5657-01A-01D-1649-01	-0.407000	0.904000
TCGA-A6-5659-01A-01D-A274-01	-1.071000	2.572000
TCGA-A6-5660-01A-01D-1649-01	-0.636000	1.669000
TCGA-A6-5661-01A-01D-1649-01	-0.100000	0.275000
TCGA-A6-5662-01A-01D-1649-01	-1.003000	2.340000
TCGA-A6-5664-01A-21D-1834-01	-0.518000	0.510000
TCGA-A6-5665-01A-01D-1649-01	-0.802000	0.100000
TCGA-A6-5666-01A-01D-1649-01	-0.949000	1.388000
TCGA-A6-5667-01A-21D-1717-01	-0.670000	2.545000
TCGA-A6-6137-01A-11D-1770-01	-0.550000	0.766000
TCGA-A6-6138-01A-11D-1770-01	-0.667000	1.234000
TCGA-A6-6140-01A-11D-1770-01	-0.840000	2.652000
TCGA-A6-6141-01A-11D-1770-01	-0.100000	0.100000
TCGA-A6-6142-01A-11D-1770-01	-0.494000	1.564000
TCGA-A6-6648-01A-11D-1770-01	-0.473000	1.706000
TCGA-A6-6649-01A-11D-1770-01	-0.371000	0.997000
TCGA-A6-6650-01A-11D-A274-01	-0.753000	2.418000
TCGA-A6-6651-01A-21D-1834-01	-0.391000	1.836000
TCGA-A6-6652-01A-11D-1770-01	-0.914000	1.514000
TCGA-A6-6653-01A-11D-1770-01	-0.903000	0.100000
TCGA-A6-6654-01A-21D-1834-01	-0.330000	1.397000
TCGA-A6-6780-01A-11D-A274-01	-0.100000	0.657000
TCGA-A6-6781-01A-22D-A274-01	-0.100000	0.100000
TCGA-A6-6782-01A-11D-1834-01	-0.711000	1.563000
TCGA-A6-A565-01A-31D-A28F-01	-0.100000	0.243000
TCGA-A6-A566-01A-11D-A28F-01	-0.100000	0.537000
TCGA-A6-A567-01A-31D-A28F-01	-0.910000	1.178000
TCGA-A6-A56B-01A-31D-A28F-01	-1.122000	2.112000
TCGA-A6-A5ZU-01A-11D-A28F-01	-0.480000	1.970000
TCGA-AA-3488-01A-01D-1406-01	-1.254000	1.162000
TCGA-AA-3489-01A-21D-1834-01	-0.382000	0.514000
TCGA-AA-3492-01A-01D-1406-01	-0.100000	0.100000
TCGA-AA-3494-01A-01D-1406-01	-0.679000	2.112000
TCGA-AA-3495-01A-01D-1406-01	-0.687000	1.239000
TCGA-AA-3496-01A-21D-1834-01	-0.803000	2.086000
TCGA-AA-3502-01A-01D-1406-01	-0.100000	1.692000
TCGA-AA-3506-01A-01D-1406-01	-0.100000	0.810000
TCGA-AA-3510-01A-01D-1406-01	-0.100000	0.100000
TCGA-AA-3511-01A-21D-1834-01	-0.724000	1.141000
TCGA-AA-3514-01A-02D-1549-01	-0.100000	0.781000
TCGA-AA-3516-01A-02D-1549-01	-0.100000	0.100000
TCGA-AA-3517-01A-01D-1549-01	-0.925000	2.780000
TCGA-AA-3518-01A-02D-1549-01	-0.100000	0.100000
TCGA-AA-3519-01A-02D-1549-01	-0.915000	1.988000
TCGA-AA-3520-01A-01D-1549-01	-0.784000	0.775000
TCGA-AA-3521-01A-01D-1549-01	-0.617000	2.877000
TCGA-AA-3522-01A-01D-1549-01	-0.545000	0.100000
TCGA-AA-3524-01A-02D-1549-01	-0.878000	1.484000
TCGA-AA-3525-01A-02D-1549-01	-0.100000	0.100000
TCGA-AA-3526-01A-02D-1549-01	-0.779000	1.399000
TCGA-AA-3527-01A-01D-1549-01	-0.100000	0.795000
TCGA-AA-3529-01A-02D-1549-01	-0.722000	1.659000
