"var","hr","pval","hr_ci95"
"tnm_stageII",1.4,"4.28e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"1.90e-02","1.2 to 5.5"
"tnm_stageIV",4.1,"3.76e-03","1.6 to 10.8"
"MUC17_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.46e-01","0.8 to 2"
"gendermale",1,"8.73e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.58e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.04e-02","1.1 to 5.1"
"tnm_stageIV",3.6,"7.68e-03","1.4 to 9.3"
"MET_cna",1,"9.73e-01","0.7 to 1.3"
"age.cat>=65",1.3,"2.34e-01","0.8 to 2"
"gendermale",1,"8.89e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.56e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"6.09e-03","1.5 to 9.7"
"MET_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.2,"3.79e-01","0.8 to 1.9"
"gendermale",0.9,"7.70e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.86e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.40e-02","1.1 to 5.3"
"tnm_stageIV",4.2,"2.94e-03","1.6 to 10.7"
"IDO1_cna",1.2,"1.83e-01","0.9 to 1.6"
"age.cat>=65",1.3,"2.05e-01","0.9 to 2.1"
"gendermale",1,"9.77e-01","0.6 to 1.6"
"tnm_stageII",1.3,"4.76e-01","0.6 to 3"
"tnm_stageIII",2.6,"1.64e-02","1.2 to 5.6"
"tnm_stageIV",4,"4.11e-03","1.6 to 10.3"
"JAK2_cna",1,"9.01e-01","0.8 to 1.3"
"age.cat>=65",1.3,"2.32e-01","0.8 to 2"
"gendermale",1,"8.82e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.86e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.44e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"7.19e-03","1.4 to 10.1"
"JAK2_mut",0,"9.96e-01","0 to Inf"
"age.cat>=65",1.3,"2.22e-01","0.8 to 2"
"gendermale",1,"9.12e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.72e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.41e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.87e-03","1.5 to 9.7"
"CD274_cna",1,"9.83e-01","0.8 to 1.3"
"age.cat>=65",1.3,"2.35e-01","0.8 to 2"
"gendermale",1,"8.90e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.98e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.54e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.85e-03","1.4 to 9.9"
"COL5A1_cna",0.7,"5.18e-02","0.5 to 1"
"age.cat>=65",1.3,"2.17e-01","0.8 to 2.1"
"gendermale",1,"9.51e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.74e-01","0.6 to 2.8"
"tnm_stageIII",2.3,"3.95e-02","1 to 4.9"
"tnm_stageIV",3.8,"5.66e-03","1.5 to 9.8"
"COL5A1_mut",1.7,"9.10e-02","0.9 to 3.2"
"age.cat>=65",1.3,"3.15e-01","0.8 to 2"
"gendermale",1,"8.86e-01","0.7 to 1.6"
"tnm_stageII",1.4,"4.32e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.09e-02","1.1 to 5.4"
"tnm_stageIV",3.6,"7.52e-03","1.4 to 9.3"
"ARID5B_cna",0.9,"4.48e-01","0.6 to 1.2"
"age.cat>=65",1.3,"2.20e-01","0.8 to 2.1"
"gendermale",1,"8.98e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.82e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.24e-02","1.1 to 5.3"
"tnm_stageIV",3.9,"4.81e-03","1.5 to 10.2"
"ARID5B_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.3,"2.36e-01","0.8 to 2"
"gendermale",1,"8.79e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.60e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.46e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.98e-03","1.5 to 9.7"
"OVOL1_cna",0.9,"4.89e-01","0.5 to 1.3"
"age.cat>=65",1.3,"2.53e-01","0.8 to 2"
"gendermale",1,"8.71e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.92e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.27e-02","1.1 to 5.3"
"tnm_stageIV",4,"4.78e-03","1.5 to 10.3"
"LAG3_cna",0.7,"3.57e-02","0.5 to 1"
"age.cat>=65",1.4,"1.80e-01","0.9 to 2.1"
"gendermale",1,"9.86e-01","0.6 to 1.6"
"tnm_stageII",1.5,"3.69e-01","0.6 to 3.3"
"tnm_stageIII",2.7,"1.19e-02","1.2 to 6"
"tnm_stageIV",3.7,"6.22e-03","1.5 to 9.6"
"ARID2_cna",0.8,"1.14e-01","0.5 to 1.1"
"age.cat>=65",1.4,"1.53e-01","0.9 to 2.2"
"gendermale",1,"9.07e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.12e-01","0.6 to 3.2"
"tnm_stageIII",2.7,"1.22e-02","1.2 to 6"
"tnm_stageIV",4,"3.94e-03","1.6 to 10.5"
"ARID2_mut",1.1,"6.24e-01","0.7 to 1.9"
"age.cat>=65",1.3,"2.31e-01","0.8 to 2"
"gendermale",1,"8.94e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.22e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.52e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"5.80e-03","1.5 to 9.7"
"IFNG_cna",0.7,"1.72e-01","0.5 to 1.1"
"age.cat>=65",1.4,"1.76e-01","0.9 to 2.1"
"gendermale",1,"9.72e-01","0.6 to 1.6"
"tnm_stageII",1.4,"4.01e-01","0.6 to 3.2"
"tnm_stageIII",2.7,"1.24e-02","1.2 to 6.1"
"tnm_stageIV",4.2,"3.32e-03","1.6 to 11"
"TCP11L2_cna",1,"8.45e-01","0.7 to 1.6"
"age.cat>=65",1.3,"2.32e-01","0.8 to 2"
"gendermale",1,"8.91e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.20e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.95e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"8.47e-03","1.4 to 9.7"
"B2M_cna",1,"8.43e-01","0.7 to 1.5"
"age.cat>=65",1.3,"2.37e-01","0.8 to 2"
"gendermale",1,"8.79e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.12e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.49e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.35e-03","1.4 to 9.6"
"B2M_mut",0.9,"5.50e-01","0.7 to 1.3"
"age.cat>=65",1.3,"2.19e-01","0.8 to 2"
"gendermale",1,"8.40e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.96e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.26e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.09e-03","1.5 to 9.6"
"TP53_cna",1.2,"3.84e-01","0.8 to 1.7"
"age.cat>=65",1.3,"2.34e-01","0.8 to 2"
"gendermale",1,"9.51e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.44e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"3.00e-02","1.1 to 5.1"
"tnm_stageIV",3.8,"5.32e-03","1.5 to 9.9"
"TP53_mut",0.8,"8.36e-02","0.6 to 1"
"age.cat>=65",1.4,"1.69e-01","0.9 to 2.1"
"gendermale",0.9,"8.18e-01","0.6 to 1.5"
"tnm_stageII",1.2,"6.51e-01","0.5 to 2.7"
"tnm_stageIII",2.2,"4.22e-02","1 to 4.9"
"tnm_stageIV",3.8,"5.65e-03","1.5 to 9.8"
"TMEM88_cna",1.2,"4.39e-01","0.8 to 1.7"
"age.cat>=65",1.3,"2.35e-01","0.8 to 2"
"gendermale",1,"9.24e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.53e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.97e-02","1.1 to 5.1"
"tnm_stageIV",3.8,"6.02e-03","1.5 to 9.7"
"MYOCD_cna",1.1,"6.48e-01","0.8 to 1.6"
"age.cat>=65",1.3,"2.27e-01","0.8 to 2"
"gendermale",1,"8.80e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.23e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.84e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"5.98e-03","1.5 to 9.7"
"MYOCD_mut",1.2,"5.10e-01","0.7 to 2.2"
"age.cat>=65",1.3,"2.81e-01","0.8 to 2"
"gendermale",1,"9.34e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.84e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.51e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"7.18e-03","1.4 to 9.4"
"NCOR1_cna",1.2,"3.70e-01","0.8 to 1.6"
"age.cat>=65",1.3,"2.40e-01","0.8 to 2"
"gendermale",1,"8.76e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.09e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.63e-02","1.1 to 5.2"
"tnm_stageIV",3.9,"5.23e-03","1.5 to 9.9"
"NCOR1_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.3,"2.05e-01","0.9 to 2.1"
"gendermale",1,"8.42e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.45e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.38e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.66e-03","1.5 to 9.7"
"NF1_cna",1.1,"6.54e-01","0.7 to 1.6"
"age.cat>=65",1.3,"2.29e-01","0.8 to 2"
"gendermale",1,"8.63e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.75e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.29e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.80e-03","1.5 to 9.7"
"NF1_mut",1,"9.61e-01","0.7 to 1.5"
"age.cat>=65",1.3,"2.36e-01","0.8 to 2"
"gendermale",1,"8.92e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.95e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.50e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"6.05e-03","1.5 to 9.7"
"ALPK2_cna",1.3,"8.43e-02","1 to 1.9"
"age.cat>=65",1.4,"1.76e-01","0.9 to 2.1"
"gendermale",1,"9.25e-01","0.6 to 1.5"
"tnm_stageII",1.4,"3.94e-01","0.6 to 3.2"
"tnm_stageIII",2.7,"1.29e-02","1.2 to 6"
"tnm_stageIV",4.7,"2.07e-03","1.8 to 12.5"
"ALPK2_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.25e-01","0.8 to 2"
"gendermale",0.9,"8.13e-01","0.6 to 1.5"
"tnm_stageII",1.2,"7.02e-01","0.5 to 2.6"
"tnm_stageIII",2.1,"5.40e-02","1 to 4.6"
"tnm_stageIV",3.4,"1.12e-02","1.3 to 8.7"
"LPAR2_cna",0.9,"6.26e-01","0.6 to 1.3"
"age.cat>=65",1.3,"2.21e-01","0.8 to 2.1"
"gendermale",1,"9.27e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.77e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.23e-02","1.1 to 5.4"
"tnm_stageIV",3.6,"7.94e-03","1.4 to 9.4"
"TGFB1_cna",1.1,"5.45e-01","0.8 to 1.5"
"age.cat>=65",1.3,"2.09e-01","0.9 to 2.1"
"gendermale",1,"9.21e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.80e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.38e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.76e-03","1.5 to 9.8"
"TGFB1_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.57e-01","0.8 to 2"
"gendermale",1,"8.35e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.72e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.50e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.23e-03","1.5 to 9.6"
"CIC_cna",1,"7.79e-01","0.8 to 1.5"
"age.cat>=65",1.3,"2.26e-01","0.8 to 2.1"
"gendermale",1,"9.18e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.89e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.45e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.99e-03","1.5 to 9.7"
"CIC_mut",0.8,"4.13e-01","0.5 to 1.3"
"age.cat>=65",1.3,"2.44e-01","0.8 to 2"
"gendermale",0.9,"8.11e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.36e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.11e-02","1.1 to 5.4"
"tnm_stageIV",3.8,"5.66e-03","1.5 to 9.8"
"CSNK2A1_cna",1.3,"9.67e-02","0.9 to 1.9"
"age.cat>=65",1.3,"3.10e-01","0.8 to 2"
"gendermale",0.9,"6.75e-01","0.6 to 1.4"
"tnm_stageII",1.4,"4.58e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.23e-02","1.1 to 5.4"
"tnm_stageIV",3.8,"6.06e-03","1.5 to 9.7"
"CSNK2A1_mut",0,"9.96e-01","0 to Inf"
"age.cat>=65",1.3,"2.34e-01","0.8 to 2"
"gendermale",1,"8.88e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.93e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.43e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.97e-03","1.5 to 9.7"
"ASXL1_cna",1.3,"2.60e-01","0.8 to 1.9"
"age.cat>=65",1.3,"2.47e-01","0.8 to 2"
"gendermale",0.9,"7.27e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.17e-01","0.6 to 3.2"
"tnm_stageIII",2.5,"1.99e-02","1.2 to 5.5"
"tnm_stageIV",4.1,"4.06e-03","1.6 to 10.7"
"ASXL1_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.39e-01","0.8 to 2"
"gendermale",1,"8.96e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.95e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.46e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.54e-03","1.5 to 9.8"
"IFNGR2_cna",1.3,"9.97e-02","0.9 to 1.8"
"age.cat>=65",1.3,"2.13e-01","0.9 to 2.1"
"gendermale",0.9,"7.35e-01","0.6 to 1.4"
"tnm_stageII",1.3,"5.47e-01","0.6 to 2.9"
"tnm_stageIII",2.5,"2.12e-02","1.1 to 5.4"
"tnm_stageIV",4.2,"3.40e-03","1.6 to 10.8"
"EP300_cna",1,"8.16e-01","0.7 to 1.4"
"age.cat>=65",1.3,"2.40e-01","0.8 to 2"
"gendermale",1,"8.93e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.13e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.72e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"8.69e-03","1.4 to 9.7"
"EP300_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.55e-01","0.8 to 2"
"gendermale",1,"8.40e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.74e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.50e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.18e-03","1.5 to 9.6"
"DDX3X_cna",0.8,"3.16e-01","0.5 to 1.2"
"age.cat>=65",1.3,"2.92e-01","0.8 to 2"
"gendermale",0.9,"7.90e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.76e-01","0.6 to 2.8"
"tnm_stageIII",2.3,"3.11e-02","1.1 to 5.1"
"tnm_stageIV",3.9,"4.96e-03","1.5 to 10"
"DDX3X_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.17e-01","0.8 to 2.1"
"gendermale",1,"8.26e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.82e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.16e-02","1.1 to 5.4"
"tnm_stageIV",3.8,"5.76e-03","1.5 to 9.7"
"SSX5_cna",0.8,"3.81e-01","0.6 to 1.2"
"age.cat>=65",1.3,"2.45e-01","0.8 to 2"
"gendermale",0.9,"7.81e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.46e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.09e-02","1.1 to 5.1"
"tnm_stageIV",3.9,"5.08e-03","1.5 to 10"
"FOXP3_cna",0.9,"4.89e-01","0.6 to 1.3"
"age.cat>=65",1.3,"2.50e-01","0.8 to 2"
"gendermale",0.9,"8.07e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.15e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.65e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"6.08e-03","1.5 to 9.6"
"SMC1A_cna",1,"8.27e-01","0.6 to 1.5"
"age.cat>=65",1.3,"2.41e-01","0.8 to 2"
"gendermale",1,"8.57e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.53e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"6.08e-03","1.5 to 9.6"
"MORC4_cna",1.1,"6.60e-01","0.7 to 1.6"
"age.cat>=65",1.3,"2.39e-01","0.8 to 2"
"gendermale",1,"8.70e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.76e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.21e-02","1.1 to 5.5"
"tnm_stageIV",3.8,"5.87e-03","1.5 to 9.7"
"MORC4_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.10e-01","0.9 to 2.1"
"gendermale",1,"8.32e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.54e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.39e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"5.71e-03","1.5 to 9.7"
"CUL4B_cna",1.1,"6.12e-01","0.8 to 1.6"
"age.cat>=65",1.3,"2.62e-01","0.8 to 2"
"gendermale",1,"8.43e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.90e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.31e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.37e-03","1.4 to 9.6"
"CUL4B_mut",1.4,"5.41e-01","0.5 to 3.7"
"age.cat>=65",1.3,"2.52e-01","0.8 to 2"
"gendermale",1,"9.39e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.95e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.67e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.21e-03","1.5 to 9.6"
"TMB",1,"4.98e-02","1 to 1"
"age.cat>=65",1.4,"1.75e-01","0.9 to 2.1"
"gendermale",0.9,"7.33e-01","0.6 to 1.4"
"tnm_stageII",1.4,"4.26e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.83e-02","1.1 to 5.2"
"tnm_stageIV",3.9,"4.70e-03","1.5 to 10.1"
"PDL1",1,"5.06e-01","1 to 1"
"age.cat>=65",1.3,"2.43e-01","0.8 to 2"
"gendermale",1,"8.66e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.00e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.50e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.28e-03","1.5 to 9.6"
"silent.catmed",1.2,"4.24e-01","0.7 to 2"
"silent.cathigh",0.6,"1.64e-01","0.3 to 1.2"
"age.cat>=65",1.3,"2.32e-01","0.8 to 2.1"
"gendermale",0.9,"7.14e-01","0.6 to 1.4"
"tnm_stageII",1.3,"5.25e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.55e-02","1.1 to 5"
"tnm_stageIV",3.7,"7.44e-03","1.4 to 9.5"
"missense.catmed",0.9,"8.32e-01","0.6 to 1.6"
"missense.cathigh",0.5,"4.09e-02","0.3 to 1"
"age.cat>=65",1.4,"1.68e-01","0.9 to 2.1"
"gendermale",0.9,"7.44e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.15e-01","0.6 to 3"
"tnm_stageIII",2.3,"3.65e-02","1.1 to 5"
"tnm_stageIV",3.5,"9.34e-03","1.4 to 9.1"
"nonsense.catmed",0.8,"4.00e-01","0.5 to 1.3"
"nonsense.cathigh",0.5,"4.02e-02","0.3 to 1"
"age.cat>=65",1.4,"1.60e-01","0.9 to 2.1"
"gendermale",0.9,"7.78e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.91e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.89e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.44e-03","1.4 to 9.6"
"frameshift.catmed",0.7,"2.07e-01","0.4 to 1.2"
"frameshift.cathigh",0.4,"8.27e-03","0.2 to 0.8"
"age.cat>=65",1.5,"9.60e-02","0.9 to 2.3"
"gendermale",0.9,"7.28e-01","0.6 to 1.4"
"tnm_stageII",1.4,"4.71e-01","0.6 to 3.1"
"tnm_stageIII",2.3,"3.42e-02","1.1 to 5.1"
"tnm_stageIV",3.9,"5.33e-03","1.5 to 10.2"
"total.catmed",0.9,"8.16e-01","0.6 to 1.6"
"total.cathigh",0.5,"6.75e-02","0.3 to 1"
"age.cat>=65",1.4,"1.67e-01","0.9 to 2.1"
"gendermale",0.9,"7.59e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.26e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.45e-02","1.1 to 5"
"tnm_stageIV",3.5,"9.47e-03","1.4 to 9.2"
"GZMA.catmed",0.7,"1.88e-01","0.4 to 1.2"
"GZMA.cathigh",0.7,"2.88e-01","0.4 to 1.3"
"age.cat>=65",1.3,"2.13e-01","0.9 to 2.1"
"gendermale",0.9,"6.53e-01","0.6 to 1.4"
"tnm_stageII",1.4,"4.45e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"1.99e-02","1.2 to 5.5"
"tnm_stageIV",4,"4.58e-03","1.5 to 10.3"
"PRF1.catmed",0.7,"1.80e-01","0.4 to 1.2"
"PRF1.cathigh",0.6,"1.13e-01","0.3 to 1.1"
"age.cat>=65",1.3,"3.22e-01","0.8 to 2"
"gendermale",1,"8.42e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.66e-01","0.6 to 3.1"
"tnm_stageIII",2.6,"1.88e-02","1.2 to 5.6"
"tnm_stageIV",3.8,"5.94e-03","1.5 to 9.8"
"nmdptc_max.catmed",0.8,"4.22e-01","0.5 to 1.3"
"nmdptc_max.cathigh",0.7,"2.93e-01","0.4 to 1.3"
"age.cat>=65",1.4,"1.84e-01","0.9 to 2.1"
"gendermale",1,"8.25e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.28e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.34e-02","1.1 to 5.1"
"tnm_stageIV",3.8,"6.20e-03","1.5 to 9.7"
"nmdptc_n_decayed.catmed",1.1,"7.77e-01","0.7 to 1.7"
"nmdptc_n_decayed.cathigh",0.6,"1.41e-01","0.3 to 1.2"
"age.cat>=65",1.4,"1.82e-01","0.9 to 2.1"
"gendermale",0.9,"7.21e-01","0.6 to 1.4"
"tnm_stageII",1.4,"4.13e-01","0.6 to 3.2"
"tnm_stageIII",2.5,"2.26e-02","1.1 to 5.4"
"tnm_stageIV",3.6,"7.66e-03","1.4 to 9.4"
"nmdptc_frac_decayed.catmed",0.7,"2.29e-01","0.4 to 1.2"
"nmdptc_frac_decayed.cathigh",1,"9.00e-01","0.6 to 1.8"
"age.cat>=65",1.3,"2.14e-01","0.8 to 2.1"
"gendermale",1,"8.28e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.31e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.63e-02","1.1 to 5.2"
"tnm_stageIV",4.2,"3.26e-03","1.6 to 11"
"nmdptc_med.catmed",0.7,"1.89e-01","0.4 to 1.2"
"nmdptc_med.cathigh",0.7,"2.39e-01","0.4 to 1.3"
"age.cat>=65",1.4,"1.89e-01","0.9 to 2.1"
"gendermale",1,"8.48e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.14e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.73e-02","1 to 5"
"tnm_stageIV",3.8,"5.79e-03","1.5 to 9.6"
"nmdptc_med.wt.catmed",0.7,"1.52e-01","0.4 to 1.2"
"nmdptc_med.wt.cathigh",0.9,"8.41e-01","0.5 to 1.7"
"age.cat>=65",1.3,"2.64e-01","0.8 to 2"
"gendermale",0.9,"7.39e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.20e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.58e-02","1.1 to 5"
"tnm_stageIV",3.8,"5.97e-03","1.5 to 9.7"
"nmdptc_mean.catmed",0.7,"2.61e-01","0.4 to 1.2"
"nmdptc_mean.cathigh",0.8,"5.60e-01","0.5 to 1.5"
"age.cat>=65",1.4,"1.78e-01","0.9 to 2.1"
"gendermale",1,"8.22e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.88e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.83e-02","1.1 to 5.2"
"tnm_stageIV",3.9,"5.27e-03","1.5 to 10.1"
"nmdptc_mean.wt.catmed",0.7,"2.38e-01","0.4 to 1.2"
"nmdptc_mean.wt.cathigh",0.9,"7.20e-01","0.5 to 1.6"
"age.cat>=65",1.3,"2.20e-01","0.8 to 2.1"
"gendermale",0.9,"7.95e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.88e-01","0.6 to 3"
"tnm_stageIII",2.3,"3.74e-02","1 to 5"
"tnm_stageIV",3.8,"5.97e-03","1.5 to 9.6"
"nmdfs_max.catmed",1,"8.93e-01","0.6 to 1.8"
"nmdfs_max.cathigh",1,"8.76e-01","0.6 to 1.9"
"age.cat>=65",1.3,"2.52e-01","0.8 to 2"
"gendermale",1,"8.79e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.95e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.53e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"6.14e-03","1.5 to 9.9"
"nmdfs_n_decayed.catmed",1.1,"8.03e-01","0.6 to 1.8"
"nmdfs_n_decayed.cathigh",0.9,"6.15e-01","0.5 to 1.5"
"age.cat>=65",1.3,"2.13e-01","0.8 to 2.1"
"gendermale",1,"8.71e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.49e-01","0.6 to 3.1"
"tnm_stageIII",2.6,"1.93e-02","1.2 to 5.6"
"tnm_stageIV",3.8,"7.01e-03","1.4 to 9.9"
"nmdfs_frac_decayed.catmed",0.7,"1.48e-01","0.4 to 1.2"
"nmdfs_frac_decayed.cathigh",1.2,"4.54e-01","0.7 to 2.1"
"age.cat>=65",1.4,"1.73e-01","0.9 to 2.1"
"gendermale",0.9,"7.34e-01","0.6 to 1.4"
"tnm_stageII",1.3,"5.44e-01","0.6 to 2.9"
"tnm_stageIII",2.3,"3.63e-02","1.1 to 5"
"tnm_stageIV",4.3,"2.64e-03","1.7 to 11.2"
"nmdfs_med.catmed",0.9,"5.54e-01","0.5 to 1.4"
"nmdfs_med.cathigh",1.2,"5.81e-01","0.7 to 2.1"
"age.cat>=65",1.3,"2.11e-01","0.9 to 2.1"
"gendermale",1,"8.27e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.92e-01","0.6 to 3"
"tnm_stageIII",2.3,"3.31e-02","1.1 to 5.1"
