"var","hr","pval","hr_ci95"
"IFNG_cna",0,"9.98e-01","0 to Inf"
"age.cat>=65",16.4,"9.26e-05","4 to 66.6"
"gendermale",1.1,"8.82e-01","0.3 to 3.8"
"tnm_stageII",1.9,"5.42e-01","0.2 to 15.1"
"tnm_stageIII",1.9,"4.85e-01","0.3 to 11.7"
"tnm_stageIV",6.2,"4.44e-02","1 to 36.4"
"TCP11L2_cna",0,"9.98e-01","0 to Inf"
"age.cat>=65",16.4,"9.26e-05","4 to 66.6"
"gendermale",1.1,"8.82e-01","0.3 to 3.8"
"tnm_stageII",1.9,"5.42e-01","0.2 to 15.1"
"tnm_stageIII",1.9,"4.85e-01","0.3 to 11.7"
"tnm_stageIV",6.2,"4.44e-02","1 to 36.4"
"B2M_cna",5159381.2,"9.99e-01","0 to Inf"
"age.cat>=65",15.9,"1.15e-04","3.9 to 65.1"
"gendermale",1.2,"8.17e-01","0.3 to 4"
"tnm_stageII",1.9,"5.43e-01","0.2 to 15.1"
"tnm_stageIII",1.8,"5.40e-01","0.3 to 10.9"
"tnm_stageIV",6.3,"4.27e-02","1.1 to 37.2"
"TP53_cna",0.3,"3.54e-01","0 to 3.3"
"age.cat>=65",18.2,"7.66e-05","4.3 to 76.8"
"gendermale",1.2,"7.42e-01","0.4 to 4.3"
"tnm_stageII",1.9,"5.52e-01","0.2 to 14.9"
"tnm_stageIII",1.8,"5.34e-01","0.3 to 11"
"tnm_stageIV",6.2,"4.15e-02","1.1 to 36"
"TP53_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",15.9,"1.20e-04","3.9 to 65.4"
"gendermale",1.2,"8.24e-01","0.3 to 4"
"tnm_stageII",1.9,"5.30e-01","0.2 to 15.4"
"tnm_stageIII",1.8,"5.25e-01","0.3 to 11.2"
"tnm_stageIV",6.4,"4.16e-02","1.1 to 37.8"
"TMEM88_cna",0.3,"3.54e-01","0 to 3.3"
"age.cat>=65",18.2,"7.66e-05","4.3 to 76.8"
"gendermale",1.2,"7.42e-01","0.4 to 4.3"
"tnm_stageII",1.9,"5.52e-01","0.2 to 14.9"
"tnm_stageIII",1.8,"5.34e-01","0.3 to 11"
"tnm_stageIV",6.2,"4.15e-02","1.1 to 36"
"MYOCD_cna",0.3,"3.56e-01","0 to 3.7"
"age.cat>=65",18.4,"7.44e-05","4.4 to 77.5"
"gendermale",1.2,"7.40e-01","0.4 to 4.3"
"tnm_stageII",1.8,"5.63e-01","0.2 to 14.6"
"tnm_stageIII",1.8,"5.45e-01","0.3 to 10.8"
"tnm_stageIV",6.1,"4.38e-02","1.1 to 35.3"
"NCOR1_cna",0.3,"3.56e-01","0 to 3.7"
"age.cat>=65",18.4,"7.44e-05","4.4 to 77.5"
"gendermale",1.2,"7.40e-01","0.4 to 4.3"
"tnm_stageII",1.8,"5.63e-01","0.2 to 14.6"
"tnm_stageIII",1.8,"5.45e-01","0.3 to 10.8"
"tnm_stageIV",6.1,"4.38e-02","1.1 to 35.3"
"NF1_cna",0,"3.75e-01","0 to 78.1"
"age.cat>=65",17,"7.61e-05","4.2 to 69.1"
"gendermale",1.2,"7.52e-01","0.4 to 4.2"
"tnm_stageII",2,"5.25e-01","0.2 to 15.7"
"tnm_stageIII",1.9,"5.03e-01","0.3 to 11.5"
"tnm_stageIV",6.7,"3.45e-02","1.1 to 39.3"
"NF1_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",16.2,"1.08e-04","4 to 66.3"
"gendermale",1.2,"8.14e-01","0.3 to 4"
"tnm_stageII",1.9,"5.42e-01","0.2 to 15.1"
"tnm_stageIII",1.8,"5.34e-01","0.3 to 11"
"tnm_stageIV",6.3,"4.20e-02","1.1 to 37.6"
"ALPK2_cna",0.8,"9.60e-01","0 to 652.3"
"age.cat>=65",16.2,"1.08e-04","4 to 66.3"
"gendermale",1.2,"8.13e-01","0.3 to 4"
"tnm_stageII",1.9,"5.43e-01","0.2 to 15.1"
"tnm_stageIII",1.8,"5.34e-01","0.3 to 11"
"tnm_stageIV",6.3,"4.20e-02","1.1 to 37.6"
"LPAR2_cna",0.1,"1.14e-02","0 to 0.5"
"age.cat>=65",18.3,"1.11e-04","4.2 to 79.6"
"gendermale",1,"9.47e-01","0.3 to 3.4"
"tnm_stageII",1.7,"6.33e-01","0.2 to 14.2"
"tnm_stageIII",2.4,"3.76e-01","0.3 to 16.4"
"tnm_stageIV",7.9,"3.34e-02","1.2 to 52.6"
"TGFB1_cna",0.2,"4.98e-01","0 to 20.5"
"age.cat>=65",16.7,"9.83e-05","4.1 to 69.1"
"gendermale",1.1,"8.56e-01","0.3 to 3.9"
"tnm_stageII",1.9,"5.32e-01","0.2 to 15.7"
"tnm_stageIII",2,"4.74e-01","0.3 to 12.4"
"tnm_stageIV",6.5,"4.15e-02","1.1 to 39"
"CIC_cna",0.2,"4.98e-01","0 to 20.5"
"age.cat>=65",16.7,"9.83e-05","4.1 to 69.1"
"gendermale",1.1,"8.56e-01","0.3 to 3.9"
"tnm_stageII",1.9,"5.32e-01","0.2 to 15.7"
"tnm_stageIII",2,"4.74e-01","0.3 to 12.4"
"tnm_stageIV",6.5,"4.15e-02","1.1 to 39"
"CSNK2A1_cna",2,"5.23e-01","0.2 to 17.4"
"age.cat>=65",16.1,"1.22e-04","3.9 to 66.5"
"gendermale",1.2,"7.53e-01","0.3 to 4.4"
"tnm_stageII",1.9,"5.51e-01","0.2 to 14.9"
"tnm_stageIII",1.7,"5.95e-01","0.3 to 10.6"
"tnm_stageIV",6.4,"4.21e-02","1.1 to 38.1"
"ASXL1_cna",2,"5.14e-01","0.2 to 17.6"
"age.cat>=65",16,"1.26e-04","3.9 to 66.3"
"gendermale",1.2,"7.53e-01","0.3 to 4.4"
"tnm_stageII",1.9,"5.51e-01","0.2 to 15"
"tnm_stageIII",1.7,"5.94e-01","0.3 to 10.6"
"tnm_stageIV",6.4,"4.20e-02","1.1 to 38.1"
"IFNGR2_cna",0.9,"9.86e-01","0 to 657.6"
"age.cat>=65",16.2,"1.08e-04","4 to 66.4"
"gendermale",1.2,"8.14e-01","0.3 to 4"
"tnm_stageII",1.9,"5.43e-01","0.2 to 15.1"
"tnm_stageIII",1.8,"5.35e-01","0.3 to 11.1"
"tnm_stageIV",6.3,"4.26e-02","1.1 to 37.8"
"EP300_cna",1.8,"5.95e-01","0.2 to 14.1"
"age.cat>=65",15.1,"1.79e-04","3.7 to 62.7"
"gendermale",1.3,"7.13e-01","0.4 to 4.5"
"tnm_stageII",2,"5.21e-01","0.2 to 15.6"
"tnm_stageIII",1.8,"5.25e-01","0.3 to 11.1"
"tnm_stageIV",6.5,"3.84e-02","1.1 to 38.7"
"DDX3X_cna",2,"4.96e-01","0.3 to 15.6"
"age.cat>=65",16,"1.20e-04","3.9 to 65.9"
"gendermale",1.2,"7.61e-01","0.3 to 4.3"
"tnm_stageII",1.9,"5.56e-01","0.2 to 14.7"
"tnm_stageIII",1.6,"5.97e-01","0.3 to 10.5"
"tnm_stageIV",6.4,"4.20e-02","1.1 to 37.8"
"SSX5_cna",2,"4.96e-01","0.3 to 15.6"
"age.cat>=65",16,"1.20e-04","3.9 to 65.9"
"gendermale",1.2,"7.61e-01","0.3 to 4.3"
"tnm_stageII",1.9,"5.56e-01","0.2 to 14.7"
"tnm_stageIII",1.6,"5.97e-01","0.3 to 10.5"
"tnm_stageIV",6.4,"4.20e-02","1.1 to 37.8"
"FOXP3_cna",2,"4.96e-01","0.3 to 15.6"
"age.cat>=65",16,"1.20e-04","3.9 to 65.9"
"gendermale",1.2,"7.61e-01","0.3 to 4.3"
"tnm_stageII",1.9,"5.56e-01","0.2 to 14.7"
"tnm_stageIII",1.6,"5.97e-01","0.3 to 10.5"
"tnm_stageIV",6.4,"4.20e-02","1.1 to 37.8"
"SMC1A_cna",2.2,"4.64e-01","0.3 to 19.2"
"age.cat>=65",15.8,"1.39e-04","3.8 to 65.1"
"gendermale",1.2,"7.40e-01","0.3 to 4.4"
"tnm_stageII",1.9,"5.42e-01","0.2 to 15.1"
"tnm_stageIII",1.6,"6.03e-01","0.3 to 10.5"
"tnm_stageIV",6.4,"4.15e-02","1.1 to 38"
"MORC4_cna",2.2,"4.68e-01","0.3 to 18.7"
"age.cat>=65",15.8,"1.38e-04","3.8 to 65.2"
"gendermale",1.2,"7.40e-01","0.3 to 4.4"
"tnm_stageII",1.9,"5.41e-01","0.2 to 15.2"
"tnm_stageIII",1.6,"6.00e-01","0.3 to 10.5"
"tnm_stageIV",6.4,"4.14e-02","1.1 to 38.1"
"CUL4B_cna",2.2,"4.68e-01","0.3 to 18.7"
"age.cat>=65",15.8,"1.38e-04","3.8 to 65.2"
"gendermale",1.2,"7.40e-01","0.3 to 4.4"
"tnm_stageII",1.9,"5.41e-01","0.2 to 15.2"
"tnm_stageIII",1.6,"6.00e-01","0.3 to 10.5"
"tnm_stageIV",6.4,"4.14e-02","1.1 to 38.1"
"TMB",0.5,"4.18e-01","0.1 to 2.8"
"age.cat>=65",20.5,"9.93e-05","4.5 to 93.9"
"gendermale",1,"9.92e-01","0.3 to 3.7"
"tnm_stageII",1.6,"6.65e-01","0.2 to 13.6"
"tnm_stageIII",1.6,"6.25e-01","0.2 to 10.2"
"tnm_stageIV",8.1,"2.79e-02","1.3 to 52"
"PDL1",1,"8.15e-01","1 to 1"
"age.cat>=65",16.6,"1.13e-04","4 to 69.3"
"gendermale",1.2,"8.04e-01","0.3 to 4.1"
"tnm_stageII",2.1,"5.13e-01","0.2 to 17.7"
"tnm_stageIII",1.7,"5.51e-01","0.3 to 10.9"
"tnm_stageIV",6.6,"4.04e-02","1.1 to 39.8"
"silent.catmed",0.9,"8.43e-01","0.2 to 4.2"
"silent.cathigh",0.6,"5.56e-01","0.1 to 3"
"age.cat>=65",18.4,"1.37e-04","4.1 to 82.3"
"gendermale",1.1,"9.00e-01","0.3 to 4"
"tnm_stageII",1.9,"5.50e-01","0.2 to 15.4"
"tnm_stageIII",1.8,"5.50e-01","0.3 to 11.8"
"tnm_stageIV",7.6,"3.50e-02","1.2 to 50.5"
"missense.catmed",0.5,"4.02e-01","0.1 to 2.4"
"missense.cathigh",0.4,"3.19e-01","0.1 to 2.3"
"age.cat>=65",18.9,"1.19e-04","4.2 to 84.6"
"gendermale",1,"9.93e-01","0.3 to 3.6"
"tnm_stageII",2,"5.32e-01","0.2 to 16.8"
"tnm_stageIII",1.8,"5.52e-01","0.3 to 11.4"
"tnm_stageIV",7.9,"3.16e-02","1.2 to 52.6"
"nonsense.catmed",NA," NA","NA to NA"
"nonsense.cathigh",1.2,"7.29e-01","0.4 to 4.1"
"age.cat>=65",15.7,"1.28e-04","3.8 to 64.5"
"gendermale",1.2,"7.54e-01","0.3 to 4.4"
"tnm_stageII",2,"5.10e-01","0.3 to 16.2"
"tnm_stageIII",1.8,"5.44e-01","0.3 to 10.8"
"tnm_stageIV",6,"4.93e-02","1 to 36.2"
"frameshift.catmed",NA," NA","NA to NA"
"frameshift.cathigh",1.4,"5.72e-01","0.4 to 4.9"
"age.cat>=65",15.7,"1.59e-04","3.8 to 65.3"
"gendermale",1.1,"8.86e-01","0.3 to 3.9"
"tnm_stageII",1.7,"6.36e-01","0.2 to 14.2"
"tnm_stageIII",1.6,"6.07e-01","0.3 to 10.5"
"tnm_stageIV",6.1,"4.90e-02","1 to 36.8"
"total.catmed",0.9,"9.32e-01","0.2 to 5.2"
"total.cathigh",1,"9.96e-01","0.2 to 6.1"
"age.cat>=65",16,"1.63e-04","3.8 to 67.8"
"gendermale",1.1,"8.34e-01","0.3 to 4.2"
"tnm_stageII",1.9,"5.39e-01","0.2 to 15.7"
"tnm_stageIII",1.8,"5.28e-01","0.3 to 11.3"
"tnm_stageIV",6.2,"5.49e-02","1 to 40.6"
"GZMA.catmed",2.3,"2.68e-01","0.5 to 9.8"
"GZMA.cathigh",0.7,"7.50e-01","0.1 to 4.6"
"age.cat>=65",19.2,"5.35e-05","4.6 to 80.3"
"gendermale",1,"9.48e-01","0.3 to 3.8"
"tnm_stageII",2.2,"4.48e-01","0.3 to 17.6"
"tnm_stageIII",2.2,"4.01e-01","0.4 to 13.4"
"tnm_stageIV",4.8,"9.28e-02","0.8 to 29.3"
"PRF1.catmed",1.3,"6.85e-01","0.4 to 4.7"
"PRF1.cathigh",1.4,"7.14e-01","0.3 to 7.1"
"age.cat>=65",17,"1.00e-04","4.1 to 71.1"
"gendermale",1.1,"8.83e-01","0.3 to 3.9"
"tnm_stageII",1.9,"5.34e-01","0.2 to 15.8"
"tnm_stageIII",1.7,"5.59e-01","0.3 to 10.8"
"tnm_stageIV",6.6,"4.23e-02","1.1 to 41.2"
"nmdptc_max.catmed",0.4,"1.13e-01","0.1 to 1.3"
"nmdptc_max.cathigh",0.2,"1.74e-01","0 to 2"
"age.cat>=65",17.7,"8.42e-05","4.2 to 74.1"
"gendermale",1.1,"8.91e-01","0.3 to 3.9"
"tnm_stageII",2.4,"4.15e-01","0.3 to 18.9"
"tnm_stageIII",1.7,"5.73e-01","0.3 to 10.5"
"tnm_stageIV",8.2,"2.01e-02","1.4 to 48.4"
"nmdptc_n_decayed.catmed",0.4,"2.33e-01","0.1 to 1.7"
"nmdptc_n_decayed.cathigh",0.3,"2.98e-01","0 to 2.7"
"age.cat>=65",15.4,"1.63e-04","3.7 to 63.8"
"gendermale",1.3,"7.10e-01","0.4 to 4.4"
"tnm_stageII",1.7,"6.36e-01","0.2 to 13.7"
"tnm_stageIII",1.9,"4.75e-01","0.3 to 12"
"tnm_stageIV",6.7,"3.58e-02","1.1 to 39.6"
"nmdptc_frac_decayed.catmed",0.2,"1.71e-01","0 to 1.9"
"nmdptc_frac_decayed.cathigh",0.4,"1.37e-01","0.1 to 1.3"
"age.cat>=65",13.1,"3.36e-04","3.2 to 53.6"
"gendermale",1.3,"6.89e-01","0.4 to 4.4"
"tnm_stageII",3.1,"2.95e-01","0.4 to 26.6"
"tnm_stageIII",2.2,"4.09e-01","0.3 to 13.4"
"tnm_stageIV",7.1,"2.80e-02","1.2 to 41"
"nmdptc_med.catmed",0.6,"4.41e-01","0.2 to 2"
"nmdptc_med.cathigh",0.4,"2.97e-01","0.1 to 2.3"
"age.cat>=65",15.3,"1.25e-04","3.8 to 61.7"
"gendermale",1.2,"8.18e-01","0.3 to 4"
"tnm_stageII",2.8,"3.44e-01","0.3 to 25"
"tnm_stageIII",1.9,"4.79e-01","0.3 to 11.9"
"tnm_stageIV",6,"4.64e-02","1 to 34.9"
"nmdptc_med.wt.catmed",0.5,"2.19e-01","0.1 to 1.5"
"nmdptc_med.wt.cathigh",0.4,"2.82e-01","0.1 to 2.2"
"age.cat>=65",14.7,"1.66e-04","3.6 to 59.8"
"gendermale",1.1,"8.30e-01","0.3 to 3.9"
"tnm_stageII",2.8,"3.55e-01","0.3 to 24.4"
"tnm_stageIII",1.9,"4.86e-01","0.3 to 11.7"
"tnm_stageIV",6,"4.79e-02","1 to 35.2"
"nmdptc_mean.catmed",0.6,"3.64e-01","0.2 to 1.9"
"nmdptc_mean.cathigh",0.4,"3.18e-01","0.1 to 2.4"
"age.cat>=65",15,"1.51e-04","3.7 to 60.8"
"gendermale",1.1,"8.75e-01","0.3 to 3.8"
"tnm_stageII",2.8,"3.54e-01","0.3 to 24.8"
"tnm_stageIII",2,"4.57e-01","0.3 to 12.6"
"tnm_stageIV",6.1,"4.48e-02","1 to 36.1"
"nmdptc_mean.wt.catmed",0.5,"2.02e-01","0.1 to 1.5"
"nmdptc_mean.wt.cathigh",0.4,"2.75e-01","0.1 to 2.2"
"age.cat>=65",14.9,"1.55e-04","3.7 to 60.6"
"gendermale",1.1,"8.47e-01","0.3 to 3.9"
"tnm_stageII",2.8,"3.58e-01","0.3 to 24.4"
"tnm_stageIII",1.9,"4.80e-01","0.3 to 11.8"
"tnm_stageIV",5.9,"4.95e-02","1 to 35"
"nmdfs_max.catmed",0.3,"9.81e-02","0.1 to 1.3"
"nmdfs_max.cathigh",0.4,"2.00e-01","0.1 to 1.7"
"age.cat>=65",20.1,"7.17e-05","4.6 to 88.3"
"gendermale",0.9,"9.00e-01","0.3 to 3.3"
"tnm_stageII",2,"5.18e-01","0.2 to 16.3"
"tnm_stageIII",1.2,"8.53e-01","0.2 to 8.4"
"tnm_stageIV",7.3,"2.90e-02","1.2 to 43.6"
"nmdfs_n_decayed.catmed",0.5,"4.97e-01","0.1 to 4"
"nmdfs_n_decayed.cathigh",0.7,"6.14e-01","0.2 to 2.5"
"age.cat>=65",15.6,"1.55e-04","3.8 to 65"
"gendermale",1.1,"8.56e-01","0.3 to 3.9"
"tnm_stageII",1.6,"6.70e-01","0.2 to 13.6"
"tnm_stageIII",1.6,"6.01e-01","0.3 to 10.4"
"tnm_stageIV",6.1,"4.77e-02","1 to 36.3"
"nmdfs_frac_decayed.catmed",0,"9.98e-01","0 to Inf"
"nmdfs_frac_decayed.cathigh",0.3,"4.81e-02","0.1 to 1"
"age.cat>=65",18.4,"8.25e-05","4.3 to 78.5"
"gendermale",1,"9.80e-01","0.3 to 3.6"
"tnm_stageII",2.3,"4.22e-01","0.3 to 18.7"
"tnm_stageIII",1.7,"5.48e-01","0.3 to 10.8"
"tnm_stageIV",9.3,"1.39e-02","1.6 to 54.8"
"nmdfs_med.catmed",0.2,"1.51e-02","0 to 0.7"
"nmdfs_med.cathigh",0.4,"1.76e-01","0.1 to 1.5"
"age.cat>=65",20.3,"2.99e-05","4.9 to 83.4"
"gendermale",1,"9.68e-01","0.3 to 3.4"
"tnm_stageII",2.8,"3.28e-01","0.4 to 22.9"
"tnm_stageIII",1.8,"5.21e-01","0.3 to 11.4"
"tnm_stageIV",10,"1.22e-02","1.7 to 60.2"
"nmdfs_med.wt.catmed",0.2,"1.97e-02","0 to 0.8"
"nmdfs_med.wt.cathigh",0.4,"2.08e-01","0.1 to 1.6"
"age.cat>=65",20.5,"2.50e-05","5 to 83.2"
"gendermale",1,"9.84e-01","0.3 to 3.5"
"tnm_stageII",2.9,"3.13e-01","0.4 to 23.3"
"tnm_stageIII",1.9,"4.81e-01","0.3 to 11.5"
"tnm_stageIV",9.8,"1.12e-02","1.7 to 56.9"
"nmdfs_mean.catmed",0.2,"2.70e-02","0 to 0.8"
"nmdfs_mean.cathigh",0.4,"1.93e-01","0.1 to 1.6"
"age.cat>=65",18.5,"3.92e-05","4.6 to 74.6"
"gendermale",0.9,"8.80e-01","0.3 to 3.3"
"tnm_stageII",2.7,"3.44e-01","0.3 to 21.9"
"tnm_stageIII",2.1,"4.34e-01","0.3 to 12.9"
"tnm_stageIV",10.1,"1.36e-02","1.6 to 63.2"
"nmdfs_mean.wt.catmed",0.2,"1.83e-02","0 to 0.7"
"nmdfs_mean.wt.cathigh",0.4,"1.99e-01","0.1 to 1.6"
"age.cat>=65",21.2,"2.05e-05","5.2 to 86.4"
"gendermale",1,"9.45e-01","0.3 to 3.4"
"tnm_stageII",3,"3.06e-01","0.4 to 23.7"
"tnm_stageIII",1.9,"4.98e-01","0.3 to 11.2"
"tnm_stageIV",9.5,"1.18e-02","1.6 to 55"
"nmdns_max.catmed",0.8,"7.05e-01","0.2 to 3"
"nmdns_max.cathigh",0.9,"9.31e-01","0.2 to 3.8"
"age.cat>=65",15.7,"1.44e-04","3.8 to 65"
"gendermale",1.2,"8.09e-01","0.3 to 4.2"
"tnm_stageII",2,"5.41e-01","0.2 to 16.7"
"tnm_stageIII",1.9,"5.06e-01","0.3 to 11.6"
"tnm_stageIV",6.5,"4.06e-02","1.1 to 39.2"
"nmdns_n_decayed.catmed",0,"9.97e-01","0 to Inf"
"nmdns_n_decayed.cathigh",0.8,"7.49e-01","0.2 to 2.8"
"age.cat>=65",14.4,"4.60e-04","3.2 to 63.7"
"gendermale",1.4,"6.16e-01","0.4 to 4.9"
"tnm_stageII",1.7,"6.43e-01","0.2 to 14.6"
"tnm_stageIII",1.5,"6.77e-01","0.2 to 10"
"tnm_stageIV",4.9,"9.45e-02","0.8 to 31.4"
"nmdns_frac_decayed.catmed",0,"9.97e-01","0 to Inf"
"nmdns_frac_decayed.cathigh",0.6,"4.74e-01","0.2 to 2.2"
"age.cat>=65",12.9,"3.77e-04","3.2 to 53"
"gendermale",1.3,"7.02e-01","0.4 to 4.5"
"tnm_stageII",2.3,"4.47e-01","0.3 to 19"
"tnm_stageIII",2.2,"4.16e-01","0.3 to 14"
"tnm_stageIV",6.5,"3.76e-02","1.1 to 38.5"
"nmdns_med.catmed",0.5,"3.28e-01","0.1 to 2"
"nmdns_med.cathigh",0.7,"6.37e-01","0.2 to 3"
"age.cat>=65",14.9,"1.71e-04","3.6 to 60.9"
"gendermale",1.2,"7.70e-01","0.3 to 4.4"
"tnm_stageII",2.2,"4.84e-01","0.3 to 18.4"
"tnm_stageIII",2.2,"4.10e-01","0.3 to 13.8"
"tnm_stageIV",6.6,"3.95e-02","1.1 to 39.5"
"nmdns_med.wt.catmed",0.5,"3.29e-01","0.1 to 2"
"nmdns_med.wt.cathigh",0.7,"6.38e-01","0.2 to 3"
"age.cat>=65",14.9,"1.69e-04","3.6 to 61"
"gendermale",1.2,"7.70e-01","0.3 to 4.4"
"tnm_stageII",2.1,"4.85e-01","0.3 to 18.4"
"tnm_stageIII",2.2,"4.11e-01","0.3 to 13.8"
"tnm_stageIV",6.6,"3.95e-02","1.1 to 39.5"
"nmdns_mean.catmed",0.7,"5.80e-01","0.2 to 2.8"
"nmdns_mean.cathigh",0.8,"7.99e-01","0.2 to 3.8"
"age.cat>=65",15.7,"1.29e-04","3.8 to 64.3"
"gendermale",1.2,"8.17e-01","0.3 to 4.1"
"tnm_stageII",2,"5.26e-01","0.2 to 17.1"
"tnm_stageIII",2,"4.64e-01","0.3 to 13"
"tnm_stageIV",6.4,"4.34e-02","1.1 to 38.3"
"nmdns_mean.wt.catmed",0.5,"3.30e-01","0.1 to 2"
"nmdns_mean.wt.cathigh",0.7,"6.40e-01","0.2 to 3"
"age.cat>=65",14.9,"1.65e-04","3.7 to 61"
"gendermale",1.2,"7.71e-01","0.3 to 4.3"
"tnm_stageII",2.1,"4.87e-01","0.3 to 18.3"
"tnm_stageIII",2.2,"4.13e-01","0.3 to 13.7"
"tnm_stageIV",6.6,"3.97e-02","1.1 to 39.3"
