"var","hr","pval","hr_ci95"
"TMB.cathigh",0.6,"1.05e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.30e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.62e-01","0.8 to 1.9"
"CSNK2A1_cna",1.1,"5.43e-01","0.9 to 1.3"
"age.cat>=65",1.5,"1.31e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"9.03e-04","0.4 to 0.8"
"PDL1.catmed",0.7,"3.72e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.48e-01","0.8 to 1.9"
"ASXL1_cna",1.1,"3.18e-01","0.9 to 1.5"
"age.cat>=65",1.5,"1.18e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"9.64e-04","0.4 to 0.8"
"PDL1.catmed",0.7,"4.70e-02","0.5 to 1"
"PDL1.cathigh",1.2,"5.21e-01","0.7 to 1.8"
"IFNGR2_cna",1,"6.70e-01","0.8 to 1.2"
"age.cat>=65",1.5,"1.34e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.06e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.76e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.68e-01","0.8 to 1.9"
"EP300_cna",0.8,"2.93e-01","0.6 to 1.2"
"age.cat>=65",1.5,"1.25e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"9.95e-04","0.4 to 0.8"
"PDL1.catmed",0.7,"3.89e-02","0.4 to 1"
"PDL1.cathigh",1.2,"3.70e-01","0.8 to 1.9"
"DDX3X_cna",1,"6.57e-01","0.8 to 1.2"
"age.cat>=65",1.5,"1.26e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.63e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.25e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.40e-01","0.8 to 1.9"
"SSX5_cna",0.9,"3.56e-01","0.8 to 1.1"
"age.cat>=65",1.5,"1.51e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"1.82e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.54e-02","0.4 to 1"
"PDL1.cathigh",1.2,"3.61e-01","0.8 to 2"
"FOXP3_cna",0.9,"4.48e-01","0.8 to 1.1"
"age.cat>=65",1.5,"1.46e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"1.62e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.68e-02","0.4 to 1"
"PDL1.cathigh",1.2,"3.74e-01","0.8 to 2"
"SMC1A_cna",1,"9.10e-01","0.8 to 1.2"
"age.cat>=65",1.5,"1.32e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.20e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.45e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.56e-01","0.8 to 1.9"
"MORC4_cna",0.9,"5.07e-01","0.8 to 1.1"
"age.cat>=65",1.5,"1.25e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.01e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"2.95e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.89e-01","0.7 to 1.8"
"MORC4_mut",4.6,"1.36e-01","0.6 to 35"
"age.cat>=65",1.5,"1.20e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"7.83e-04","0.4 to 0.8"
"PDL1.catmed",0.7,"3.32e-02","0.4 to 1"
"PDL1.cathigh",1.2,"5.28e-01","0.7 to 1.8"
"CUL4B_cna",1,"8.95e-01","0.8 to 1.2"
"age.cat>=65",1.5,"1.45e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.08e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.70e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.64e-01","0.8 to 1.9"
"TMB",1,"9.70e-01","0.7 to 1.5"
"age.cat>=65",1.5,"1.41e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"3.23e-02","0.3 to 1"
"PDL1.catmed",0.7,"3.48e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.61e-01","0.8 to 1.9"
"PDL1",1,"8.96e-01","1 to 1"
"age.cat>=65",1.5,"1.41e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.15e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"4.11e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.57e-01","0.7 to 1.9"
"silent.catmed",1,"9.57e-01","0.6 to 1.5"
"silent.cathigh",1.1,"7.37e-01","0.6 to 2.1"
"age.cat>=65",1.5,"1.48e-02","1.1 to 2.2"
"TMB.cathigh",0.5,"7.96e-03","0.3 to 0.9"
"PDL1.catmed",0.7,"4.08e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.57e-01","0.8 to 1.9"
"missense.catmed",1,"9.66e-01","0.7 to 1.5"
"missense.cathigh",0.7,"2.92e-01","0.4 to 1.4"
"age.cat>=65",1.5,"1.33e-02","1.1 to 2.2"
"TMB.cathigh",0.7,"1.17e-01","0.4 to 1.1"
"PDL1.catmed",0.6,"2.41e-02","0.4 to 0.9"
"PDL1.cathigh",1.2,"5.12e-01","0.7 to 1.8"
"nonsense.catmed",1.2,"4.59e-01","0.8 to 1.8"
"nonsense.cathigh",1,"8.46e-01","0.6 to 1.5"
"age.cat>=65",1.5,"1.33e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"6.19e-03","0.4 to 0.9"
"PDL1.catmed",0.7,"4.88e-02","0.5 to 1"
"PDL1.cathigh",1.2,"4.31e-01","0.8 to 1.9"
"frameshift.catmed",1,"9.11e-01","0.7 to 1.5"
"frameshift.cathigh",0.9,"6.57e-01","0.6 to 1.4"
"age.cat>=65",1.5,"1.28e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"2.89e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.47e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.77e-01","0.7 to 1.9"
"total.catmed",1,"8.65e-01","0.6 to 1.5"
"total.cathigh",0.9,"7.49e-01","0.5 to 1.7"
"age.cat>=65",1.5,"1.29e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"3.37e-02","0.4 to 1"
"PDL1.catmed",0.7,"3.25e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.64e-01","0.8 to 1.9"
"GZMA.catmed",0.8,"3.65e-01","0.5 to 1.3"
"GZMA.cathigh",0.7,"1.37e-01","0.4 to 1.1"
"age.cat>=65",1.6,"8.61e-03","1.1 to 2.2"
"TMB.cathigh",0.6,"2.06e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"1.31e-01","0.5 to 1.1"
"PDL1.cathigh",1.5,"1.59e-01","0.9 to 2.5"
"PRF1.catmed",0.7,"1.80e-01","0.5 to 1.1"
"PRF1.cathigh",0.6,"7.03e-02","0.3 to 1"
"age.cat>=65",1.5,"1.19e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.34e-03","0.4 to 0.8"
"PDL1.catmed",0.8,"2.11e-01","0.5 to 1.2"
"PDL1.cathigh",1.7,"8.46e-02","0.9 to 3"
"nmdptc_max.catmed",0.9,"4.48e-01","0.6 to 1.3"
"nmdptc_max.cathigh",0.9,"7.78e-01","0.6 to 1.5"
"age.cat>=65",1.5,"1.75e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"1.70e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"3.11e-02","0.4 to 1"
"PDL1.cathigh",1.2,"5.13e-01","0.7 to 1.8"
"nmdptc_n_decayed.catmed",0.7,"1.54e-01","0.5 to 1.1"
"nmdptc_n_decayed.cathigh",0.9,"7.09e-01","0.6 to 1.4"
"age.cat>=65",1.5,"1.52e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"2.18e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"2.68e-02","0.4 to 0.9"
"PDL1.cathigh",1.2,"4.73e-01","0.8 to 1.8"
"nmdptc_frac_decayed.catmed",0.9,"7.28e-01","0.5 to 1.6"
"nmdptc_frac_decayed.cathigh",1.1,"7.86e-01","0.7 to 1.5"
"age.cat>=65",1.6,"1.13e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.43e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"3.24e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.88e-01","0.7 to 1.9"
"nmdptc_med.catmed",0.9,"5.52e-01","0.6 to 1.3"
"nmdptc_med.cathigh",1,"9.96e-01","0.6 to 1.5"
"age.cat>=65",1.5,"1.32e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.41e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"3.20e-02","0.4 to 1"
"PDL1.cathigh",1.2,"5.19e-01","0.7 to 1.8"
"nmdptc_med.wt.catmed",0.9,"6.47e-01","0.6 to 1.4"
"nmdptc_med.wt.cathigh",1,"9.36e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.30e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.71e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.28e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.95e-01","0.7 to 1.8"
"nmdptc_mean.catmed",1,"8.70e-01","0.6 to 1.5"
"nmdptc_mean.cathigh",1.1,"8.14e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.35e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.41e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.37e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.77e-01","0.7 to 1.9"
"nmdptc_mean.wt.catmed",0.9,"7.57e-01","0.6 to 1.4"
"nmdptc_mean.wt.cathigh",1,"8.94e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.27e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"2.22e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.29e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.82e-01","0.7 to 1.9"
"nmdfs_max.catmed",0.9,"6.12e-01","0.5 to 1.6"
"nmdfs_max.cathigh",1.1,"5.16e-01","0.8 to 1.7"
"age.cat>=65",1.5,"2.14e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"1.31e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"4.24e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.30e-01","0.8 to 1.9"
"nmdfs_n_decayed.catmed",0.7,"2.89e-01","0.4 to 1.3"
"nmdfs_n_decayed.cathigh",1.1,"6.82e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.89e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"9.85e-04","0.4 to 0.8"
"PDL1.catmed",0.6,"3.23e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.29e-01","0.8 to 1.9"
"nmdfs_frac_decayed.catmed",NA," NA","NA to NA"
"nmdfs_frac_decayed.cathigh",1,"8.18e-01","0.6 to 1.4"
"age.cat>=65",1.5,"1.30e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.38e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.36e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.76e-01","0.7 to 1.9"
"nmdfs_med.catmed",1.1,"6.77e-01","0.6 to 2"
"nmdfs_med.cathigh",1.3,"2.56e-01","0.8 to 1.9"
"age.cat>=65",1.5,"1.31e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.16e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.71e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.45e-01","0.8 to 1.9"
"nmdfs_med.wt.catmed",0.8,"4.33e-01","0.4 to 1.4"
"nmdfs_med.wt.cathigh",1.1,"6.23e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.40e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"2.54e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"2.97e-02","0.4 to 1"
"PDL1.cathigh",1.1,"5.94e-01","0.7 to 1.8"
"nmdfs_mean.catmed",1,"9.20e-01","0.6 to 1.8"
"nmdfs_mean.cathigh",1.2,"3.32e-01","0.8 to 1.8"
"age.cat>=65",1.5,"1.45e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.35e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.47e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.81e-01","0.7 to 1.9"
"nmdfs_mean.wt.catmed",0.8,"4.33e-01","0.4 to 1.4"
"nmdfs_mean.wt.cathigh",1.1,"6.23e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.40e-02","1.1 to 2.1"
"TMB.cathigh",0.6,"2.54e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"2.97e-02","0.4 to 1"
"PDL1.cathigh",1.1,"5.94e-01","0.7 to 1.8"
"nmdns_max.catmed",0.9,"5.96e-01","0.6 to 1.4"
"nmdns_max.cathigh",1.1,"7.08e-01","0.7 to 1.6"
"age.cat>=65",1.5,"1.59e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.58e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"3.11e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.73e-01","0.8 to 1.9"
"nmdns_n_decayed.catmed",1.1,"8.21e-01","0.6 to 1.8"
"nmdns_n_decayed.cathigh",1.2,"3.81e-01","0.8 to 1.7"
"age.cat>=65",1.6,"1.10e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.35e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"4.00e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.61e-01","0.8 to 1.9"
"nmdns_frac_decayed.catmed",1.2,"7.15e-01","0.5 to 2.6"
"nmdns_frac_decayed.cathigh",1.3,"1.42e-01","0.9 to 1.9"
"age.cat>=65",1.6,"8.43e-03","1.1 to 2.3"
"TMB.cathigh",0.6,"1.25e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"4.42e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.08e-01","0.8 to 1.9"
"nmdns_med.catmed",1.1,"5.79e-01","0.7 to 1.8"
"nmdns_med.cathigh",1.3,"2.45e-01","0.8 to 1.9"
"age.cat>=65",1.6,"9.42e-03","1.1 to 2.2"
"TMB.cathigh",0.6,"1.19e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"4.45e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.21e-01","0.8 to 1.9"
"nmdns_med.wt.catmed",1.1,"7.54e-01","0.7 to 1.7"
"nmdns_med.wt.cathigh",1.2,"3.04e-01","0.8 to 1.9"
"age.cat>=65",1.6,"1.05e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.28e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.71e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.42e-01","0.8 to 1.9"
"nmdns_mean.catmed",1.1,"7.41e-01","0.7 to 1.7"
"nmdns_mean.cathigh",1.2,"3.04e-01","0.8 to 1.9"
"age.cat>=65",1.6,"9.79e-03","1.1 to 2.2"
"TMB.cathigh",0.6,"1.23e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"4.46e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.41e-01","0.8 to 1.9"
"nmdns_mean.wt.catmed",1,"8.56e-01","0.7 to 1.6"
"nmdns_mean.wt.cathigh",1.2,"3.45e-01","0.8 to 1.9"
"age.cat>=65",1.6,"1.05e-02","1.1 to 2.2"
"TMB.cathigh",0.6,"1.62e-03","0.4 to 0.8"
"PDL1.catmed",0.7,"3.54e-02","0.4 to 1"
"PDL1.cathigh",1.2,"4.55e-01","0.8 to 1.9"
