"var","hr","pval","hr_ci95"
"msiMSS",1.3,"4.68e-01","0.6 to 2.9"
"msiX",1,"9.76e-01","0.5 to 2.1"
"cyt.catmed",0.8,"2.97e-01","0.5 to 1.3"
"cyt.cathigh",0.8,"5.24e-01","0.5 to 1.5"
"cyt.bool1",0.9,"6.17e-01","0.5 to 1.5"
"gendermale",1,"9.79e-01","0.7 to 1.5"
"raceblack or african american",0.7,"7.28e-01","0.1 to 5.9"
"racenative hawaiian or other pacific islander",NA," NA","NA to NA"
"racewhite",1.1,"5.95e-01","0.7 to 1.9"
"tnm_stageII",1.2,"6.35e-01","0.5 to 2.7"
"tnm_stageIII",2.3,"3.54e-02","1.1 to 4.9"
"tnm_stageIV",3.3,"1.09e-02","1.3 to 8.3"
"TMB.cathigh",0.8,"2.63e-01","0.5 to 1.2"
"PDL1.catmed",0.9,"6.28e-01","0.5 to 1.5"
"PDL1.cathigh",1,"9.18e-01","0.6 to 1.8"
"age.cat>=65",1.2,"4.08e-01","0.8 to 1.8"
"nmdptc_mut.bool1",1,"9.71e-01","0.4 to 2.4"
"nmdfs_mut.bool1",0.9,"6.68e-01","0.5 to 1.5"
"nmdns_mut.bool1",0.8,"3.65e-01","0.5 to 1.3"
"silent",1,"6.11e-02","1 to 1"
"missense",1,"6.27e-02","1 to 1"
"nonstop",0.9,"3.83e-01","0.6 to 1.2"
"nonsense",1,"1.53e-01","1 to 1"
"frameshift",1,"7.93e-02","1 to 1"
"total",1,"5.47e-02","1 to 1"
"GZMA",1,"7.90e-01","1 to 1"
"PRF1",1,"2.68e-01","1 to 1"
"cyt",1,"6.40e-01","1 to 1"
"nmdptc_max",1,"2.12e-01","0.9 to 1"
"nmdptc_n_decayed",1,"3.04e-01","1 to 1"
"nmdptc_frac_decayed",0.8,"5.27e-01","0.4 to 1.6"
"nmdptc_med",0.9,"3.24e-01","0.7 to 1.1"
"nmdptc_med.wt",0.9,"3.76e-01","0.7 to 1.1"
"nmdptc_mean",0.9,"2.83e-01","0.7 to 1.1"
"nmdptc_mean.wt",0.9,"3.96e-01","0.7 to 1.2"
"nmdfs_max",1,"7.70e-01","0.9 to 1"
"nmdfs_n_decayed",1,"8.30e-01","1 to 1"
