"var","hr","pval","hr_ci95"
"nmdfs_frac_decayed",1.1,"8.46e-01","0.6 to 1.9"
"nmdfs_med",1.1,"4.79e-01","0.9 to 1.2"
"nmdfs_med.wt",1,"5.66e-01","0.9 to 1.2"
"nmdfs_mean",1,"6.35e-01","0.9 to 1.2"
"nmdfs_mean.wt",1,"5.87e-01","0.9 to 1.2"
"nmdns_max",1,"5.69e-01","0.9 to 1.1"
"nmdns_n_decayed",1,"6.06e-01","1 to 1"
"nmdns_frac_decayed",0.9,"7.56e-01","0.5 to 1.7"
"nmdns_med",1,"8.08e-01","0.9 to 1.1"
"nmdns_med.wt",1,"9.97e-01","0.9 to 1.1"
"nmdns_mean",1,"6.78e-01","0.9 to 1.1"
"nmdns_mean.wt",1,"9.90e-01","0.9 to 1.1"
"TNFRSF4_cna",0.9,"4.13e-01","0.6 to 1.2"
"CNKSR1_cna",0.9,"5.97e-01","0.6 to 1.3"
"CNKSR1_mut",0,"9.95e-01","0 to Inf"
"FUBP1_cna",0.9,"7.12e-01","0.6 to 1.4"
"FUBP1_mut",0,"9.95e-01","0 to Inf"
"IL10_cna",1.2,"2.96e-01","0.9 to 1.7"
"IL10_mut",1,"NaN","1 to 1"
"IRF6_cna",1.3,"1.28e-01","0.9 to 1.9"
"IRF6_mut",0.8,"6.33e-01","0.3 to 2.2"
"DNMT3A_cna",0.9,"8.09e-01","0.6 to 1.5"
"DNMT3A_mut",0,"9.94e-01","0 to Inf"
"SOS1_cna",0.8,"4.72e-01","0.5 to 1.4"
"SOS1_mut",0,"9.96e-01","0 to Inf"
"CASP8_cna",0.7,"1.03e-01","0.5 to 1.1"
"CASP8_mut",1.2,"4.91e-01","0.7 to 2.2"
"CTLA4_cna",0.8,"2.62e-01","0.5 to 1.2"
"DNER_cna",0.8,"2.50e-01","0.5 to 1.2"
"DNER_mut",0,"9.95e-01","0 to Inf"
"PDCD1_cna",1.1,"5.62e-01","0.8 to 1.6"
"PDCD1_mut",0,"9.95e-01","0 to Inf"
"SLC22A14_cna",0.9,"5.33e-01","0.6 to 1.3"
"PIK3CA_cna",1,"7.50e-01","0.8 to 1.4"
"PIK3CA_mut",0.6,"5.47e-01","0.1 to 2.9"
"CXCL9_cna",1,"8.00e-01","0.7 to 1.4"
"CXCL10_cna",1,"8.00e-01","0.7 to 1.4"
"CXCL11_cna",1,"8.00e-01","0.7 to 1.4"
"TET2_cna",1,"9.73e-01","0.7 to 1.5"
"TET2_mut",0.8,"6.66e-01","0.3 to 2"
"IL2_cna",0.9,"6.83e-01","0.6 to 1.4"
"IRF1_cna",1.2,"2.22e-01","0.9 to 1.7"
"IRF1_mut",0,"9.94e-01","0 to Inf"
"HAVCR2_cna",1,"8.17e-01","0.7 to 1.5"
"TAP1_cna",1.3,"1.26e-01","0.9 to 1.8"
"TAP1_mut",0.9,"8.16e-01","0.5 to 1.7"
"IFNGR1_cna",0.8,"3.64e-01","0.6 to 1.2"
"IFNGR1_mut",2.3,"9.87e-02","0.9 to 6.2"
"MUC17_cna",1.2,"3.49e-01","0.9 to 1.6"
"MUC17_mut",0,"9.94e-01","0 to Inf"
"MET_cna",1,"8.59e-01","0.8 to 1.4"
"MET_mut",0,"9.94e-01","0 to Inf"
"IDO1_cna",1.1,"3.78e-01","0.9 to 1.5"
"JAK2_cna",1,"6.87e-01","0.7 to 1.2"
"JAK2_mut",1.5,"1.07e-01","0.9 to 2.3"
"CD274_cna",0.9,"5.75e-01","0.7 to 1.2"
"COL5A1_cna",0.8,"1.08e-01","0.6 to 1.1"
"COL5A1_mut",1.9,"3.66e-02","1 to 3.3"
"ARID5B_cna",1,"7.55e-01","0.7 to 1.3"
"ARID5B_mut",0,"9.94e-01","0 to Inf"
"OVOL1_cna",0.9,"7.22e-01","0.6 to 1.4"
"LAG3_cna",0.7,"6.06e-02","0.5 to 1"
"ARID2_cna",0.9,"4.28e-01","0.6 to 1.2"
"ARID2_mut",1,"9.83e-01","0.6 to 1.7"
"IFNG_cna",0.9,"5.04e-01","0.6 to 1.3"
"TCP11L2_cna",1.1,"5.76e-01","0.8 to 1.6"
"B2M_cna",1,"8.06e-01","0.7 to 1.5"
"B2M_mut",0.9,"6.65e-01","0.7 to 1.3"
"TP53_cna",1.2,"3.19e-01","0.8 to 1.7"
"TP53_mut",0.8,"9.70e-02","0.6 to 1"
"TMEM88_cna",1.2,"3.46e-01","0.8 to 1.7"
"MYOCD_cna",1.1,"4.64e-01","0.8 to 1.6"
"MYOCD_mut",1.4,"2.36e-01","0.8 to 2.5"
"NCOR1_cna",1.2,"2.99e-01","0.9 to 1.6"
"NCOR1_mut",0.7,"6.31e-01","0.2 to 3"
"NF1_cna",1,"9.69e-01","0.7 to 1.5"
"NF1_mut",1.1,"8.14e-01","0.7 to 1.6"
"ALPK2_cna",1.1,"4.70e-01","0.8 to 1.5"
"ALPK2_mut",0,"9.95e-01","0 to Inf"
"LPAR2_cna",0.9,"5.32e-01","0.6 to 1.3"
"TGFB1_cna",1.1,"6.39e-01","0.8 to 1.5"
"TGFB1_mut",0,"9.94e-01","0 to Inf"
"CIC_cna",1,"7.71e-01","0.8 to 1.5"
"CIC_mut",0.9,"5.18e-01","0.6 to 1.3"
"CSNK2A1_cna",1.4,"4.42e-02","1 to 2"
"CSNK2A1_mut",0,"9.97e-01","0 to Inf"
"ASXL1_cna",1.2,"3.08e-01","0.8 to 1.8"
"ASXL1_mut",0,"9.95e-01","0 to Inf"
"IFNGR2_cna",1.1,"4.09e-01","0.8 to 1.6"
"EP300_cna",0.9,"6.51e-01","0.7 to 1.3"
"EP300_mut",1.1,"9.35e-01","0.2 to 7.3"
"DDX3X_cna",0.8,"2.68e-01","0.6 to 1.2"
"DDX3X_mut",0,"9.95e-01","0 to Inf"
"SSX5_cna",0.8,"3.02e-01","0.6 to 1.2"
"FOXP3_cna",0.8,"2.93e-01","0.6 to 1.2"
"SMC1A_cna",0.9,"4.88e-01","0.6 to 1.3"
"MORC4_cna",1,"8.74e-01","0.7 to 1.5"
"MORC4_mut",0,"9.94e-01","0 to Inf"
"CUL4B_cna",1.2,"4.10e-01","0.8 to 1.7"
"CUL4B_mut",1.7,"3.14e-01","0.6 to 4.5"
"TMB",1,"5.52e-02","1 to 1"
"PDL1",1,"6.28e-01","1 to 1"
"silent.catmed",1.3,"2.45e-01","0.8 to 2.1"
"silent.cathigh",0.7,"2.87e-01","0.4 to 1.3"
"missense.catmed",1,"8.53e-01","0.6 to 1.5"
"missense.cathigh",0.6,"5.59e-02","0.3 to 1"
"nonsense.catmed",0.9,"7.39e-01","0.6 to 1.5"
"nonsense.cathigh",0.6,"9.54e-02","0.3 to 1.1"
"frameshift.catmed",0.8,"4.28e-01","0.5 to 1.3"
"frameshift.cathigh",0.5,"2.36e-02","0.3 to 0.9"
"total.catmed",1,"9.40e-01","0.6 to 1.6"
"total.cathigh",0.6,"1.07e-01","0.3 to 1.1"
"GZMA.catmed",0.8,"3.84e-01","0.5 to 1.3"
"GZMA.cathigh",0.9,"6.45e-01","0.5 to 1.5"
"PRF1.catmed",0.8,"3.04e-01","0.5 to 1.3"
"PRF1.cathigh",0.7,"2.04e-01","0.4 to 1.2"
"nmdptc_max.catmed",0.9,"5.50e-01","0.5 to 1.4"
"nmdptc_max.cathigh",0.7,"2.75e-01","0.4 to 1.3"
"nmdptc_n_decayed.catmed",1.1,"7.68e-01","0.7 to 1.7"
"nmdptc_n_decayed.cathigh",0.7,"1.65e-01","0.4 to 1.2"
"nmdptc_frac_decayed.catmed",0.8,"2.72e-01","0.5 to 1.2"
"nmdptc_frac_decayed.cathigh",0.9,"7.52e-01","0.5 to 1.6"
"nmdptc_med.catmed",0.7,"1.68e-01","0.4 to 1.2"
"nmdptc_med.cathigh",0.7,"1.95e-01","0.4 to 1.2"
"nmdptc_med.wt.catmed",0.7,"1.58e-01","0.4 to 1.1"
"nmdptc_med.wt.cathigh",0.9,"8.24e-01","0.5 to 1.6"
"nmdptc_mean.catmed",0.9,"5.10e-01","0.5 to 1.4"
"nmdptc_mean.cathigh",0.8,"3.66e-01","0.4 to 1.4"
"nmdptc_mean.wt.catmed",0.7,"2.07e-01","0.5 to 1.2"
"nmdptc_mean.wt.cathigh",0.9,"6.48e-01","0.5 to 1.5"
"nmdfs_max.catmed",1,"8.69e-01","0.6 to 1.6"
"nmdfs_max.cathigh",1,"8.76e-01","0.5 to 1.7"
"nmdfs_n_decayed.catmed",1,"8.96e-01","0.6 to 1.6"
"nmdfs_n_decayed.cathigh",0.9,"6.05e-01","0.5 to 1.5"
"nmdfs_frac_decayed.catmed",0.8,"3.70e-01","0.5 to 1.3"
"nmdfs_frac_decayed.cathigh",1.2,"5.54e-01","0.7 to 2"
"nmdfs_med.catmed",0.9,"5.65e-01","0.5 to 1.4"
"nmdfs_med.cathigh",1.1,"7.23e-01","0.6 to 1.9"
"nmdfs_med.wt.catmed",0.7,"1.25e-01","0.4 to 1.1"
"nmdfs_med.wt.cathigh",1,"9.33e-01","0.6 to 1.7"
"nmdfs_mean.catmed",0.9,"6.60e-01","0.5 to 1.5"
"nmdfs_mean.cathigh",1,"9.66e-01","0.6 to 1.8"
"nmdfs_mean.wt.catmed",0.9,"6.88e-01","0.5 to 1.5"
"nmdfs_mean.wt.cathigh",1.1,"7.04e-01","0.6 to 1.9"
"nmdns_max.catmed",0.8,"3.22e-01","0.5 to 1.3"
"nmdns_max.cathigh",0.9,"6.77e-01","0.5 to 1.6"
"nmdns_n_decayed.catmed",0.9,"5.90e-01","0.5 to 1.4"
"nmdns_n_decayed.cathigh",0.9,"6.62e-01","0.5 to 1.5"
"nmdns_frac_decayed.catmed",0.7,"2.72e-01","0.4 to 1.3"
"nmdns_frac_decayed.cathigh",0.9,"8.11e-01","0.6 to 1.6"
"nmdns_med.catmed",0.9,"6.95e-01","0.6 to 1.5"
"nmdns_med.cathigh",0.9,"7.16e-01","0.5 to 1.6"
"nmdns_med.wt.catmed",0.7,"1.33e-01","0.4 to 1.1"
"nmdns_med.wt.cathigh",0.8,"4.42e-01","0.5 to 1.4"
"nmdns_mean.catmed",0.8,"2.70e-01","0.5 to 1.2"
"nmdns_mean.cathigh",0.8,"4.25e-01","0.5 to 1.4"
"nmdns_mean.wt.catmed",0.7,"1.66e-01","0.4 to 1.2"
"nmdns_mean.wt.cathigh",0.8,"4.59e-01","0.5 to 1.4"
