# Using amp_thresh=0.10, del_thresh=0.10
Sample	Low	High
TCGA-2A-A8VL-01A-21D-A376-01	-0.100000	0.100000
TCGA-2A-A8VO-01A-11D-A376-01	-0.100000	0.100000
TCGA-2A-A8VT-01A-11D-A376-01	-1.163000	0.360000
TCGA-2A-A8VV-01A-11D-A376-01	-0.171000	0.244000
TCGA-2A-A8VX-01A-11D-A376-01	-0.156000	0.990000
TCGA-2A-A8W1-01A-11D-A376-01	-0.153000	1.018000
TCGA-2A-A8W3-01A-11D-A376-01	-0.490000	0.482000
TCGA-2A-AAYF-01A-11D-A41J-01	-0.100000	0.100000
TCGA-2A-AAYO-01A-11D-A41J-01	-0.838000	0.100000
TCGA-2A-AAYU-01A-11D-A41J-01	-0.945000	0.100000
TCGA-4L-AA1F-01A-11D-A41J-01	-0.523000	0.619000
TCGA-CH-5737-01A-11D-1574-01	-0.847000	0.100000
TCGA-CH-5738-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5739-01A-11D-1574-01	-0.765000	0.100000
TCGA-CH-5740-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5741-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5743-01A-21D-1574-01	-0.100000	0.100000
TCGA-CH-5744-01A-11D-1574-01	-0.654000	0.100000
TCGA-CH-5746-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5748-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5750-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5751-01A-11D-1574-01	-0.534000	1.621000
TCGA-CH-5752-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5753-01A-11D-1574-01	-0.837000	0.100000
TCGA-CH-5754-01A-11D-1574-01	-0.754000	0.863000
TCGA-CH-5761-01A-11D-1574-01	-0.750000	1.799000
TCGA-CH-5762-01A-11D-1574-01	-0.100000	0.542000
TCGA-CH-5763-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5764-01A-21D-1574-01	-0.671000	0.100000
TCGA-CH-5765-01A-11D-1574-01	-0.837000	0.100000
TCGA-CH-5766-01A-11D-1574-01	-0.893000	0.268000
TCGA-CH-5767-01A-11D-1785-01	-0.879000	0.100000
TCGA-CH-5768-01A-11D-1574-01	-0.100000	0.281000
TCGA-CH-5769-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5771-01A-21D-1574-01	-0.282000	0.227000
TCGA-CH-5772-01A-11D-1574-01	-0.723000	0.261000
TCGA-CH-5788-01A-11D-1574-01	-0.888000	0.907000
TCGA-CH-5789-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5790-01A-11D-1574-01	-0.916000	0.100000
TCGA-CH-5791-01A-11D-1574-01	-0.804000	0.370000
TCGA-CH-5792-01A-11D-1574-01	-0.100000	0.100000
TCGA-CH-5794-01A-11D-1574-01	-0.100000	0.100000
TCGA-EJ-5494-01A-01D-1574-01	-0.100000	0.233000
TCGA-EJ-5495-01A-01D-1574-01	-0.484000	0.819000
TCGA-EJ-5496-01A-01D-1574-01	-0.100000	0.457000
TCGA-EJ-5497-01A-02D-1574-01	-0.100000	0.100000
TCGA-EJ-5498-01A-01D-1574-01	-0.303000	0.100000
TCGA-EJ-5499-01A-01D-1574-01	-0.552000	0.100000
TCGA-EJ-5501-01A-01D-1574-01	-0.469000	0.100000
TCGA-EJ-5502-01A-01D-1574-01	-0.100000	0.100000
TCGA-EJ-5503-01A-01D-1574-01	-0.100000	0.100000
TCGA-EJ-5504-01A-01D-1574-01	-0.443000	0.244000
TCGA-EJ-5505-01A-01D-1574-01	-0.100000	0.100000
TCGA-EJ-5506-01A-01D-1574-01	-0.100000	0.100000
TCGA-EJ-5507-01A-01D-1574-01	-0.784000	0.100000
TCGA-EJ-5508-01A-02D-1574-01	-0.100000	0.100000
