# Using amp_thresh=0.10, del_thresh=0.10
Sample	Low	High
TCGA-3C-AAAU-01A-11D-A41E-01	-1.188000	0.916000
TCGA-3C-AALI-01A-11D-A41E-01	-1.027000	0.930000
TCGA-3C-AALJ-01A-31D-A41E-01	-0.802000	0.521000
TCGA-3C-AALK-01A-11D-A41E-01	-0.742000	0.687000
TCGA-4H-AAAK-01A-12D-A41E-01	-0.763000	1.227000
TCGA-5L-AAT0-01A-12D-A41E-01	-0.651000	0.640000
TCGA-5L-AAT1-01A-12D-A41E-01	-0.514000	0.499000
TCGA-5T-A9QA-01A-11D-A41E-01	-1.268000	2.554000
TCGA-A1-A0SB-01A-11D-A141-01	-0.100000	0.100000
TCGA-A1-A0SD-01A-11D-A111-01	-0.643000	0.652000
TCGA-A1-A0SE-01A-11D-A087-01	-0.597000	0.972000
TCGA-A1-A0SF-01A-11D-A141-01	-0.471000	0.786000
TCGA-A1-A0SG-01A-11D-A141-01	-0.332000	1.337000
TCGA-A1-A0SH-01A-11D-A087-01	-0.558000	0.576000
TCGA-A1-A0SI-01A-11D-A141-01	-0.568000	0.925000
TCGA-A1-A0SJ-01A-11D-A087-01	-0.612000	1.129000
TCGA-A1-A0SK-01A-12D-A087-01	-0.904000	1.758000
TCGA-A1-A0SM-01A-11D-A087-01	-0.673000	0.658000
TCGA-A1-A0SN-01A-11D-A141-01	-0.492000	0.783000
TCGA-A1-A0SO-01A-22D-A087-01	-0.853000	1.484000
TCGA-A1-A0SP-01A-11D-A087-01	-0.562000	2.624000
TCGA-A1-A0SQ-01A-21D-A141-01	-0.807000	0.754000
TCGA-A2-A04N-01A-11D-A111-01	-0.445000	2.267000
TCGA-A2-A04P-01A-31D-A036-01	-1.020000	0.464000
TCGA-A2-A04Q-01A-21D-A036-01	-0.280000	0.581000
TCGA-A2-A04R-01A-41D-A107-01	-0.970000	0.918000
TCGA-A2-A04T-01A-21D-A036-01	-0.574000	0.723000
TCGA-A2-A04U-01A-11D-A111-01	-0.854000	0.777000
TCGA-A2-A04V-01A-21D-A036-01	-0.913000	0.160000
TCGA-A2-A04W-01A-31D-A111-01	-0.569000	0.364000
TCGA-A2-A04X-01A-21D-A036-01	-0.650000	0.645000
TCGA-A2-A04Y-01A-21D-A036-01	-0.642000	0.576000
