"","low","low.pval","high","high.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
"nmdptc_n_decayed",2.65702073707746,0.0980392156862745,13.2640862902185,0.0196078431372549,11.2243527434233,0.0196078431372549,4.49321494223096,0.0196078431372549
"nmdptc_mean.wt",7.58311140816545,0.0196078431372549,6.88568159518851,0.0392156862745098,10.3749554020933,0.0196078431372549,3.93950204364071,0.0196078431372549
"nmdns_mean.wt",5.33634761518543,0.0588235294117647,3.73831818919309,0.0980392156862745,6.32311636524768,0.0588235294117647,2.42928132713102,0.0392156862745098
"nmdns_frac_decayed",3.23565242196108,0.0784313725490196,3.56467855857144,0.0980392156862745,4.82898817763555,0.0784313725490196,1.25925683939446,0.372549019607843
"nmdptc_frac_decayed",0.754900753624858,0.333333333333333,5.7492029899728,0.0196078431372549,4.56375756696623,0.0784313725490196,0.928586253109596,0.96078431372549
"nmdns_mean",3.17448006372143,0.0980392156862745,2.45001037789522,0.137254901960784,3.89633784857496,0.0588235294117647,1.80771893776416,0.333333333333333
"nmdptc_med.wt",0.607902990042837,0.333333333333333,4.80134659104236,0.0196078431372549,3.86292531476082,0.0980392156862745,2.17001741764583,0.117647058823529
"nmdns_med",2.67819409115675,0.156862745098039,2.80919136818908,0.117647058823529,3.82653634387061,0.156862745098039,1.57198710573221,0.490196078431373
"nmdns_med.wt",1.62110795661911,0.196078431372549,3.44774732388424,0.0784313725490196,3.41126890943134,0.117647058823529,1.61859945371818,0.254901960784314
"nmdns_max",4.22142016689052,0.0588235294117647,-1.25705270982061,0.549019607843137,2.49404048669397,0.117647058823529,1.34571529256668,0.92156862745098
"nmdfs_n_decayed",4.13320664432909,0.0588235294117647,-0.0943585047413376,0.411764705882353,2.45396575627447,0.137254901960784,0.869197454993686,0.294117647058824
"nmdns_mut.bool",1.05242927513003,0.215686274509804,-1.4037156626247,0.862745098039216,0.562348230391455,0.294117647058824,0.0188444444444444,0.941176470588235
"nmdfs_frac_decayed",-0.822719328690441,0.549019607843137,0.722712635622492,0.294117647058824,0.138743570420164,0.274509803921569,0.516361484619945,0.784313725490196
"nmdptc_mut.bool",0,1,0,1,0,1,0.0837020241972496,0.0784313725490196
"nmdptc_mean",-1.08878070323974,0.509803921568627,0.843807784886585,0.274509803921569,-0.249149552210191,0.313725490196078,1.57095975962607,0.764705882352941
"nmdptc_med",-4.23758867443913,0.92156862745098,3.60712255709395,0.0980392156862745,-0.335368129712074,0.411764705882353,1.30496280244665,0.92156862745098
"nmdptc_max",-3.54839126377178,0.823529411764706,3.67320160058427,0.117647058823529,-0.442188180946102,0.490196078431373,1.59495441077692,0.901960784313726
"nmdns_n_decayed",-1.84778942555531,0.666666666666667,-0.0910115042419405,0.549019607843137,-1.16547894343499,0.627450980392157,0.849531525827755,0.901960784313726
"nmdfs_mut.bool",-0.688813416671082,0.627450980392157,-0.995027048436372,0.588235294117647,-1.34413428292993,0.647058823529412,0.0728124410316637,0.607843137254902
"nmdfs_med",-0.991385533153507,0.529411764705882,-1.99764931015968,0.862745098039216,-2.1381996678069,0.686274509803922,0.811090714579426,0.980392156862745
"nmdfs_mean.wt",-3.48312243453909,0.901960784313726,0.598420200105555,0.294117647058824,-2.28343576754346,0.686274509803922,0.758621283242057,1
"nmdfs_med.wt",-2.51844631065805,0.705882352941177,-1.44232305400599,0.705882352941177,-2.7426194493269,0.784313725490196,0.861247043668433,0.980392156862745
"nmdfs_mean",-2.03966677123677,0.647058823529412,-2.15820771597147,0.803921568627451,-3.09408857382464,0.784313725490196,0.614925736379618,1
"nmdfs_max",-4.14904833831287,0.92156862745098,-0.337682415752004,0.529411764705882,-3.44392856067721,0.745098039215686,1.02057592789897,0.980392156862745
