"var","hr","pval","hr_ci95"
"age.cat>=65",2.3,"3.33e-06","1.6 to 3.2"
"gendermale",1,"8.11e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.66e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.43e-05","1.6 to 4.1"
"ARID2_mut",1.3,"5.03e-01","0.6 to 2.6"
"age.cat>=65",2.4,"7.82e-07","1.7 to 3.3"
"gendermale",1,"8.73e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.97e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.82e-05","1.6 to 4"
"IFNG_cna",1.1,"3.91e-01","0.8 to 1.6"
"age.cat>=65",2.3,"1.61e-06","1.6 to 3.3"
"gendermale",1,"8.07e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.70e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.92e-05","1.6 to 4"
"TCP11L2_cna",1.3,"7.27e-02","1 to 1.8"
"age.cat>=65",2.2,"4.26e-06","1.6 to 3.2"
"gendermale",1.1,"7.19e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.6"
"PDL1.catmed",1.4,"1.28e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.35e-05","1.6 to 4.1"
"B2M_cna",0.6,"5.94e-03","0.5 to 0.9"
"age.cat>=65",2.6,"9.49e-08","1.8 to 3.6"
"gendermale",1,"9.17e-01","0.7 to 1.3"
"TMB.cathigh",4.9,"3.33e-16","3.4 to 7.2"
"PDL1.catmed",1.3,"1.88e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.11e-05","1.6 to 4.1"
"B2M_mut",1.7,"2.75e-01","0.6 to 4.8"
"age.cat>=65",2.3,"1.27e-06","1.7 to 3.3"
"gendermale",1,"8.64e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.81e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.71e-05","1.6 to 4"
"TP53_cna",0.9,"5.26e-01","0.6 to 1.3"
"age.cat>=65",2.4,"7.30e-07","1.7 to 3.3"
"gendermale",1,"8.33e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.75e-01","0.9 to 2"
"PDL1.cathigh",2.5,"9.63e-05","1.6 to 3.9"
"TP53_mut",0.9,"4.77e-01","0.7 to 1.2"
"age.cat>=65",2.3,"1.36e-06","1.7 to 3.3"
"gendermale",1,"7.67e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.5"
"PDL1.catmed",1.3,"1.71e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.10e-05","1.6 to 4"
"TMEM88_cna",1,"8.10e-01","0.7 to 1.4"
"age.cat>=65",2.4,"8.73e-07","1.7 to 3.3"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.80e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.66e-05","1.6 to 4"
"MYOCD_cna",1.1,"6.79e-01","0.7 to 1.6"
"age.cat>=65",2.3,"1.12e-06","1.7 to 3.3"
"gendermale",1,"8.38e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.93e-01","0.9 to 2"
"PDL1.cathigh",2.6,"5.39e-05","1.6 to 4.1"
"NCOR1_cna",1,"9.31e-01","0.7 to 1.5"
"age.cat>=65",2.4,"9.99e-07","1.7 to 3.3"
"gendermale",1,"8.40e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.86e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.24e-05","1.6 to 4"
"NF1_cna",1,"8.91e-01","0.7 to 1.4"
"age.cat>=65",2.4,"9.45e-07","1.7 to 3.3"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.89e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.73e-05","1.6 to 4"
"NF1_mut",1.2,"1.57e-02","1 to 1.5"
"age.cat>=65",2.4,"5.78e-07","1.7 to 3.4"
"gendermale",1,"9.82e-01","0.7 to 1.3"
"TMB.cathigh",5.1,"0.00e+00","3.5 to 7.5"
"PDL1.catmed",1.3,"1.98e-01","0.9 to 2"
"PDL1.cathigh",2.3,"3.85e-04","1.5 to 3.7"
"ALPK2_cna",1.5,"3.97e-03","1.1 to 2"
"age.cat>=65",2.5,"3.69e-07","1.7 to 3.5"
"gendermale",1,"9.85e-01","0.7 to 1.3"
"TMB.cathigh",4.9,"2.22e-16","3.4 to 7.2"
"PDL1.catmed",1.3,"2.08e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.03e-04","1.6 to 3.9"
"ALPK2_mut",0.9,"7.95e-01","0.3 to 2.4"
"age.cat>=65",2.4,"8.47e-07","1.7 to 3.3"
"gendermale",1,"8.31e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.6,"5.52e-05","1.6 to 4"
"LPAR2_cna",0.9,"4.51e-01","0.7 to 1.2"
"age.cat>=65",2.4,"7.23e-07","1.7 to 3.4"
"gendermale",1,"8.96e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.4"
"PDL1.catmed",1.3,"1.89e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.73e-05","1.6 to 4"
"TGFB1_cna",1.2,"9.53e-02","1 to 1.5"
"age.cat>=65",2.2,"6.18e-06","1.6 to 3.2"
"gendermale",1,"8.30e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"4.11e-15","3.2 to 7"
"PDL1.catmed",1.3,"2.50e-01","0.8 to 2"
"PDL1.cathigh",2.4,"1.55e-04","1.5 to 3.8"
"CIC_cna",1.2,"1.66e-01","0.9 to 1.5"
"age.cat>=65",2.3,"3.20e-06","1.6 to 3.2"
"gendermale",1,"8.66e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"7.66e-15","3.2 to 7"
"PDL1.catmed",1.3,"2.35e-01","0.8 to 2"
"PDL1.cathigh",2.4,"1.82e-04","1.5 to 3.8"
"CIC_mut",0.8,"3.21e-01","0.6 to 1.2"
"age.cat>=65",2.4,"8.60e-07","1.7 to 3.3"
"gendermale",1,"9.48e-01","0.7 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"2.84e-01","0.8 to 1.9"
"PDL1.cathigh",2.4,"2.81e-04","1.5 to 3.8"
"CSNK2A1_cna",1.4,"3.30e-02","1 to 1.9"
"age.cat>=65",2.2,"8.38e-06","1.6 to 3.1"
"gendermale",1,"8.70e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"3.33e-15","3.2 to 7"
"PDL1.catmed",1.3,"2.17e-01","0.9 to 2"
"PDL1.cathigh",2.4,"1.55e-04","1.5 to 3.8"
"ASXL1_cna",1.5,"1.88e-02","1.1 to 2.1"
"age.cat>=65",2.2,"6.96e-06","1.6 to 3.1"
"gendermale",1,"9.03e-01","0.8 to 1.4"
"TMB.cathigh",4.7,"5.77e-15","3.2 to 6.9"
"PDL1.catmed",1.3,"2.31e-01","0.8 to 2"
"PDL1.cathigh",2.4,"1.96e-04","1.5 to 3.8"
"IFNGR2_cna",1.2,"3.54e-01","0.8 to 1.7"
"age.cat>=65",2.3,"1.88e-06","1.6 to 3.3"
"gendermale",1,"8.61e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.91e-01","0.9 to 2"
"PDL1.cathigh",2.5,"6.63e-05","1.6 to 4"
"EP300_cna",0.9,"2.32e-01","0.7 to 1.1"
"age.cat>=65",2.4,"8.89e-07","1.7 to 3.3"
"gendermale",1,"9.06e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.94e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.10e-05","1.6 to 3.9"
"DDX3X_cna",0.9,"5.17e-01","0.7 to 1.2"
"age.cat>=65",2.4,"7.38e-07","1.7 to 3.4"
"gendermale",1,"8.31e-01","0.8 to 1.4"
"TMB.cathigh",5,"2.22e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.80e-01","0.9 to 2"
"PDL1.cathigh",2.6,"5.39e-05","1.6 to 4"
"SSX5_cna",0.9,"5.97e-01","0.7 to 1.2"
"age.cat>=65",2.4,"8.83e-07","1.7 to 3.3"
"gendermale",1,"8.51e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.77e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.90e-05","1.6 to 4"
"FOXP3_cna",0.9,"4.71e-01","0.7 to 1.2"
"age.cat>=65",2.4,"9.07e-07","1.7 to 3.3"
"gendermale",1,"8.76e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.94e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.61e-05","1.6 to 4"
"SMC1A_cna",0.9,"2.39e-01","0.7 to 1.1"
"age.cat>=65",2.4,"7.88e-07","1.7 to 3.3"
"gendermale",1,"8.65e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.5"
"PDL1.catmed",1.3,"2.05e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.16e-04","1.6 to 3.9"
"MORC4_cna",0.9,"2.46e-01","0.7 to 1.1"
"age.cat>=65",2.4,"8.50e-07","1.7 to 3.3"
"gendermale",1,"9.90e-01","0.7 to 1.4"
"TMB.cathigh",4.9,"3.33e-16","3.4 to 7.2"
"PDL1.catmed",1.4,"1.44e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"5.39e-05","1.6 to 4"
"CUL4B_cna",1,"9.53e-01","0.8 to 1.3"
"age.cat>=65",2.4,"9.05e-07","1.7 to 3.3"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"TMB.cathigh",5,"3.33e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.84e-01","0.9 to 2"
"PDL1.cathigh",2.5,"5.85e-05","1.6 to 4"
"TMB",1.1,"5.63e-01","0.9 to 1.3"
"age.cat>=65",2.3,"1.04e-06","1.7 to 3.3"
"gendermale",1,"8.38e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"7.18e-14","3.2 to 7.2"
"PDL1.catmed",1.3,"1.86e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.35e-05","1.6 to 4"
"PDL1",1,"1.34e-01","1 to 1"
"age.cat>=65",2.3,"1.25e-06","1.7 to 3.3"
"gendermale",1.1,"7.46e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"4.44e-16","3.3 to 7.2"
"PDL1.catmed",0.9,"7.38e-01","0.5 to 1.7"
"PDL1.cathigh",1.2,"6.89e-01","0.4 to 3.5"
"silent.catmed",1.8,"2.94e-02","1.1 to 3.1"
"silent.cathigh",2.2,"1.29e-02","1.2 to 4.1"
"age.cat>=65",2.2,"6.32e-06","1.6 to 3.2"
"gendermale",1.1,"6.81e-01","0.8 to 1.4"
"TMB.cathigh",3.7,"8.66e-09","2.4 to 5.7"
"PDL1.catmed",1.2,"3.07e-01","0.8 to 1.9"
"PDL1.cathigh",2.3,"4.46e-04","1.4 to 3.6"
"missense.catmed",2.9,"1.47e-03","1.5 to 5.7"
"missense.cathigh",4.1,"2.23e-04","1.9 to 8.7"
"age.cat>=65",2.2,"4.02e-06","1.6 to 3.2"
"gendermale",1.1,"7.04e-01","0.8 to 1.4"
"TMB.cathigh",2.9,"6.94e-06","1.8 to 4.5"
"PDL1.catmed",1.4,"1.02e-01","0.9 to 2.2"
"PDL1.cathigh",2.6,"7.78e-05","1.6 to 4.2"
"nonsense.catmed",1.3,"3.09e-01","0.8 to 2"
"nonsense.cathigh",1.6,"4.79e-02","1 to 2.7"
"age.cat>=65",2.4,"5.81e-07","1.7 to 3.5"
"gendermale",1,"9.91e-01","0.7 to 1.3"
"TMB.cathigh",4.2,"1.71e-11","2.8 to 6.3"
"PDL1.catmed",1.3,"2.86e-01","0.8 to 1.9"
"PDL1.cathigh",2.4,"2.04e-04","1.5 to 3.8"
"frameshift.catmed",0.8,"2.52e-01","0.5 to 1.2"
"frameshift.cathigh",1,"9.54e-01","0.7 to 1.4"
"age.cat>=65",2.3,"1.09e-06","1.7 to 3.3"
"gendermale",1,"7.90e-01","0.8 to 1.4"
"TMB.cathigh",5.3,"6.66e-16","3.5 to 7.9"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.6,"6.00e-05","1.6 to 4"
"total.catmed",2.4,"5.57e-03","1.3 to 4.6"
"total.cathigh",3.4,"7.29e-04","1.7 to 7.1"
"age.cat>=65",2.2,"4.82e-06","1.6 to 3.1"
"gendermale",1,"7.55e-01","0.8 to 1.4"
"TMB.cathigh",3,"2.36e-06","1.9 to 4.8"
"PDL1.catmed",1.4,"1.37e-01","0.9 to 2.1"
"PDL1.cathigh",2.5,"1.08e-04","1.6 to 4"
"GZMA.catmed",0.9,"7.15e-01","0.6 to 1.4"
"GZMA.cathigh",1.4,"1.91e-01","0.9 to 2.2"
"age.cat>=65",2.2,"6.57e-06","1.6 to 3.1"
"gendermale",1.1,"5.20e-01","0.8 to 1.5"
"TMB.cathigh",4.8,"1.33e-15","3.3 to 7.1"
"PDL1.catmed",1.3,"3.01e-01","0.8 to 1.9"
"PDL1.cathigh",2.4,"4.05e-04","1.5 to 3.8"
"PRF1.catmed",1.4,"1.26e-01","0.9 to 2.3"
"PRF1.cathigh",1.8,"2.88e-02","1.1 to 3.1"
"age.cat>=65",2.2,"4.49e-06","1.6 to 3.1"
"gendermale",1.1,"7.30e-01","0.8 to 1.4"
"TMB.cathigh",4.3,"1.49e-12","2.9 to 6.5"
"PDL1.catmed",1.3,"2.42e-01","0.8 to 2"
"PDL1.cathigh",2.3,"7.39e-04","1.4 to 3.6"
"nmdptc_max.catmed",1.2,"3.66e-01","0.8 to 1.7"
"nmdptc_max.cathigh",1.1,"7.49e-01","0.7 to 1.7"
"age.cat>=65",2.3,"1.19e-06","1.7 to 3.3"
"gendermale",1,"8.90e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.89e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.42e-05","1.6 to 4"
"nmdptc_n_decayed.catmed",1,"9.42e-01","0.7 to 1.5"
"nmdptc_n_decayed.cathigh",1.3,"1.52e-01","0.9 to 1.8"
"age.cat>=65",2.4,"5.86e-07","1.7 to 3.4"
"gendermale",1,"9.75e-01","0.7 to 1.4"
"TMB.cathigh",4.9,"3.33e-16","3.4 to 7.2"
"PDL1.catmed",1.4,"1.43e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"3.79e-05","1.7 to 4.1"
"nmdptc_frac_decayed.catmed",1.5,"3.10e-02","1 to 2.1"
"nmdptc_frac_decayed.cathigh",1.1,"5.33e-01","0.8 to 1.7"
"age.cat>=65",2.3,"1.12e-06","1.7 to 3.3"
"gendermale",1,"8.80e-01","0.8 to 1.4"
"TMB.cathigh",4.8,"2.78e-15","3.2 to 7.1"
"PDL1.catmed",1.4,"1.27e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.33e-05","1.6 to 4.1"
"nmdptc_med.catmed",1,"8.87e-01","0.7 to 1.4"
"nmdptc_med.cathigh",1.2,"3.90e-01","0.8 to 1.8"
"age.cat>=65",2.3,"1.14e-06","1.7 to 3.3"
"gendermale",1,"8.45e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.5"
"PDL1.catmed",1.4,"1.55e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"3.96e-05","1.7 to 4.1"
"nmdptc_med.wt.catmed",1,"9.13e-01","0.7 to 1.4"
"nmdptc_med.wt.cathigh",1.2,"4.95e-01","0.8 to 1.8"
"age.cat>=65",2.3,"1.43e-06","1.7 to 3.3"
"gendermale",1,"8.83e-01","0.8 to 1.4"
"TMB.cathigh",5.2,"2.22e-16","3.5 to 7.6"
"PDL1.catmed",1.4,"1.59e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"4.46e-05","1.6 to 4.1"
"nmdptc_mean.catmed",1,"8.80e-01","0.7 to 1.4"
"nmdptc_mean.cathigh",1,"9.23e-01","0.7 to 1.5"
"age.cat>=65",2.4,"8.71e-07","1.7 to 3.3"
"gendermale",1,"8.43e-01","0.8 to 1.4"
"TMB.cathigh",5,"1.11e-16","3.4 to 7.3"
"PDL1.catmed",1.3,"1.79e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"6.19e-05","1.6 to 4"
"nmdptc_mean.wt.catmed",0.8,"3.32e-01","0.6 to 1.2"
"nmdptc_mean.wt.cathigh",0.9,"5.75e-01","0.6 to 1.3"
"age.cat>=65",2.4,"8.68e-07","1.7 to 3.3"
"gendermale",1,"8.01e-01","0.8 to 1.4"
"TMB.cathigh",5,"3.33e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.95e-01","0.9 to 2"
"PDL1.cathigh",2.5,"7.63e-05","1.6 to 4"
"nmdfs_max.catmed",1.5,"2.21e-02","1.1 to 2.2"
"nmdfs_max.cathigh",1.5,"5.01e-02","1 to 2.4"
"age.cat>=65",2.3,"2.06e-06","1.6 to 3.2"
"gendermale",1,"9.22e-01","0.7 to 1.3"
"TMB.cathigh",5.5,"0.00e+00","3.7 to 8.2"
"PDL1.catmed",1.4,"1.30e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"2.68e-05","1.7 to 4.2"
"nmdfs_n_decayed.catmed",1.6,"1.12e-02","1.1 to 2.3"
"nmdfs_n_decayed.cathigh",1.3,"1.22e-01","0.9 to 1.9"
"age.cat>=65",2.4,"5.81e-07","1.7 to 3.4"
"gendermale",1,"9.24e-01","0.8 to 1.4"
"TMB.cathigh",5.4,"1.11e-16","3.6 to 8.1"
"PDL1.catmed",1.4,"1.35e-01","0.9 to 2.1"
"PDL1.cathigh",2.7,"2.16e-05","1.7 to 4.3"
"nmdfs_frac_decayed.catmed",1.4,"1.95e-01","0.8 to 2.3"
"nmdfs_frac_decayed.cathigh",1.2,"3.67e-01","0.8 to 1.6"
"age.cat>=65",2.4,"5.47e-07","1.7 to 3.4"
"gendermale",1,"9.42e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"1.11e-16","3.5 to 7.5"
"PDL1.catmed",1.4,"1.45e-01","0.9 to 2.1"
"PDL1.cathigh",2.6,"3.64e-05","1.7 to 4.1"
"nmdfs_med.catmed",1.1,"6.85e-01","0.8 to 1.5"
"nmdfs_med.cathigh",1.2,"3.11e-01","0.8 to 1.9"
"age.cat>=65",2.3,"1.24e-06","1.7 to 3.3"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"TMB.cathigh",5.3,"2.22e-16","3.6 to 7.9"
"PDL1.catmed",1.3,"1.82e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.56e-05","1.6 to 4.1"
"nmdfs_med.wt.catmed",1.1,"6.32e-01","0.8 to 1.6"
"nmdfs_med.wt.cathigh",1.2,"2.94e-01","0.8 to 1.9"
"age.cat>=65",2.3,"1.31e-06","1.7 to 3.3"
"gendermale",1,"8.52e-01","0.8 to 1.4"
"TMB.cathigh",5.3,"2.22e-16","3.6 to 7.9"
"PDL1.catmed",1.3,"1.81e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.57e-05","1.6 to 4.1"
"nmdfs_mean.catmed",1,"8.34e-01","0.7 to 1.5"
"nmdfs_mean.cathigh",1.2,"3.62e-01","0.8 to 1.8"
"age.cat>=65",2.3,"1.44e-06","1.7 to 3.3"
"gendermale",1,"8.21e-01","0.8 to 1.4"
"TMB.cathigh",5.3,"2.22e-16","3.5 to 7.9"
"PDL1.catmed",1.3,"1.86e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.67e-05","1.6 to 4.1"
"nmdfs_mean.wt.catmed",1.1,"7.21e-01","0.7 to 1.5"
"nmdfs_mean.wt.cathigh",1.2,"3.26e-01","0.8 to 1.9"
"age.cat>=65",2.3,"1.53e-06","1.6 to 3.3"
"gendermale",1,"8.34e-01","0.8 to 1.4"
"TMB.cathigh",5.3,"2.22e-16","3.6 to 7.9"
"PDL1.catmed",1.3,"1.84e-01","0.9 to 2"
"PDL1.cathigh",2.6,"4.78e-05","1.6 to 4.1"
"nmdns_max.catmed",0.9,"4.22e-01","0.6 to 1.2"
"nmdns_max.cathigh",0.9,"7.81e-01","0.6 to 1.4"
"age.cat>=65",2.4,"1.06e-06","1.7 to 3.4"
"gendermale",1,"8.58e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"3.33e-16","3.5 to 7.5"
"PDL1.catmed",1.3,"2.06e-01","0.9 to 2"
"PDL1.cathigh",2.5,"8.73e-05","1.6 to 4"
"nmdns_n_decayed.catmed",1.1,"7.29e-01","0.7 to 1.5"
"nmdns_n_decayed.cathigh",1.1,"7.68e-01","0.7 to 1.5"
"age.cat>=65",2.4,"1.08e-06","1.7 to 3.4"
"gendermale",1,"8.63e-01","0.8 to 1.4"
"TMB.cathigh",5,"5.55e-16","3.4 to 7.4"
"PDL1.catmed",1.3,"1.78e-01","0.9 to 2"
"PDL1.cathigh",2.6,"5.54e-05","1.6 to 4"
"nmdns_frac_decayed.catmed",1.1,"5.60e-01","0.7 to 1.8"
"nmdns_frac_decayed.cathigh",0.9,"6.76e-01","0.7 to 1.3"
"age.cat>=65",2.3,"1.40e-06","1.6 to 3.3"
"gendermale",1,"8.42e-01","0.8 to 1.4"
"TMB.cathigh",4.9,"1.33e-15","3.3 to 7.2"
"PDL1.catmed",1.3,"2.18e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.14e-04","1.6 to 4"
"nmdns_med.catmed",0.9,"3.97e-01","0.6 to 1.2"
"nmdns_med.cathigh",1,"8.96e-01","0.7 to 1.4"
"age.cat>=65",2.4,"8.08e-07","1.7 to 3.4"
"gendermale",1,"9.02e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"2.22e-16","3.5 to 7.6"
"PDL1.catmed",1.3,"1.90e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.18e-04","1.6 to 3.9"
"nmdns_med.wt.catmed",0.9,"4.26e-01","0.6 to 1.2"
"nmdns_med.wt.cathigh",1,"9.12e-01","0.7 to 1.4"
"age.cat>=65",2.4,"7.94e-07","1.7 to 3.4"
"gendermale",1,"8.92e-01","0.8 to 1.4"
"TMB.cathigh",5.1,"2.22e-16","3.5 to 7.5"
"PDL1.catmed",1.3,"1.89e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.08e-04","1.6 to 4"
"nmdns_mean.catmed",0.8,"2.01e-01","0.6 to 1.1"
"nmdns_mean.cathigh",0.9,"6.53e-01","0.6 to 1.4"
"age.cat>=65",2.4,"9.96e-07","1.7 to 3.4"
"gendermale",1,"8.69e-01","0.8 to 1.4"
"TMB.cathigh",5.2,"2.22e-16","3.5 to 7.6"
"PDL1.catmed",1.3,"1.83e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.37e-04","1.5 to 3.9"
"nmdns_mean.wt.catmed",0.8,"2.20e-01","0.6 to 1.1"
"nmdns_mean.wt.cathigh",0.9,"6.84e-01","0.6 to 1.4"
"age.cat>=65",2.4,"9.49e-07","1.7 to 3.4"
"gendermale",1,"9.12e-01","0.8 to 1.4"
"TMB.cathigh",5.2,"2.22e-16","3.5 to 7.6"
"PDL1.catmed",1.3,"1.89e-01","0.9 to 2"
"PDL1.cathigh",2.5,"1.22e-04","1.6 to 3.9"
