"var","hr","pval","hr_ci95"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.80e-01","0.8 to 1.4"
"nmdptc_mean.wt",1,"5.92e-01","0.9 to 1.1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.88e-01","0.8 to 1.4"
"nmdfs_max",1,"1.19e-02","1 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.01e-01","0.8 to 1.4"
"nmdfs_n_decayed",1,"9.48e-03","1 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.1"
"gendermale",1,"9.58e-01","0.7 to 1.4"
"nmdfs_frac_decayed",0.9,"4.68e-01","0.6 to 1.3"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.23e-01","0.8 to 1.4"
"nmdfs_med",0.9,"4.27e-02","0.9 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"nmdfs_med.wt",0.9,"3.28e-02","0.9 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.43e-01","0.8 to 1.4"
"nmdfs_mean",0.9,"4.07e-02","0.9 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.32e-01","0.8 to 1.4"
"nmdfs_mean.wt",0.9,"3.40e-02","0.9 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.41e-01","0.8 to 1.4"
"nmdns_max",1,"2.30e-02","1 to 1"
"age.cat>=65",4.1,"2.22e-16","2.9 to 5.8"
"gendermale",1,"8.84e-01","0.8 to 1.4"
"nmdns_n_decayed",1,"1.37e-02","1 to 1"
"age.cat>=65",4.1,"3.33e-16","2.9 to 5.7"
"gendermale",1,"8.76e-01","0.8 to 1.4"
"nmdns_frac_decayed",0.7,"2.58e-02","0.5 to 1"
"age.cat>=65",4.2,"0.00e+00","3 to 5.9"
"gendermale",1,"8.51e-01","0.8 to 1.4"
"nmdns_med",1,"3.72e-02","0.9 to 1"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.76e-01","0.8 to 1.4"
"nmdns_med.wt",1,"4.04e-02","0.9 to 1"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.64e-01","0.8 to 1.4"
"nmdns_mean",1,"3.74e-02","0.9 to 1"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.71e-01","0.8 to 1.4"
"nmdns_mean.wt",1,"4.17e-02","0.9 to 1"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.63e-01","0.8 to 1.4"
"TNFRSF4_cna",1.8,"5.66e-06","1.4 to 2.2"
"age.cat>=65",4,"1.22e-15","2.9 to 5.6"
"gendermale",1,"9.37e-01","0.8 to 1.4"
"CNKSR1_cna",2,"3.82e-07","1.5 to 2.6"
"age.cat>=65",4,"7.77e-16","2.9 to 5.7"
"gendermale",1,"9.99e-01","0.7 to 1.3"
"FUBP1_cna",2,"4.61e-07","1.5 to 2.6"
"age.cat>=65",4,"1.89e-15","2.8 to 5.6"
"gendermale",1,"8.73e-01","0.7 to 1.3"
"FUBP1_mut",0.5,"6.12e-02","0.3 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.11e-01","0.8 to 1.4"
"IL10_cna",1.2,"4.53e-01","0.8 to 1.7"
"age.cat>=65",4.4,"0.00e+00","3.1 to 6.2"
"gendermale",1,"8.95e-01","0.8 to 1.4"
"IRF6_cna",1.1,"4.89e-01","0.8 to 1.6"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.94e-01","0.8 to 1.4"
"DNMT3A_cna",1.1,"7.01e-01","0.7 to 1.8"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.71e-01","0.8 to 1.4"
"DNMT3A_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.57e-01","0.8 to 1.4"
"SOS1_cna",1.1,"7.43e-01","0.6 to 1.8"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.93e-01","0.8 to 1.4"
"CASP8_cna",1.1,"6.78e-01","0.6 to 2"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.80e-01","0.8 to 1.4"
"CTLA4_cna",1.1,"6.78e-01","0.6 to 2"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.80e-01","0.8 to 1.4"
"DNER_cna",1.4,"1.41e-01","0.9 to 2.1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"9.93e-01","0.7 to 1.4"
"PDCD1_cna",1.3,"1.25e-01","0.9 to 1.7"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.88e-01","0.8 to 1.4"
"SLC22A14_cna",1.2,"4.69e-01","0.8 to 1.7"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"9.72e-01","0.7 to 1.4"
"PIK3CA_cna",1.1,"5.77e-01","0.8 to 1.5"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.76e-01","0.8 to 1.4"
"PIK3CA_mut",0.5,"2.28e-01","0.1 to 1.6"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.01e-01","0.8 to 1.4"
"CXCL9_cna",1.3,"1.18e-01","0.9 to 1.8"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"7.71e-01","0.8 to 1.4"
"CXCL10_cna",1.3,"1.18e-01","0.9 to 1.8"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"7.71e-01","0.8 to 1.4"
"CXCL11_cna",1.3,"1.18e-01","0.9 to 1.8"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"7.71e-01","0.8 to 1.4"
"TET2_cna",1.4,"3.89e-02","1 to 1.9"
"age.cat>=65",4.4,"0.00e+00","3.1 to 6.1"
"gendermale",1.1,"7.16e-01","0.8 to 1.4"
"IL2_cna",1.3,"1.12e-01","0.9 to 1.7"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.1"
"gendermale",1,"8.01e-01","0.8 to 1.4"
"IRF1_cna",1,"8.46e-01","0.7 to 1.4"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.93e-01","0.8 to 1.4"
"HAVCR2_cna",0.8,"2.87e-01","0.6 to 1.2"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"9.61e-01","0.7 to 1.4"
"TAP1_cna",0.4,"1.07e-05","0.3 to 0.6"
"age.cat>=65",4.7,"0.00e+00","3.4 to 6.6"
"gendermale",1,"9.25e-01","0.8 to 1.4"
"IFNGR1_cna",0.6,"1.73e-04","0.4 to 0.8"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.23e-01","0.8 to 1.4"
"MUC17_cna",2,"2.52e-08","1.6 to 2.6"
"age.cat>=65",3.4,"6.38e-12","2.4 to 4.7"
"gendermale",1.2,"3.29e-01","0.9 to 1.6"
"MET_cna",1.8,"9.17e-07","1.4 to 2.3"
"age.cat>=65",3.6,"2.33e-13","2.6 to 5.1"
"gendermale",1.1,"5.31e-01","0.8 to 1.5"
"MET_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"9.66e-01","0.7 to 1.4"
"IDO1_cna",0.9,"5.90e-01","0.6 to 1.3"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.71e-01","0.8 to 1.4"
"JAK2_cna",0.8,"2.80e-02","0.6 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.75e-01","0.7 to 1.4"
"JAK2_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.56e-01","0.8 to 1.4"
"CD274_cna",0.8,"1.87e-02","0.6 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.71e-01","0.7 to 1.4"
"COL5A1_cna",0.8,"1.22e-01","0.6 to 1.1"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.15e-01","0.8 to 1.4"
"ARID5B_cna",0.1,"0.00e+00","0.1 to 0.2"
"age.cat>=65",2.1,"1.54e-05","1.5 to 3"
"gendermale",0.9,"6.31e-01","0.7 to 1.2"
"ARID5B_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.63e-01","0.8 to 1.4"
"OVOL1_cna",0.4,"7.23e-06","0.3 to 0.6"
"age.cat>=65",5,"0.00e+00","3.6 to 7"
"gendermale",1,"8.79e-01","0.8 to 1.4"
"LAG3_cna",0.9,"6.59e-01","0.7 to 1.2"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.39e-01","0.8 to 1.4"
"ARID2_cna",1.2,"3.31e-01","0.8 to 1.7"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.48e-01","0.7 to 1.4"
"ARID2_mut",1.2,"5.95e-01","0.6 to 2.4"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"9.14e-01","0.8 to 1.4"
"IFNG_cna",1.2,"2.31e-01","0.9 to 1.7"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"9.53e-01","0.7 to 1.4"
"TCP11L2_cna",1.3,"9.44e-02","1 to 1.8"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.1"
"gendermale",1,"9.01e-01","0.8 to 1.4"
"B2M_cna",0.7,"1.07e-02","0.5 to 0.9"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"9.01e-01","0.7 to 1.3"
"B2M_mut",2.2,"1.31e-01","0.8 to 5.9"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"9.14e-01","0.8 to 1.4"
"TP53_cna",0.7,"1.25e-02","0.5 to 0.9"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.01e-01","0.8 to 1.4"
"TP53_mut",0.9,"5.69e-01","0.7 to 1.2"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.51e-01","0.8 to 1.4"
"TMEM88_cna",0.7,"4.80e-02","0.5 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.42e-01","0.8 to 1.4"
"MYOCD_cna",0.8,"2.45e-01","0.5 to 1.2"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.06e-01","0.8 to 1.4"
"NCOR1_cna",0.7,"1.19e-01","0.5 to 1.1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.21e-01","0.8 to 1.4"
"NF1_cna",0.8,"3.54e-01","0.6 to 1.2"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.69e-01","0.8 to 1.4"
"NF1_mut",1.3,"9.43e-04","1.1 to 1.5"
"age.cat>=65",4.7,"0.00e+00","3.3 to 6.5"
"gendermale",1,"8.99e-01","0.7 to 1.3"
"ALPK2_cna",1.7,"6.28e-05","1.3 to 2.3"
"age.cat>=65",5.1,"0.00e+00","3.7 to 7.2"
"gendermale",1,"9.10e-01","0.7 to 1.3"
"ALPK2_mut",1.1,"8.15e-01","0.4 to 3"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"8.92e-01","0.8 to 1.4"
"LPAR2_cna",1,"7.40e-01","0.7 to 1.3"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"8.87e-01","0.8 to 1.4"
"TGFB1_cna",1.6,"4.09e-06","1.3 to 2"
"age.cat>=65",3.9,"2.78e-15","2.8 to 5.5"
"gendermale",1,"9.46e-01","0.8 to 1.4"
"CIC_cna",1.6,"1.55e-06","1.3 to 2"
"age.cat>=65",3.9,"5.11e-15","2.8 to 5.4"
"gendermale",1,"9.65e-01","0.7 to 1.3"
"CIC_mut",0.7,"3.47e-02","0.5 to 1"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.5"
"gendermale",1,"9.56e-01","0.7 to 1.3"
"CSNK2A1_cna",2.2,"1.71e-06","1.6 to 3.1"
"age.cat>=65",3.6,"6.05e-13","2.5 to 5.1"
"gendermale",1,"9.76e-01","0.7 to 1.3"
"ASXL1_cna",2.5,"1.74e-07","1.8 to 3.5"
"age.cat>=65",3.6,"4.24e-13","2.6 to 5.1"
"gendermale",1,"9.19e-01","0.7 to 1.3"
"IFNGR2_cna",1.2,"4.22e-01","0.8 to 1.7"
"age.cat>=65",4.4,"0.00e+00","3.1 to 6.2"
"gendermale",1,"9.01e-01","0.8 to 1.4"
"EP300_cna",0.7,"1.14e-02","0.6 to 0.9"
"age.cat>=65",4.4,"0.00e+00","3.1 to 6.1"
"gendermale",1,"9.06e-01","0.8 to 1.4"
"DDX3X_cna",0.9,"4.56e-01","0.7 to 1.2"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"8.24e-01","0.8 to 1.4"
"SSX5_cna",0.9,"5.27e-01","0.7 to 1.2"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.44e-01","0.8 to 1.4"
"FOXP3_cna",0.9,"5.44e-01","0.7 to 1.2"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.57e-01","0.8 to 1.4"
"SMC1A_cna",0.9,"2.93e-01","0.7 to 1.1"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"8.08e-01","0.8 to 1.4"
"MORC4_cna",0.8,"4.45e-02","0.6 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.76e-01","0.7 to 1.3"
"CUL4B_cna",0.8,"9.51e-02","0.6 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"8.76e-01","0.8 to 1.4"
"TMB",1.4,"5.03e-12","1.3 to 1.6"
"age.cat>=65",3.9,"3.33e-16","2.8 to 5.5"
"gendermale",1,"9.65e-01","0.7 to 1.4"
"PDL1",1,"5.56e-10","1 to 1"
"age.cat>=65",3.9,"2.11e-15","2.8 to 5.5"
"gendermale",1,"8.39e-01","0.8 to 1.4"
"silent.catmed",3.4,"2.47e-07","2.2 to 5.5"
"silent.cathigh",7.4,"5.13e-14","4.4 to 12.5"
"age.cat>=65",2.7,"3.55e-08","1.9 to 3.9"
"gendermale",1.2,"3.32e-01","0.9 to 1.6"
"missense.catmed",4.4,"7.92e-07","2.4 to 7.9"
"missense.cathigh",12,"5.88e-15","6.4 to 22.5"
"age.cat>=65",2.5,"2.04e-07","1.8 to 3.5"
"gendermale",1.1,"4.87e-01","0.8 to 1.5"
"nonsense.catmed",1.8,"9.56e-03","1.2 to 2.8"
"nonsense.cathigh",3.9,"2.41e-09","2.5 to 6.2"
"age.cat>=65",4,"9.99e-16","2.8 to 5.6"
"gendermale",1,"7.72e-01","0.7 to 1.3"
"frameshift.catmed",1.6,"1.46e-02","1.1 to 2.4"
"frameshift.cathigh",1.8,"3.36e-04","1.3 to 2.5"
"age.cat>=65",4.1,"1.11e-16","2.9 to 5.8"
"gendermale",1,"8.01e-01","0.7 to 1.3"
"total.catmed",4,"8.52e-07","2.3 to 6.9"
"total.cathigh",10.6,"5.00e-15","5.9 to 19.1"
"age.cat>=65",2.6,"1.01e-07","1.8 to 3.6"
"gendermale",1.1,"5.24e-01","0.8 to 1.5"
"GZMA.catmed",1.4,"1.20e-01","0.9 to 2.1"
"GZMA.cathigh",2.8,"8.93e-06","1.8 to 4.3"
"age.cat>=65",3.5,"1.33e-12","2.5 to 4.9"
"gendermale",1,"8.17e-01","0.8 to 1.4"
"PRF1.catmed",2,"2.10e-03","1.3 to 3.2"
"PRF1.cathigh",4.9,"1.37e-10","3 to 8.1"
"age.cat>=65",3.1,"8.87e-11","2.2 to 4.4"
"gendermale",1.1,"5.56e-01","0.8 to 1.5"
"nmdptc_max.catmed",1.3,"1.22e-01","0.9 to 1.9"
"nmdptc_max.cathigh",1.1,"6.67e-01","0.7 to 1.7"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"9.81e-01","0.7 to 1.4"
"nmdptc_n_decayed.catmed",1.1,"4.90e-01","0.8 to 1.7"
"nmdptc_n_decayed.cathigh",1.3,"1.06e-01","0.9 to 1.8"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"9.84e-01","0.7 to 1.4"
"nmdptc_frac_decayed.catmed",1.6,"1.21e-02","1.1 to 2.3"
"nmdptc_frac_decayed.cathigh",0.8,"1.72e-01","0.5 to 1.1"
"age.cat>=65",4.1,"1.11e-16","3 to 5.8"
"gendermale",1.1,"6.69e-01","0.8 to 1.4"
"nmdptc_med.catmed",1,"9.03e-01","0.7 to 1.4"
"nmdptc_med.cathigh",0.9,"7.25e-01","0.6 to 1.4"
"age.cat>=65",4.6,"0.00e+00","3.3 to 6.4"
"gendermale",1,"8.79e-01","0.8 to 1.4"
"nmdptc_med.wt.catmed",1.1,"7.25e-01","0.8 to 1.5"
"nmdptc_med.wt.cathigh",0.7,"1.67e-01","0.5 to 1.1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"7.95e-01","0.8 to 1.4"
"nmdptc_mean.catmed",0.9,"7.19e-01","0.7 to 1.3"
"nmdptc_mean.cathigh",0.8,"3.95e-01","0.6 to 1.3"
"age.cat>=65",4.5,"0.00e+00","3.3 to 6.3"
"gendermale",1,"8.48e-01","0.8 to 1.4"
"nmdptc_mean.wt.catmed",0.8,"3.02e-01","0.6 to 1.2"
"nmdptc_mean.wt.cathigh",0.6,"2.54e-02","0.4 to 0.9"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"7.51e-01","0.8 to 1.4"
"nmdfs_max.catmed",1.2,"3.58e-01","0.8 to 1.7"
"nmdfs_max.cathigh",0.8,"1.98e-01","0.5 to 1.1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.70e-01","0.7 to 1.3"
"nmdfs_n_decayed.catmed",1.3,"2.04e-01","0.9 to 1.8"
"nmdfs_n_decayed.cathigh",0.7,"8.01e-02","0.5 to 1"
"age.cat>=65",4.5,"0.00e+00","3.2 to 6.3"
"gendermale",1,"9.94e-01","0.7 to 1.3"
"nmdfs_frac_decayed.catmed",1.1,"7.69e-01","0.7 to 1.8"
"nmdfs_frac_decayed.cathigh",0.8,"1.74e-01","0.6 to 1.1"
"age.cat>=65",4.4,"0.00e+00","3.1 to 6.1"
"gendermale",1,"8.16e-01","0.8 to 1.4"
"nmdfs_med.catmed",1,"9.66e-01","0.7 to 1.4"
"nmdfs_med.cathigh",0.7,"5.76e-02","0.5 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.40e-01","0.7 to 1.4"
"nmdfs_med.wt.catmed",1,"9.84e-01","0.7 to 1.4"
"nmdfs_med.wt.cathigh",0.7,"6.38e-02","0.5 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.48e-01","0.7 to 1.4"
"nmdfs_mean.catmed",1,"9.63e-01","0.7 to 1.4"
"nmdfs_mean.cathigh",0.7,"5.67e-02","0.5 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.39e-01","0.7 to 1.4"
"nmdfs_mean.wt.catmed",1,"9.29e-01","0.7 to 1.5"
"nmdfs_mean.wt.cathigh",0.7,"7.22e-02","0.5 to 1"
"age.cat>=65",4.4,"0.00e+00","3.2 to 6.2"
"gendermale",1,"9.57e-01","0.7 to 1.4"
"nmdns_max.catmed",0.9,"6.44e-01","0.7 to 1.3"
"nmdns_max.cathigh",0.7,"4.37e-02","0.4 to 1"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.63e-01","0.8 to 1.4"
"nmdns_n_decayed.catmed",1.2,"4.45e-01","0.8 to 1.7"
"nmdns_n_decayed.cathigh",0.7,"8.32e-02","0.5 to 1"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.62e-01","0.8 to 1.4"
"nmdns_frac_decayed.catmed",1.3,"2.70e-01","0.8 to 2"
"nmdns_frac_decayed.cathigh",0.7,"1.70e-02","0.5 to 0.9"
"age.cat>=65",4,"1.11e-15","2.8 to 5.6"
"gendermale",1.1,"6.78e-01","0.8 to 1.4"
"nmdns_med.catmed",0.8,"1.66e-01","0.6 to 1.1"
"nmdns_med.cathigh",0.6,"1.55e-02","0.4 to 0.9"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.93e-01","0.8 to 1.4"
"nmdns_med.wt.catmed",0.8,"1.99e-01","0.6 to 1.1"
"nmdns_med.wt.cathigh",0.6,"1.79e-02","0.4 to 0.9"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"8.85e-01","0.8 to 1.4"
"nmdns_mean.catmed",0.8,"1.15e-01","0.5 to 1.1"
"nmdns_mean.cathigh",0.6,"1.09e-02","0.4 to 0.9"
"age.cat>=65",4.2,"1.11e-16","3 to 5.8"
"gendermale",1,"8.87e-01","0.8 to 1.4"
"nmdns_mean.wt.catmed",0.8,"1.74e-01","0.6 to 1.1"
"nmdns_mean.wt.cathigh",0.6,"1.58e-02","0.4 to 0.9"
"age.cat>=65",4.2,"1.11e-16","3 to 5.9"
"gendermale",1,"9.11e-01","0.8 to 1.4"
