"var","hr","pval","hr_ci95"
"PDCD1_cna",0.9,"4.58e-01","0.7 to 1.2"
"age.cat>=65",1.6,"5.82e-03","1.2 to 2.3"
"gendermale",1.2,"2.92e-01","0.9 to 1.7"
"tnm_stageI",0.8,"5.97e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.66e-01","0.1 to 1.6"
"tnm_stageII",1,"9.91e-01","0.4 to 2.8"
"tnm_stageIII",1.4,"5.48e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.87e-01","0.7 to 7.7"
"SLC22A14_cna",1,"7.40e-01","0.7 to 1.2"
"age.cat>=65",1.6,"5.89e-03","1.2 to 2.3"
"gendermale",1.2,"3.08e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.06e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.78e-01","0.1 to 1.6"
"tnm_stageII",1,"9.74e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.40e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.80e-01","0.7 to 7.8"
"SLC22A14_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.7,"4.32e-03","1.2 to 2.4"
"gendermale",1.2,"2.84e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.38e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.84e-01","0.1 to 1.6"
"tnm_stageII",1,"9.60e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.31e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.76e-01","0.7 to 7.8"
"PIK3CA_cna",0.9,"4.10e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.18e-03","1.1 to 2.3"
"gendermale",1.2,"3.14e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.11e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.84e-01","0.1 to 1.6"
"tnm_stageII",1,"9.77e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.31e-01","0.5 to 3.8"
"tnm_stageIV",2.2,"1.95e-01","0.7 to 7.6"
"PIK3CA_mut",1.5,"3.92e-01","0.6 to 4.2"
"age.cat>=65",1.6,"7.70e-03","1.1 to 2.3"
"gendermale",1.2,"3.32e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.09e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.81e-01","0.1 to 1.6"
"tnm_stageII",1,"9.72e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.37e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.73e-01","0.7 to 7.9"
"CXCL9_cna",1.1,"6.10e-01","0.8 to 1.4"
"age.cat>=65",1.6,"6.43e-03","1.1 to 2.3"
"gendermale",1.2,"3.13e-01","0.9 to 1.7"
"tnm_stageI",0.7,"5.71e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.67e-01","0.1 to 1.6"
"tnm_stageII",1,"9.85e-01","0.3 to 2.8"
"tnm_stageIII",1.3,"5.73e-01","0.5 to 3.8"
"tnm_stageIV",2.2,"1.93e-01","0.7 to 7.6"
"CXCL10_cna",1.1,"6.10e-01","0.8 to 1.4"
"age.cat>=65",1.6,"6.43e-03","1.1 to 2.3"
"gendermale",1.2,"3.13e-01","0.9 to 1.7"
"tnm_stageI",0.7,"5.71e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.67e-01","0.1 to 1.6"
"tnm_stageII",1,"9.85e-01","0.3 to 2.8"
"tnm_stageIII",1.3,"5.73e-01","0.5 to 3.8"
"tnm_stageIV",2.2,"1.93e-01","0.7 to 7.6"
"CXCL11_cna",1.1,"6.10e-01","0.8 to 1.4"
"age.cat>=65",1.6,"6.43e-03","1.1 to 2.3"
"gendermale",1.2,"3.13e-01","0.9 to 1.7"
"tnm_stageI",0.7,"5.71e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.67e-01","0.1 to 1.6"
"tnm_stageII",1,"9.85e-01","0.3 to 2.8"
"tnm_stageIII",1.3,"5.73e-01","0.5 to 3.8"
"tnm_stageIV",2.2,"1.93e-01","0.7 to 7.6"
"TET2_cna",0.9,"6.70e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.32e-03","1.1 to 2.3"
"gendermale",1.2,"3.03e-01","0.9 to 1.7"
"tnm_stageI",0.8,"5.93e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.4,"1.80e-01","0.1 to 1.6"
"tnm_stageII",1,"9.98e-01","0.4 to 2.8"
"tnm_stageIII",1.4,"5.42e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.77e-01","0.7 to 7.8"
"IL2_cna",1,"7.31e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.19e-03","1.1 to 2.3"
"gendermale",1.2,"3.02e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.01e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.80e-01","0.1 to 1.6"
"tnm_stageII",1,"9.93e-01","0.4 to 2.8"
"tnm_stageIII",1.4,"5.40e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.77e-01","0.7 to 7.8"
"IL2_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"4.99e-03","1.2 to 2.3"
"gendermale",1.2,"2.97e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.12e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.82e-01","0.1 to 1.6"
"tnm_stageII",1,"9.78e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.16e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"IRF1_cna",1.1,"5.11e-01","0.8 to 1.4"
"age.cat>=65",1.6,"6.99e-03","1.1 to 2.3"
"gendermale",1.2,"3.29e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.86e-01","0.3 to 2.3"
"tnm_stageI/II NOS",0.4,"2.17e-01","0.1 to 1.8"
"tnm_stageII",1.1,"9.08e-01","0.4 to 3"
"tnm_stageIII",1.5,"4.78e-01","0.5 to 4.1"
"tnm_stageIV",2.4,"1.54e-01","0.7 to 8.3"
"HAVCR2_cna",1,"9.86e-01","0.8 to 1.3"
"age.cat>=65",1.6,"6.20e-03","1.1 to 2.3"
"gendermale",1.2,"3.15e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.13e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.85e-01","0.1 to 1.6"
"tnm_stageII",1,"9.77e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.33e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.77e-01","0.7 to 7.9"
"HAVCR2_mut",2,"1.05e-01","0.9 to 4.7"
"age.cat>=65",1.6,"7.55e-03","1.1 to 2.3"
"gendermale",1.2,"3.57e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.72e-01","0.3 to 2.3"
"tnm_stageI/II NOS",0.4,"2.01e-01","0.1 to 1.7"
"tnm_stageII",1,"9.38e-01","0.4 to 2.9"
"tnm_stageIII",1.5,"4.67e-01","0.5 to 4.1"
"tnm_stageIV",2.4,"1.49e-01","0.7 to 8.3"
"TAP1_cna",1.1,"5.17e-01","0.9 to 1.3"
"age.cat>=65",1.6,"6.96e-03","1.1 to 2.3"
"gendermale",1.2,"3.00e-01","0.9 to 1.7"
"tnm_stageI",0.7,"5.14e-01","0.2 to 2.1"
"tnm_stageI/II NOS",0.3,"1.59e-01","0.1 to 1.5"
"tnm_stageII",1,"9.31e-01","0.3 to 2.7"
"tnm_stageIII",1.3,"6.29e-01","0.5 to 3.7"
"tnm_stageIV",2.2,"2.06e-01","0.6 to 7.5"
"TAP1_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",1.6,"7.19e-03","1.1 to 2.3"
"gendermale",1.2,"3.00e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.07e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.81e-01","0.1 to 1.6"
"tnm_stageII",1,"9.57e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.30e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"IFNGR1_cna",1.1,"4.81e-01","0.8 to 1.4"
"age.cat>=65",1.6,"5.73e-03","1.2 to 2.3"
"gendermale",1.2,"3.56e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.00e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.83e-01","0.1 to 1.6"
"tnm_stageII",1,"9.66e-01","0.3 to 2.8"
"tnm_stageIII",1.4,"5.38e-01","0.5 to 3.8"
"tnm_stageIV",2.2,"1.97e-01","0.7 to 7.6"
"IFNGR1_mut",0,"9.93e-01","0 to Inf"
"age.cat>=65",1.7,"4.47e-03","1.2 to 2.4"
"gendermale",1.2,"2.88e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.13e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.83e-01","0.1 to 1.6"
"tnm_stageII",1,"9.80e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.10e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"MUC17_cna",0.8,"1.70e-01","0.7 to 1.1"
"age.cat>=65",1.6,"7.98e-03","1.1 to 2.3"
"gendermale",1.2,"3.49e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.78e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.4,"2.33e-01","0.1 to 1.8"
"tnm_stageII",1,"9.86e-01","0.4 to 2.8"
"tnm_stageIII",1.5,"4.72e-01","0.5 to 4"
"tnm_stageIV",2.3,"1.70e-01","0.7 to 7.9"
"MUC17_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.7,"2.54e-03","1.2 to 2.4"
"gendermale",1.2,"3.48e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.24e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.90e-01","0.1 to 1.7"
"tnm_stageII",1,"9.53e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"4.91e-01","0.5 to 4"
"tnm_stageIV",2.3,"1.76e-01","0.7 to 7.8"
"MET_cna",0.9,"5.25e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.80e-03","1.1 to 2.3"
"gendermale",1.2,"3.25e-01","0.8 to 1.7"
"tnm_stageI",0.8,"6.00e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"2.12e-01","0.1 to 1.7"
"tnm_stageII",1,"9.71e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.00e-01","0.5 to 4"
"tnm_stageIV",2.3,"1.73e-01","0.7 to 7.8"
"MET_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"6.13e-03","1.1 to 2.3"
"gendermale",1.2,"3.02e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.47e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.83e-01","0.1 to 1.6"
"tnm_stageII",1,"9.58e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.32e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.76e-01","0.7 to 7.8"
"IDO1_cna",0.8,"1.02e-01","0.7 to 1"
"age.cat>=65",1.7,"4.41e-03","1.2 to 2.4"
"gendermale",1.2,"2.84e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.66e-01","0.3 to 2.3"
"tnm_stageI/II NOS",0.4,"2.48e-01","0.1 to 1.9"
"tnm_stageII",1.1,"8.60e-01","0.4 to 3.1"
"tnm_stageIII",1.5,"4.17e-01","0.5 to 4.3"
"tnm_stageIV",2.4,"1.54e-01","0.7 to 8.2"
"IDO1_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"4.99e-03","1.2 to 2.3"
"gendermale",1.2,"2.97e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.12e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.82e-01","0.1 to 1.6"
"tnm_stageII",1,"9.78e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.16e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"JAK2_cna",1.1,"2.91e-01","0.9 to 1.4"
"age.cat>=65",1.6,"7.14e-03","1.1 to 2.3"
"gendermale",1.2,"3.30e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.26e-01","0.2 to 2"
"tnm_stageI/II NOS",0.3,"1.74e-01","0.1 to 1.6"
"tnm_stageII",1,"9.90e-01","0.4 to 2.8"
"tnm_stageIII",1.3,"5.94e-01","0.5 to 3.7"
"tnm_stageIV",2.1,"2.28e-01","0.6 to 7.3"
"JAK2_mut",2.2,"3.08e-02","1.1 to 4.5"
"age.cat>=65",1.7,"3.96e-03","1.2 to 2.4"
"gendermale",1.2,"3.56e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.16e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.84e-01","0.1 to 1.6"
"tnm_stageII",1,"9.70e-01","0.3 to 2.8"
"tnm_stageIII",1.4,"5.18e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.71e-01","0.7 to 7.9"
"CD274_cna",1.1,"3.11e-01","0.9 to 1.4"
"age.cat>=65",1.6,"7.03e-03","1.1 to 2.3"
"gendermale",1.2,"3.28e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.30e-01","0.2 to 2"
"tnm_stageI/II NOS",0.3,"1.75e-01","0.1 to 1.6"
"tnm_stageII",1,"9.91e-01","0.4 to 2.8"
"tnm_stageIII",1.3,"5.92e-01","0.5 to 3.7"
"tnm_stageIV",2.1,"2.26e-01","0.6 to 7.3"
"CD274_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"7.62e-03","1.1 to 2.3"
"gendermale",1.2,"2.86e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.07e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.79e-01","0.1 to 1.6"
"tnm_stageII",1,"9.69e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.05e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.72e-01","0.7 to 7.9"
"COL5A1_cna",1.4,"2.39e-03","1.1 to 1.8"
"age.cat>=65",1.7,"4.27e-03","1.2 to 2.4"
"gendermale",1.2,"2.88e-01","0.9 to 1.7"
"tnm_stageI",0.9,"8.43e-01","0.3 to 2.6"
"tnm_stageI/II NOS",0.4,"3.11e-01","0.1 to 2.1"
"tnm_stageII",1.2,"7.64e-01","0.4 to 3.3"
"tnm_stageIII",1.6,"3.44e-01","0.6 to 4.6"
"tnm_stageIV",2.7,"1.06e-01","0.8 to 9.3"
"COL5A1_mut",0.7,"3.39e-01","0.3 to 1.5"
"age.cat>=65",1.6,"5.67e-03","1.2 to 2.3"
"gendermale",1.2,"3.09e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.10e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.82e-01","0.1 to 1.6"
"tnm_stageII",1,"9.73e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"4.96e-01","0.5 to 4"
"tnm_stageIV",2.3,"1.76e-01","0.7 to 7.8"
"ARID5B_cna",1.2,"1.90e-01","0.9 to 1.6"
"age.cat>=65",1.6,"1.00e-02","1.1 to 2.3"
"gendermale",1.1,"4.19e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.90e-01","0.3 to 2.3"
"tnm_stageI/II NOS",0.4,"2.17e-01","0.1 to 1.8"
"tnm_stageII",1.1,"9.16e-01","0.4 to 3"
"tnm_stageIII",1.5,"4.62e-01","0.5 to 4.1"
"tnm_stageIV",2.5,"1.42e-01","0.7 to 8.4"
"ARID5B_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.7,"3.43e-03","1.2 to 2.4"
"gendermale",1.2,"3.45e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.22e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.89e-01","0.1 to 1.7"
"tnm_stageII",1,"9.28e-01","0.4 to 3"
"tnm_stageIII",1.4,"5.14e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.75e-01","0.7 to 7.8"
"OVOL1_cna",1.1,"6.29e-01","0.8 to 1.3"
"age.cat>=65",1.6,"5.83e-03","1.2 to 2.3"
"gendermale",1.2,"3.47e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.19e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.85e-01","0.1 to 1.6"
"tnm_stageII",1,"9.66e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.23e-01","0.5 to 3.9"
"tnm_stageIV",2.4,"1.63e-01","0.7 to 8.1"
"OVOL1_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"6.58e-03","1.1 to 2.3"
"gendermale",1.2,"3.01e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.37e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.81e-01","0.1 to 1.6"
"tnm_stageII",1,"9.73e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.27e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.73e-01","0.7 to 7.8"
"LAG3_cna",1.1,"3.27e-01","0.9 to 1.5"
"age.cat>=65",1.6,"6.01e-03","1.2 to 2.3"
"gendermale",1.2,"3.56e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.62e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.72e-01","0.1 to 1.6"
"tnm_stageII",1,"9.96e-01","0.4 to 2.8"
"tnm_stageIII",1.3,"5.69e-01","0.5 to 3.7"
"tnm_stageIV",2.3,"1.80e-01","0.7 to 7.7"
"ARID2_cna",1.2,"2.43e-01","0.9 to 1.5"
"age.cat>=65",1.6,"6.66e-03","1.1 to 2.3"
"gendermale",1.2,"3.87e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.75e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.4,"1.83e-01","0.1 to 1.6"
"tnm_stageII",1,"9.96e-01","0.4 to 2.8"
"tnm_stageIII",1.3,"5.80e-01","0.5 to 3.7"
"tnm_stageIV",2.4,"1.60e-01","0.7 to 8.1"
"ARID2_mut",1,"7.63e-01","0.8 to 1.2"
"age.cat>=65",1.6,"5.87e-03","1.2 to 2.3"
"gendermale",1.2,"3.07e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.18e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.91e-01","0.1 to 1.7"
"tnm_stageII",1,"9.69e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.17e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"IFNG_cna",1.1,"3.76e-01","0.9 to 1.4"
"age.cat>=65",1.6,"7.23e-03","1.1 to 2.3"
"gendermale",1.2,"3.79e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.83e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.70e-01","0.1 to 1.6"
"tnm_stageII",1,"9.94e-01","0.4 to 2.8"
"tnm_stageIII",1.4,"5.54e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.70e-01","0.7 to 7.9"
"IFNG_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"6.44e-03","1.1 to 2.3"
"gendermale",1.2,"3.10e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.29e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.82e-01","0.1 to 1.6"
"tnm_stageII",1,"9.77e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.23e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.76e-01","0.7 to 7.8"
"TCP11L2_cna",1.3,"5.32e-02","1 to 1.8"
"age.cat>=65",1.6,"5.63e-03","1.2 to 2.3"
"gendermale",1.2,"3.46e-01","0.8 to 1.6"
"tnm_stageI",0.7,"5.63e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.4,"1.83e-01","0.1 to 1.6"
"tnm_stageII",1,"9.85e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.37e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.77e-01","0.7 to 7.8"
"TCP11L2_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.6,"4.99e-03","1.2 to 2.3"
"gendermale",1.2,"2.97e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.12e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.82e-01","0.1 to 1.6"
"tnm_stageII",1,"9.78e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.16e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"B2M_cna",0.9,"1.83e-01","0.7 to 1.1"
"age.cat>=65",1.6,"5.05e-03","1.2 to 2.3"
"gendermale",1.2,"2.78e-01","0.9 to 1.7"
"tnm_stageI",0.7,"5.35e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.4,"1.97e-01","0.1 to 1.7"
"tnm_stageII",1,"9.57e-01","0.3 to 2.7"
"tnm_stageIII",1.3,"6.22e-01","0.5 to 3.6"
"tnm_stageIV",2.2,"1.93e-01","0.7 to 7.6"
"B2M_mut",0.8,"5.80e-01","0.3 to 2"
"age.cat>=65",1.6,"6.59e-03","1.1 to 2.3"
"gendermale",1.2,"2.96e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.32e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.81e-01","0.1 to 1.6"
"tnm_stageII",1,"9.67e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.26e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.72e-01","0.7 to 7.9"
"TP53_cna",0.9,"6.03e-01","0.7 to 1.2"
"age.cat>=65",1.6,"7.40e-03","1.1 to 2.3"
"gendermale",1.2,"3.11e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.28e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.91e-01","0.1 to 1.7"
"tnm_stageII",1.1,"9.23e-01","0.4 to 3"
"tnm_stageIII",1.4,"4.94e-01","0.5 to 4"
"tnm_stageIV",2.4,"1.62e-01","0.7 to 8.1"
"TP53_mut",0.9,"4.89e-01","0.6 to 1.3"
"age.cat>=65",1.6,"5.43e-03","1.2 to 2.3"
"gendermale",1.2,"3.08e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.32e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.83e-01","0.1 to 1.6"
"tnm_stageII",1,"9.73e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.06e-01","0.5 to 3.9"
"tnm_stageIV",2.4,"1.54e-01","0.7 to 8.2"
"TMEM88_cna",0.9,"6.34e-01","0.7 to 1.2"
"age.cat>=65",1.6,"7.35e-03","1.1 to 2.3"
"gendermale",1.2,"3.14e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.29e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.91e-01","0.1 to 1.7"
"tnm_stageII",1,"9.27e-01","0.4 to 3"
"tnm_stageIII",1.4,"4.96e-01","0.5 to 4"
"tnm_stageIV",2.4,"1.63e-01","0.7 to 8.1"
"MYOCD_cna",0.9,"5.77e-01","0.7 to 1.2"
"age.cat>=65",1.6,"7.06e-03","1.1 to 2.3"
"gendermale",1.2,"3.13e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.39e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.93e-01","0.1 to 1.7"
"tnm_stageII",1.1,"9.18e-01","0.4 to 3"
"tnm_stageIII",1.4,"4.87e-01","0.5 to 4"
"tnm_stageIV",2.4,"1.60e-01","0.7 to 8.1"
"MYOCD_mut",0.9,"7.37e-01","0.5 to 1.6"
"age.cat>=65",1.6,"6.24e-03","1.1 to 2.3"
"gendermale",1.2,"3.01e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.15e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.81e-01","0.1 to 1.6"
"tnm_stageII",1,"9.71e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.18e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.73e-01","0.7 to 7.8"
"NCOR1_cna",0.9,"4.87e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.71e-03","1.1 to 2.3"
"gendermale",1.2,"3.13e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.44e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.95e-01","0.1 to 1.7"
"tnm_stageII",1.1,"9.08e-01","0.4 to 3"
"tnm_stageIII",1.5,"4.75e-01","0.5 to 4.1"
"tnm_stageIV",2.4,"1.57e-01","0.7 to 8.2"
"NCOR1_mut",1.2,"7.49e-01","0.5 to 2.9"
"age.cat>=65",1.6,"6.79e-03","1.1 to 2.3"
"gendermale",1.2,"3.22e-01","0.8 to 1.7"
"tnm_stageI",0.8,"6.05e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.81e-01","0.1 to 1.6"
"tnm_stageII",1,"9.78e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.30e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.73e-01","0.7 to 7.8"
"NF1_cna",1,"7.10e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.00e-03","1.2 to 2.3"
"gendermale",1.2,"3.16e-01","0.8 to 1.7"
"tnm_stageI",0.8,"6.03e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.80e-01","0.1 to 1.6"
"tnm_stageII",1,"9.86e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.45e-01","0.5 to 3.8"
"tnm_stageIV",2.3,"1.86e-01","0.7 to 7.7"
"NF1_mut",1,"7.22e-01","0.8 to 1.2"
"age.cat>=65",1.7,"5.85e-03","1.2 to 2.4"
"gendermale",1.2,"2.94e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.17e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.84e-01","0.1 to 1.6"
"tnm_stageII",1,"9.64e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.14e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.73e-01","0.7 to 7.8"
"ALPK2_cna",1.2,"1.86e-01","0.9 to 1.5"
"age.cat>=65",1.6,"7.87e-03","1.1 to 2.3"
"gendermale",1.2,"3.20e-01","0.8 to 1.7"
"tnm_stageI",0.7,"5.41e-01","0.3 to 2.1"
"tnm_stageI/II NOS",0.3,"1.22e-01","0.1 to 1.4"
"tnm_stageII",1,"9.33e-01","0.3 to 2.7"
"tnm_stageIII",1.3,"5.98e-01","0.5 to 3.7"
"tnm_stageIV",2.1,"2.27e-01","0.6 to 7.2"
"ALPK2_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.7,"4.53e-03","1.2 to 2.3"
"gendermale",1.2,"3.74e-01","0.8 to 1.6"
"tnm_stageI",0.8,"6.20e-01","0.3 to 2.2"
"tnm_stageI/II NOS",0.4,"1.87e-01","0.1 to 1.6"
"tnm_stageII",1,"9.33e-01","0.4 to 2.9"
"tnm_stageIII",1.4,"5.24e-01","0.5 to 3.9"
"tnm_stageIV",2.3,"1.74e-01","0.7 to 7.8"
"LPAR2_cna",0.9,"3.48e-01","0.7 to 1.2"
"age.cat>=65",1.6,"6.00e-03","1.2 to 2.3"
"gendermale",1.2,"2.71e-01","0.9 to 1.7"
"tnm_stageI",0.8,"6.13e-01","0.3 to 2.2"
