"var","hr","pval","hr_ci95"
"tnm_stageII",1.7,"3.70e-01","0.5 to 5.9"
"tnm_stageIII",2,"2.54e-01","0.6 to 7"
"tnm_stageIV",2.9,"7.40e-02","0.9 to 9.1"
"IDO1_mut",2.6,"3.37e-01","0.4 to 19.2"
"age.cat>=65",1.6,"9.44e-03","1.1 to 2.4"
"gendermale",0.8,"2.33e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.94e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.94e-02","0.9 to 8.9"
"JAK2_cna",0.9,"2.92e-01","0.7 to 1.1"
"age.cat>=65",1.6,"9.12e-03","1.1 to 2.4"
"gendermale",0.8,"1.92e-01","0.5 to 1.1"
"tnm_stageII",1.7,"3.93e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.77e-01","0.6 to 6.8"
"tnm_stageIV",2.8,"8.04e-02","0.9 to 8.9"
"JAK2_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.6,"8.10e-03","1.1 to 2.4"
"gendermale",0.8,"2.67e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.90e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.9,"7.42e-02","0.9 to 9.1"
"CD274_cna",0.9,"3.40e-01","0.7 to 1.1"
"age.cat>=65",1.6,"8.97e-03","1.1 to 2.4"
"gendermale",0.8,"1.85e-01","0.5 to 1.1"
"tnm_stageII",1.7,"3.94e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.66e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"8.10e-02","0.9 to 8.9"
"COL5A1_cna",0.9,"4.17e-01","0.7 to 1.2"
"age.cat>=65",1.7,"8.11e-03","1.1 to 2.4"
"gendermale",0.8,"2.71e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.77e-01","0.5 to 5.8"
"tnm_stageIII",2.1,"2.45e-01","0.6 to 7.1"
"tnm_stageIV",2.9,"6.94e-02","0.9 to 9.3"
"ARID5B_cna",0.8,"2.52e-01","0.6 to 1.1"
"age.cat>=65",1.6,"1.20e-02","1.1 to 2.3"
"gendermale",0.7,"1.61e-01","0.5 to 1.1"
"tnm_stageII",1.6,"4.44e-01","0.5 to 5.4"
"tnm_stageIII",2,"2.73e-01","0.6 to 6.8"
"tnm_stageIV",2.8,"8.57e-02","0.9 to 8.7"
"OVOL1_cna",0.8,"1.87e-01","0.7 to 1.1"
"age.cat>=65",1.5,"2.14e-02","1.1 to 2.2"
"gendermale",0.8,"2.36e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.22e-01","0.5 to 5.6"
"tnm_stageIII",1.9,"3.11e-01","0.6 to 6.5"
"tnm_stageIV",2.7,"9.77e-02","0.8 to 8.5"
"LAG3_cna",0.9,"2.95e-01","0.6 to 1.1"
"age.cat>=65",1.6,"1.17e-02","1.1 to 2.3"
"gendermale",0.8,"2.54e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.32e-01","0.5 to 5.5"
"tnm_stageIII",2,"2.61e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"8.25e-02","0.9 to 8.8"
"LAG3_mut",1.5,"4.46e-01","0.5 to 4"
"age.cat>=65",1.6,"1.22e-02","1.1 to 2.3"
"gendermale",0.8,"2.75e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.87e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.59e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"7.97e-02","0.9 to 8.9"
"ARID2_cna",1,"7.75e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.02e-02","1.1 to 2.3"
"gendermale",0.8,"2.48e-01","0.5 to 1.2"
"tnm_stageII",1.7,"4.08e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.67e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"8.14e-02","0.9 to 8.9"
"ARID2_mut",1,"9.91e-01","0.6 to 1.7"
"age.cat>=65",1.6,"1.05e-02","1.1 to 2.3"
"gendermale",0.8,"2.43e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.91e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.73e-02","0.9 to 9"
"IFNG_cna",1,"8.10e-01","0.8 to 1.4"
"age.cat>=65",1.6,"1.11e-02","1.1 to 2.3"
"gendermale",0.8,"2.44e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.77e-01","0.5 to 5.9"
"tnm_stageIII",2.1,"2.50e-01","0.6 to 7.1"
"tnm_stageIV",2.9,"7.47e-02","0.9 to 9.2"
"TCP11L2_cna",1,"8.16e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.03e-02","1.1 to 2.3"
"gendermale",0.8,"2.43e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.90e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.55e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.73e-02","0.9 to 9"
"TCP11L2_mut",1.5,"4.13e-01","0.6 to 4.2"
"age.cat>=65",1.6,"9.06e-03","1.1 to 2.4"
"gendermale",0.8,"2.25e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.21e-01","0.5 to 5.6"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.68e-02","0.9 to 9"
"B2M_cna",1.1,"5.34e-01","0.8 to 1.4"
"age.cat>=65",1.6,"1.07e-02","1.1 to 2.3"
"gendermale",0.8,"2.53e-01","0.5 to 1.2"
"tnm_stageII",1.8,"3.68e-01","0.5 to 5.9"
"tnm_stageIII",2.1,"2.41e-01","0.6 to 7.2"
"tnm_stageIV",2.9,"6.89e-02","0.9 to 9.3"
"B2M_mut",2.8,"4.68e-02","1 to 7.9"
"age.cat>=65",1.6,"1.20e-02","1.1 to 2.3"
"gendermale",0.8,"2.77e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.29e-01","0.5 to 5.5"
"tnm_stageIII",2,"2.60e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"7.78e-02","0.9 to 8.9"
"TP53_cna",0.9,"2.92e-01","0.7 to 1.1"
"age.cat>=65",1.6,"1.12e-02","1.1 to 2.3"
"gendermale",0.8,"2.51e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.25e-01","0.5 to 5.5"
"tnm_stageIII",2,"2.69e-01","0.6 to 6.8"
"tnm_stageIV",2.7,"8.81e-02","0.9 to 8.7"
"TP53_mut",1.2,"3.59e-02","1 to 1.4"
"age.cat>=65",1.6,"1.49e-02","1.1 to 2.3"
"gendermale",0.8,"3.32e-01","0.5 to 1.2"
"tnm_stageII",1.7,"4.07e-01","0.5 to 5.6"
"tnm_stageIII",2,"2.75e-01","0.6 to 6.8"
"tnm_stageIV",2.8,"8.05e-02","0.9 to 8.9"
"TMEM88_cna",0.9,"2.93e-01","0.7 to 1.1"
"age.cat>=65",1.6,"1.07e-02","1.1 to 2.3"
"gendermale",0.8,"2.37e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.21e-01","0.5 to 5.6"
"tnm_stageIII",2,"2.60e-01","0.6 to 6.9"
"tnm_stageIV",2.7,"8.72e-02","0.9 to 8.7"
"MYOCD_cna",0.8,"1.38e-01","0.6 to 1.1"
"age.cat>=65",1.6,"9.52e-03","1.1 to 2.3"
"gendermale",0.8,"2.53e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.36e-01","0.5 to 5.5"
"tnm_stageIII",2,"2.63e-01","0.6 to 6.9"
"tnm_stageIV",2.7,"8.87e-02","0.9 to 8.7"
"MYOCD_mut",NA," NA","NA to NA"
"age.cat>=65",1.6,"1.04e-02","1.1 to 2.3"
"gendermale",0.8,"2.43e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.90e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.72e-02","0.9 to 9"
"NCOR1_cna",0.9,"6.15e-01","0.7 to 1.2"
"age.cat>=65",1.6,"9.81e-03","1.1 to 2.3"
"gendermale",0.8,"2.69e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.90e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.8,"8.10e-02","0.9 to 8.9"
"NCOR1_mut",83.5,"3.32e-04","7.5 to 936.2"
"age.cat>=65",1.6,"1.49e-02","1.1 to 2.3"
"gendermale",0.8,"2.14e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.92e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"8.13e-02","0.9 to 8.8"
"NF1_cna",1.1,"4.59e-01","0.8 to 1.6"
"age.cat>=65",1.6,"1.13e-02","1.1 to 2.3"
"gendermale",0.8,"2.08e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.87e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.82e-01","0.6 to 6.8"
"tnm_stageIV",2.8,"8.17e-02","0.9 to 8.8"
"NF1_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.6,"1.15e-02","1.1 to 2.3"
"gendermale",0.8,"2.48e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.88e-01","0.5 to 5.8"
"tnm_stageIII",2.1,"2.39e-01","0.6 to 7.2"
"tnm_stageIV",2.8,"7.75e-02","0.9 to 9"
"ALPK2_cna",0.9,"2.88e-01","0.7 to 1.1"
"age.cat>=65",1.6,"9.30e-03","1.1 to 2.4"
"gendermale",0.8,"2.36e-01","0.5 to 1.2"
"tnm_stageII",1.8,"3.53e-01","0.5 to 6"
"tnm_stageIII",2.1,"2.25e-01","0.6 to 7.4"
"tnm_stageIV",2.9,"6.87e-02","0.9 to 9.3"
"ALPK2_mut",2.1,"1.35e-01","0.8 to 5.8"
"age.cat>=65",1.6,"9.12e-03","1.1 to 2.4"
"gendermale",0.8,"2.30e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.95e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.8,"8.00e-02","0.9 to 8.9"
"LPAR2_cna",0.6,"6.74e-03","0.5 to 0.9"
"age.cat>=65",1.7,"5.96e-03","1.2 to 2.4"
"gendermale",0.8,"3.04e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.68e-01","0.5 to 5.9"
"tnm_stageIII",2,"2.85e-01","0.6 to 6.7"
"tnm_stageIV",2.9,"7.24e-02","0.9 to 9.1"
"TGFB1_cna",0.7,"7.46e-02","0.5 to 1"
"age.cat>=65",1.6,"8.48e-03","1.1 to 2.4"
"gendermale",0.8,"1.85e-01","0.5 to 1.1"
"tnm_stageII",1.7,"3.91e-01","0.5 to 5.7"
"tnm_stageIII",1.9,"2.88e-01","0.6 to 6.7"
"tnm_stageIV",2.8,"7.53e-02","0.9 to 9"
"CIC_cna",0.8,"1.04e-01","0.6 to 1.1"
"age.cat>=65",1.6,"8.75e-03","1.1 to 2.4"
"gendermale",0.8,"1.89e-01","0.5 to 1.1"
"tnm_stageII",1.7,"3.79e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.85e-01","0.6 to 6.7"
"tnm_stageIV",2.8,"7.54e-02","0.9 to 9"
"CIC_mut",4.8,"3.44e-03","1.7 to 13.9"
"age.cat>=65",1.6,"1.48e-02","1.1 to 2.3"
"gendermale",0.8,"2.15e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.92e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"8.12e-02","0.9 to 8.8"
"CSNK2A1_cna",0.9,"3.68e-01","0.7 to 1.2"
"age.cat>=65",1.6,"9.65e-03","1.1 to 2.4"
"gendermale",0.8,"2.00e-01","0.5 to 1.1"
"tnm_stageII",1.7,"3.95e-01","0.5 to 5.7"
"tnm_stageIII",2.1,"2.45e-01","0.6 to 7.1"
"tnm_stageIV",2.9,"7.11e-02","0.9 to 9.2"
"CSNK2A1_mut",1.5,"1.78e-01","0.8 to 2.7"
"age.cat>=65",1.6,"1.44e-02","1.1 to 2.3"
"gendermale",0.8,"1.99e-01","0.5 to 1.1"
"tnm_stageII",1.7,"4.08e-01","0.5 to 5.6"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.8,"8.25e-02","0.9 to 8.8"
"ASXL1_cna",1,"8.26e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.03e-02","1.1 to 2.3"
"gendermale",0.8,"2.47e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.92e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.53e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.72e-02","0.9 to 9"
"ASXL1_mut",1.2,"5.54e-01","0.7 to 2"
"age.cat>=65",1.6,"1.44e-02","1.1 to 2.3"
"gendermale",0.8,"2.21e-01","0.5 to 1.2"
"tnm_stageII",1.7,"4.13e-01","0.5 to 5.6"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.94e-02","0.9 to 8.9"
"IFNGR2_cna",1,"7.87e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.13e-02","1.1 to 2.3"
"gendermale",0.8,"2.34e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.86e-01","0.5 to 5.8"
"tnm_stageIII",2.1,"2.51e-01","0.6 to 7.1"
"tnm_stageIV",2.8,"7.58e-02","0.9 to 9"
"IFNGR2_mut",NA," NA","NA to NA"
"age.cat>=65",1.6,"1.04e-02","1.1 to 2.3"
"gendermale",0.8,"2.43e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.90e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.72e-02","0.9 to 9"
"EP300_cna",1,"9.96e-01","0.7 to 1.4"
"age.cat>=65",1.6,"1.08e-02","1.1 to 2.3"
"gendermale",0.8,"2.44e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.90e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.73e-02","0.9 to 9"
"EP300_mut",1,"9.10e-01","0.5 to 2.2"
"age.cat>=65",1.6,"1.04e-02","1.1 to 2.3"
"gendermale",0.8,"2.60e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.92e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.57e-01","0.6 to 7"
"tnm_stageIV",2.8,"7.72e-02","0.9 to 9"
"DDX3X_cna",0.7,"3.00e-02","0.6 to 1"
"age.cat>=65",1.6,"1.46e-02","1.1 to 2.3"
"gendermale",0.7,"1.07e-01","0.5 to 1.1"
"tnm_stageII",1.8,"3.56e-01","0.5 to 6"
"tnm_stageIII",2.2,"2.04e-01","0.6 to 7.6"
"tnm_stageIV",3,"6.07e-02","1 to 9.6"
"DDX3X_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.7,"7.05e-03","1.1 to 2.4"
"gendermale",0.8,"2.80e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.91e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.58e-01","0.6 to 7"
"tnm_stageIV",2.9,"7.30e-02","0.9 to 9.1"
"SSX5_cna",0.7,"5.39e-03","0.5 to 0.9"
"age.cat>=65",1.5,"2.31e-02","1.1 to 2.2"
"gendermale",0.7,"6.94e-02","0.5 to 1"
"tnm_stageII",1.7,"3.87e-01","0.5 to 5.8"
"tnm_stageIII",2.2,"2.13e-01","0.6 to 7.5"
"tnm_stageIV",3.1,"5.73e-02","1 to 9.8"
"FOXP3_cna",0.7,"1.95e-02","0.5 to 0.9"
"age.cat>=65",1.6,"1.71e-02","1.1 to 2.3"
"gendermale",0.7,"8.05e-02","0.5 to 1"
"tnm_stageII",1.7,"3.88e-01","0.5 to 5.8"
"tnm_stageIII",2.2,"2.14e-01","0.6 to 7.5"
"tnm_stageIV",3,"6.33e-02","0.9 to 9.5"
"SMC1A_cna",0.7,"2.28e-02","0.5 to 1"
"age.cat>=65",1.6,"2.02e-02","1.1 to 2.2"
"gendermale",0.7,"8.96e-02","0.5 to 1.1"
"tnm_stageII",1.7,"3.84e-01","0.5 to 5.8"
"tnm_stageIII",2.2,"2.06e-01","0.6 to 7.6"
"tnm_stageIV",3,"6.29e-02","0.9 to 9.5"
"MORC4_cna",0.9,"7.21e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.08e-02","1.1 to 2.3"
"gendermale",0.8,"2.77e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.89e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.64e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"7.92e-02","0.9 to 8.9"
"MORC4_mut",2.4,"5.74e-02","1 to 6"
"age.cat>=65",1.6,"1.00e-02","1.1 to 2.3"
"gendermale",0.8,"3.19e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.26e-01","0.5 to 5.5"
"tnm_stageIII",2,"2.62e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"7.98e-02","0.9 to 8.9"
"CUL4B_cna",1,"8.39e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.04e-02","1.1 to 2.3"
"gendermale",0.8,"2.63e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.88e-01","0.5 to 5.8"
"tnm_stageIII",2,"2.61e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"7.83e-02","0.9 to 8.9"
"CUL4B_mut",1.6,"3.58e-01","0.6 to 4.4"
"age.cat>=65",1.6,"8.94e-03","1.1 to 2.4"
"gendermale",0.8,"2.90e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.89e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.59e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"7.95e-02","0.9 to 8.9"
"TMB",0.9,"1.53e-01","0.9 to 1"
"age.cat>=65",1.7,"4.93e-03","1.2 to 2.5"
"gendermale",0.8,"2.62e-01","0.5 to 1.2"
"tnm_stageII",1.7,"4.16e-01","0.5 to 5.6"
"tnm_stageIII",1.9,"2.88e-01","0.6 to 6.7"
"tnm_stageIV",2.8,"7.71e-02","0.9 to 9"
"PDL1",1,"6.92e-01","1 to 1"
"age.cat>=65",1.6,"1.17e-02","1.1 to 2.3"
"gendermale",0.8,"2.27e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.71e-01","0.5 to 5.9"
"tnm_stageIII",2.1,"2.39e-01","0.6 to 7.3"
"tnm_stageIV",2.9,"7.34e-02","0.9 to 9.1"
"silent.catmed",1.7,"3.45e-02","1 to 2.8"
"silent.cathigh",1.1,"8.11e-01","0.6 to 1.9"
"age.cat>=65",1.7,"9.51e-03","1.1 to 2.4"
"gendermale",0.7,"1.47e-01","0.5 to 1.1"
"tnm_stageII",1.8,"3.42e-01","0.5 to 6.1"
"tnm_stageIII",2.1,"2.28e-01","0.6 to 7.3"
"tnm_stageIV",2.8,"8.03e-02","0.9 to 9"
"missense.catmed",1.6,"7.14e-02","1 to 2.7"
"missense.cathigh",1.2,"6.36e-01","0.6 to 2.1"
"age.cat>=65",1.6,"1.23e-02","1.1 to 2.4"
"gendermale",0.8,"2.39e-01","0.5 to 1.2"
"tnm_stageII",1.8,"3.58e-01","0.5 to 6"
"tnm_stageIII",2.2,"2.14e-01","0.6 to 7.5"
"tnm_stageIV",2.7,"9.07e-02","0.9 to 8.7"
"nonsense.catmed",1.5,"8.72e-02","0.9 to 2.4"
"nonsense.cathigh",1.1,"7.64e-01","0.6 to 1.8"
"age.cat>=65",1.6,"1.43e-02","1.1 to 2.3"
"gendermale",0.8,"1.95e-01","0.5 to 1.1"
"tnm_stageII",1.8,"3.31e-01","0.5 to 6.2"
"tnm_stageIII",2.2,"2.18e-01","0.6 to 7.4"
"tnm_stageIV",3,"6.57e-02","0.9 to 9.4"
"frameshift.catmed",1.7,"1.86e-02","1.1 to 2.7"
"frameshift.cathigh",1.7,"4.05e-02","1 to 2.8"
"age.cat>=65",1.7,"5.63e-03","1.2 to 2.4"
"gendermale",0.8,"2.54e-01","0.5 to 1.2"
"tnm_stageII",1.6,"4.23e-01","0.5 to 5.5"
"tnm_stageIII",2.2,"2.20e-01","0.6 to 7.4"
"tnm_stageIV",2.8,"8.31e-02","0.9 to 8.8"
"total.catmed",1.7,"4.46e-02","1 to 2.9"
"total.cathigh",1.5,"2.06e-01","0.8 to 2.6"
"age.cat>=65",1.5,"2.26e-02","1.1 to 2.3"
"gendermale",0.8,"2.26e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.71e-01","0.5 to 5.9"
"tnm_stageIII",2.2,"2.17e-01","0.6 to 7.5"
"tnm_stageIV",2.6,"1.07e-01","0.8 to 8.3"
"GZMA.catmed",0.9,"6.83e-01","0.6 to 1.4"
"GZMA.cathigh",0.9,"6.86e-01","0.5 to 1.5"
"age.cat>=65",1.6,"1.01e-02","1.1 to 2.3"
"gendermale",0.8,"2.41e-01","0.5 to 1.2"
"tnm_stageII",1.7,"4.07e-01","0.5 to 5.7"
"tnm_stageIII",2,"2.68e-01","0.6 to 6.9"
"tnm_stageIV",2.8,"8.00e-02","0.9 to 8.9"
"PRF1.catmed",0.9,"4.91e-01","0.6 to 1.3"
"PRF1.cathigh",0.6,"9.30e-02","0.4 to 1.1"
"age.cat>=65",1.7,"7.27e-03","1.1 to 2.4"
"gendermale",0.8,"1.66e-01","0.5 to 1.1"
"tnm_stageII",1.7,"4.13e-01","0.5 to 5.6"
"tnm_stageIII",1.9,"2.92e-01","0.6 to 6.7"
"tnm_stageIV",2.8,"8.53e-02","0.9 to 8.7"
"nmdptc_max.catmed",1.6,"6.04e-02","1 to 2.5"
"nmdptc_max.cathigh",1.6,"7.52e-02","1 to 2.7"
"age.cat>=65",1.6,"1.25e-02","1.1 to 2.3"
"gendermale",0.8,"3.60e-01","0.6 to 1.2"
"tnm_stageII",1.8,"3.60e-01","0.5 to 6"
"tnm_stageIII",2.2,"2.10e-01","0.6 to 7.6"
"tnm_stageIV",3,"6.10e-02","1 to 9.6"
"nmdptc_n_decayed.catmed",1.6,"3.76e-02","1 to 2.6"
"nmdptc_n_decayed.cathigh",1.5,"1.21e-01","0.9 to 2.4"
"age.cat>=65",1.5,"2.25e-02","1.1 to 2.2"
"gendermale",0.8,"3.42e-01","0.5 to 1.2"
"tnm_stageII",2,"2.81e-01","0.6 to 6.7"
"tnm_stageIII",2.3,"1.88e-01","0.7 to 7.9"
"tnm_stageIV",3.1,"5.81e-02","1 to 9.8"
"nmdptc_frac_decayed.catmed",1.5,"1.09e-01","0.9 to 2.4"
"nmdptc_frac_decayed.cathigh",1.6,"7.36e-02","1 to 2.7"
"age.cat>=65",1.6,"1.24e-02","1.1 to 2.3"
"gendermale",0.8,"3.06e-01","0.5 to 1.2"
"tnm_stageII",1.8,"3.65e-01","0.5 to 5.9"
"tnm_stageIII",2.1,"2.27e-01","0.6 to 7.4"
"tnm_stageIV",3,"6.07e-02","1 to 9.6"
"nmdptc_med.catmed",1.9,"1.21e-02","1.2 to 3.2"
"nmdptc_med.cathigh",1.8,"4.06e-02","1 to 3.1"
"age.cat>=65",1.6,"8.22e-03","1.1 to 2.4"
"gendermale",0.8,"3.77e-01","0.6 to 1.2"
"tnm_stageII",1.9,"3.11e-01","0.6 to 6.4"
"tnm_stageIII",2.4,"1.68e-01","0.7 to 8.3"
"tnm_stageIV",3.3,"4.30e-02","1 to 10.6"
"nmdptc_med.wt.catmed",1.6,"5.11e-02","1 to 2.7"
"nmdptc_med.wt.cathigh",1.8,"3.94e-02","1 to 3"
"age.cat>=65",1.6,"1.32e-02","1.1 to 2.3"
"gendermale",0.8,"3.57e-01","0.6 to 1.2"
"tnm_stageII",1.8,"3.36e-01","0.5 to 6.1"
"tnm_stageIII",2.2,"2.15e-01","0.6 to 7.5"
"tnm_stageIV",3.1,"5.26e-02","1 to 10"
"nmdptc_mean.catmed",1.8,"1.80e-02","1.1 to 3"
"nmdptc_mean.cathigh",1.5,"1.45e-01","0.9 to 2.7"
"age.cat>=65",1.6,"1.47e-02","1.1 to 2.3"
"gendermale",0.8,"3.61e-01","0.6 to 1.2"
"tnm_stageII",1.9,"2.84e-01","0.6 to 6.6"
"tnm_stageIII",2.4,"1.65e-01","0.7 to 8.3"
"tnm_stageIV",3.3,"4.32e-02","1 to 10.6"
"nmdptc_mean.wt.catmed",1.7,"2.65e-02","1.1 to 2.8"
"nmdptc_mean.wt.cathigh",1.7,"6.24e-02","1 to 2.9"
"age.cat>=65",1.6,"1.21e-02","1.1 to 2.3"
"gendermale",0.8,"3.75e-01","0.6 to 1.2"
"tnm_stageII",1.9,"3.20e-01","0.5 to 6.3"
"tnm_stageIII",2.3,"1.87e-01","0.7 to 7.9"
"tnm_stageIV",3.2,"4.84e-02","1 to 10.2"
"nmdfs_max.catmed",1.6,"6.81e-02","1 to 2.5"
"nmdfs_max.cathigh",1.4,"2.52e-01","0.8 to 2.4"
"age.cat>=65",1.5,"3.19e-02","1 to 2.2"
"gendermale",0.8,"3.40e-01","0.6 to 1.2"
"tnm_stageII",1.8,"3.33e-01","0.5 to 6.2"
"tnm_stageIII",2.2,"2.06e-01","0.6 to 7.6"
"tnm_stageIV",3,"6.29e-02","0.9 to 9.5"
"nmdfs_n_decayed.catmed",1.2,"3.65e-01","0.8 to 1.9"
"nmdfs_n_decayed.cathigh",1.2,"4.22e-01","0.8 to 1.9"
"age.cat>=65",1.6,"1.55e-02","1.1 to 2.3"
"gendermale",0.8,"2.95e-01","0.5 to 1.2"
"tnm_stageII",1.7,"3.69e-01","0.5 to 5.9"
"tnm_stageIII",2.1,"2.45e-01","0.6 to 7.1"
"tnm_stageIV",2.8,"7.58e-02","0.9 to 9"
"nmdfs_frac_decayed.catmed",1.9,"1.45e-02","1.1 to 3.1"
"nmdfs_frac_decayed.cathigh",1.3,"2.87e-01","0.8 to 2.2"
"age.cat>=65",1.6,"1.60e-02","1.1 to 2.3"
"gendermale",0.8,"3.62e-01","0.6 to 1.2"
"tnm_stageII",1.4,"5.63e-01","0.4 to 4.9"
"tnm_stageIII",1.9,"2.95e-01","0.6 to 6.6"
"tnm_stageIV",2.7,"8.84e-02","0.9 to 8.7"
"nmdfs_med.catmed",1.7,"2.24e-02","1.1 to 2.8"
"nmdfs_med.cathigh",1.5,"1.26e-01","0.9 to 2.7"
"age.cat>=65",1.6,"1.72e-02","1.1 to 2.3"
"gendermale",0.8,"3.86e-01","0.6 to 1.3"
"tnm_stageII",1.9,"3.02e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.03e-01","0.6 to 7.6"
"tnm_stageIV",3.2,"4.64e-02","1 to 10.3"
"nmdfs_med.wt.catmed",1.8,"1.74e-02","1.1 to 2.9"
"nmdfs_med.wt.cathigh",1.4,"2.68e-01","0.8 to 2.4"
"age.cat>=65",1.6,"1.46e-02","1.1 to 2.3"
"gendermale",0.8,"4.07e-01","0.6 to 1.3"
"tnm_stageII",1.8,"3.49e-01","0.5 to 6.1"
"tnm_stageIII",2.1,"2.29e-01","0.6 to 7.3"
"tnm_stageIV",3.1,"5.67e-02","1 to 9.8"
"nmdfs_mean.catmed",1.6,"4.10e-02","1 to 2.6"
"nmdfs_mean.cathigh",1.2,"5.68e-01","0.7 to 2.1"
"age.cat>=65",1.6,"1.92e-02","1.1 to 2.3"
"gendermale",0.8,"3.57e-01","0.5 to 1.2"
"tnm_stageII",1.9,"2.89e-01","0.6 to 6.6"
"tnm_stageIII",2.4,"1.73e-01","0.7 to 8.1"
