"var","hr","pval","hr_ci95"
"age.cat>=65",3,"1.31e-02","1.3 to 6.9"
"TMB.cathigh",0.8,"4.84e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.43e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"5.08e-01","0.3 to 1.9"
"JAK2_cna",0.7,"1.32e-01","0.4 to 1.1"
"age.cat>=65",3.1,"1.04e-02","1.3 to 7.3"
"TMB.cathigh",0.8,"5.80e-01","0.4 to 1.6"
"PDL1.catmed",0.9,"8.17e-01","0.4 to 2"
"PDL1.cathigh",0.8,"6.02e-01","0.3 to 2"
"JAK2_mut",0.8,"5.91e-01","0.3 to 2"
"age.cat>=65",3.1,"9.99e-03","1.3 to 7.4"
"TMB.cathigh",0.8,"5.23e-01","0.4 to 1.6"
"PDL1.catmed",0.8,"5.80e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"5.09e-01","0.3 to 1.9"
"CD274_cna",0.7,"9.42e-02","0.4 to 1.1"
"age.cat>=65",3,"1.16e-02","1.3 to 7.2"
"TMB.cathigh",0.8,"6.21e-01","0.4 to 1.6"
"PDL1.catmed",0.9,"8.37e-01","0.4 to 2.1"
"PDL1.cathigh",0.8,"6.52e-01","0.3 to 2.1"
"COL5A1_cna",0.7,"1.75e-01","0.4 to 1.2"
"age.cat>=65",3,"1.21e-02","1.3 to 7.1"
"TMB.cathigh",0.8,"5.10e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"8.47e-01","0.4 to 2.1"
"PDL1.cathigh",0.8,"6.79e-01","0.3 to 2.1"
"ARID5B_cna",1.1,"6.42e-01","0.6 to 2"
"age.cat>=65",3.1,"1.16e-02","1.3 to 7.3"
"TMB.cathigh",0.8,"4.55e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.59e-01","0.4 to 1.9"
"PDL1.cathigh",0.7,"4.83e-01","0.3 to 1.8"
"ARID5B_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",2.9,"1.37e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"5.29e-01","0.4 to 1.6"
"PDL1.catmed",0.8,"5.84e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"4.65e-01","0.3 to 1.8"
"OVOL1_cna",0.9,"8.02e-01","0.5 to 1.6"
"age.cat>=65",2.9,"1.56e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"4.85e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.28e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"4.95e-01","0.3 to 1.9"
"LAG3_cna",0.8,"5.17e-01","0.5 to 1.4"
"age.cat>=65",3,"1.19e-02","1.3 to 7.1"
"TMB.cathigh",0.8,"4.34e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.26e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"4.98e-01","0.3 to 1.9"
"ARID2_cna",0.8,"5.09e-01","0.4 to 1.6"
"age.cat>=65",3,"1.29e-02","1.3 to 7"
"TMB.cathigh",0.8,"4.54e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.02e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"4.66e-01","0.3 to 1.8"
"ARID2_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",2.9,"1.36e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"4.76e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.40e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"5.30e-01","0.3 to 1.9"
"IFNG_cna",0.6,"1.44e-01","0.3 to 1.2"
"age.cat>=65",2.9,"1.55e-02","1.2 to 6.7"
"TMB.cathigh",0.8,"4.49e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.54e-01","0.4 to 2"
"PDL1.cathigh",0.8,"6.00e-01","0.3 to 2"
"TCP11L2_cna",0.7,"3.39e-01","0.4 to 1.4"
"age.cat>=65",2.9,"1.38e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"5.00e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"5.92e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"5.02e-01","0.3 to 1.9"
"B2M_cna",1.2,"5.72e-01","0.7 to 2"
"age.cat>=65",2.9,"1.50e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"5.41e-01","0.4 to 1.6"
"PDL1.catmed",0.8,"6.55e-01","0.4 to 1.9"
"PDL1.cathigh",0.7,"4.63e-01","0.3 to 1.8"
"B2M_mut",1.6,"2.13e-01","0.8 to 3.5"
"age.cat>=65",3.2,"9.61e-03","1.3 to 7.5"
"TMB.cathigh",0.7,"3.81e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"5.56e-01","0.3 to 1.8"
"PDL1.cathigh",0.7,"5.07e-01","0.3 to 1.9"
"TP53_cna",0.9,"8.44e-01","0.5 to 1.7"
"age.cat>=65",2.9,"1.59e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"4.90e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.23e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"4.95e-01","0.3 to 1.9"
"TP53_mut",2.6,"7.25e-02","0.9 to 7.3"
"age.cat>=65",3.1,"1.03e-02","1.3 to 7.3"
"TMB.cathigh",0.8,"4.00e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"5.65e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"5.07e-01","0.3 to 1.9"
"TMEM88_cna",0.9,"8.44e-01","0.5 to 1.7"
"age.cat>=65",2.9,"1.59e-02","1.2 to 6.9"
"TMB.cathigh",0.8,"4.90e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"6.23e-01","0.4 to 1.8"
"PDL1.cathigh",0.7,"4.95e-01","0.3 to 1.9"
