"var","hr","pval","hr_ci95"
"cyt.catmed",0.8,"3.34e-01","0.6 to 1.2"
"cyt.cathigh",0.7,"1.32e-01","0.4 to 1.1"
"cyt.bool1",0.7,"1.42e-01","0.4 to 1.1"
"gendermale",0,"9.94e-01","0 to Inf"
"raceasian",50781.9,"9.95e-01","0 to Inf"
"raceblack or african american",71625.6,"9.95e-01","0 to Inf"
"racewhite",58788.9,"9.95e-01","0 to Inf"
"tnm_stageII",1.6,"9.41e-02","0.9 to 2.9"
"tnm_stageIII",3.3,"7.78e-05","1.8 to 5.9"
"tnm_stageIV",11.6,"2.70e-10","5.4 to 25"
"tnm_stageX",4.9,"1.18e-03","1.9 to 12.8"
"TMB.cathigh",1.1,"7.29e-01","0.8 to 1.5"
"PDL1.cat0positive",0,"1.59e-05","0 to 0.2"
"PDL1.catmed",0.8,"1.95e-01","0.5 to 1.1"
"PDL1.cathigh",0.9,"5.46e-01","0.6 to 1.4"
"age.cat>=65",2.2,"4.72e-06","1.6 to 3.1"
"nmdptc_mut.bool1",0.9,"6.45e-01","0.6 to 1.4"
"nmdfs_mut.bool1",1.1,"4.74e-01","0.8 to 1.7"
"nmdns_mut.bool1",0.9,"4.26e-01","0.6 to 1.2"
"silent",1,"5.17e-03","1 to 1"
"missense",1,"2.23e-03","1 to 1"
"nonstop",1.3,"7.36e-02","1 to 1.7"
"nonsense",1,"2.31e-05","1 to 1"
"frameshift",1,"9.09e-01","1 to 1"
"total",1,"2.72e-03","1 to 1"
"GZMA",1,"6.70e-02","1 to 1"
"PRF1",1,"6.78e-02","0.9 to 1"
"cyt",1,"5.95e-02","1 to 1"
"nmdptc_max",1,"7.02e-01","1 to 1"
"nmdptc_n_decayed",1,"7.48e-01","1 to 1"
"nmdptc_frac_decayed",1,"8.41e-01","0.7 to 1.6"
"nmdptc_med",1,"4.96e-01","0.9 to 1.2"
"nmdptc_med.wt",1,"7.62e-01","0.9 to 1.2"
"nmdptc_mean",1,"4.44e-01","0.9 to 1.2"
"nmdptc_mean.wt",1,"7.29e-01","0.9 to 1.2"
"nmdfs_max",1,"4.77e-01","1 to 1"
"nmdfs_n_decayed",1,"4.15e-01","1 to 1"
"nmdfs_frac_decayed",1.1,"7.07e-01","0.7 to 1.6"
"nmdfs_med",1,"7.57e-01","0.9 to 1"
"nmdfs_med.wt",1,"7.07e-01","0.9 to 1.1"
"nmdfs_mean",1,"7.73e-01","0.9 to 1"
"nmdfs_mean.wt",1,"7.05e-01","0.9 to 1.1"
"nmdns_max",1,"4.95e-01","1 to 1"
"nmdns_n_decayed",1,"4.81e-01","1 to 1"
"nmdns_frac_decayed",0.9,"7.59e-01","0.6 to 1.4"
"nmdns_med",1,"5.19e-01","1 to 1.1"
"nmdns_med.wt",1,"5.25e-01","1 to 1.1"
"nmdns_mean",1,"4.86e-01","1 to 1.1"
"nmdns_mean.wt",1,"5.19e-01","1 to 1.1"
"TNFRSF4_cna",0.8,"1.32e-01","0.6 to 1.1"
"CNKSR1_cna",0.8,"2.07e-01","0.6 to 1.1"
"CNKSR1_mut",0,"9.95e-01","0 to Inf"
"FUBP1_cna",0.7,"3.04e-03","0.5 to 0.9"
"IL10_cna",1,"8.57e-01","0.7 to 1.3"
"IRF6_cna",0.9,"6.45e-01","0.7 to 1.2"
"DNMT3A_cna",1,"8.15e-01","0.7 to 1.3"
"DNMT3A_mut",0.1,"9.95e-01","0 to Inf"
"SOS1_cna",1.1,"6.16e-01","0.8 to 1.5"
"SOS1_mut",6.3,"3.36e-04","2.3 to 17.1"
"CASP8_cna",1,"9.11e-01","0.8 to 1.4"
"CASP8_mut",1,"9.91e-01","0.4 to 2.6"
"CTLA4_cna",1,"8.11e-01","0.8 to 1.4"
"DNER_cna",1,"7.88e-01","0.8 to 1.4"
"DNER_mut",0,"9.96e-01","0 to Inf"
"PDCD1_cna",0.9,"5.59e-01","0.7 to 1.2"
"PDCD1_mut",NA," NA","NA to NA"
"SLC22A14_cna",0.8,"2.03e-01","0.6 to 1.1"
"SLC22A14_mut",0,"9.94e-01","0 to Inf"
"PIK3CA_cna",1,"9.87e-01","0.8 to 1.3"
"PIK3CA_mut",0,"9.93e-01","0 to Inf"
"CXCL9_cna",1.3,"2.89e-02","1 to 1.7"
"CXCL10_cna",1.3,"2.89e-02","1 to 1.7"
"CXCL11_cna",1.3,"2.89e-02","1 to 1.7"
"TET2_cna",1.2,"2.49e-01","0.9 to 1.6"
"TET2_mut",0,"9.96e-01","0 to Inf"
"IL2_cna",1,"9.66e-01","0.8 to 1.3"
"IRF1_cna",1,"9.33e-01","0.8 to 1.3"
"HAVCR2_cna",0.9,"2.78e-01","0.7 to 1.1"
"TAP1_cna",1.2,"2.19e-01","0.9 to 1.5"
"IFNGR1_cna",1.3,"1.76e-02","1.1 to 1.7"
"IFNGR1_mut",NA," NA","NA to NA"
"MUC17_cna",0.8,"9.26e-02","0.6 to 1"
"MUC17_mut",2,"1.67e-01","0.7 to 5.4"
"MET_cna",0.9,"3.23e-01","0.7 to 1.1"
"MET_mut",0,"9.95e-01","0 to Inf"
