"var","hr","pval","hr_ci95"
"cyt.catmed",0.6,"2.03e-01","0.3 to 1.3"
"cyt.cathigh",0.4,"4.17e-02","0.2 to 1"
"cyt.bool1",0.4,"4.55e-02","0.2 to 1"
"raceasian",0.3,"1.85e-01","0 to 1.9"
"raceblack or african american",0.3,"1.60e-01","0.1 to 1.6"
"racenative hawaiian or other pacific islander",NA," NA","NA to NA"
"racewhite",0.3,"1.38e-01","0.1 to 1.4"
"TMB.cathigh",0.9,"8.29e-01","0.5 to 1.7"
"PDL1.cat0positive",3309277,"9.97e-01","0 to Inf"
"PDL1.catmed",0.9,"7.71e-01","0.4 to 2"
"PDL1.cathigh",0.9,"8.37e-01","0.4 to 2.2"
"age.cat>=65",2.5,"2.19e-02","1.1 to 5.3"
"nmdptc_mut.bool1",1,"9.94e-01","0.2 to 4.1"
"nmdfs_mut.bool1",0.8,"5.47e-01","0.4 to 1.5"
"nmdns_mut.bool1",1,"9.53e-01","0.3 to 2.7"
"silent",1,"4.77e-01","1 to 1"
"missense",1,"4.47e-01","1 to 1"
"nonstop",1,"9.79e-01","0.8 to 1.3"
"nonsense",1,"4.96e-01","1 to 1"
"frameshift",1,"7.85e-01","0.9 to 1.1"
"total",1,"5.38e-01","1 to 1"
"GZMA",1,"6.51e-02","1 to 1"
"PRF1",1,"6.33e-02","0.9 to 1"
"cyt",1,"6.01e-02","1 to 1"
"nmdptc_max",0.9,"1.93e-01","0.8 to 1"
"nmdptc_n_decayed",1,"6.99e-01","1 to 1"
"nmdptc_frac_decayed",0.3,"1.54e-02","0.1 to 0.8"
"nmdptc_med",0.8,"1.61e-01","0.5 to 1.1"
"nmdptc_med.wt",0.9,"4.73e-01","0.5 to 1.3"
"nmdptc_mean",0.8,"3.04e-01","0.6 to 1.2"
"nmdptc_mean.wt",0.9,"5.05e-01","0.6 to 1.3"
"nmdfs_max",1,"7.54e-01","1 to 1.1"
"nmdfs_n_decayed",1,"6.86e-01","1 to 1"
"nmdfs_frac_decayed",0.6,"9.67e-02","0.3 to 1.1"
"nmdfs_med",1,"8.63e-01","0.8 to 1.2"
"nmdfs_med.wt",1,"9.53e-01","0.8 to 1.2"
"nmdfs_mean",1,"9.82e-01","0.8 to 1.2"
"nmdfs_mean.wt",1,"9.18e-01","0.8 to 1.2"
"nmdns_max",1,"3.69e-01","0.9 to 1.1"
"nmdns_n_decayed",1,"8.03e-01","1 to 1"
"nmdns_frac_decayed",0.8,"5.76e-01","0.3 to 1.9"
"nmdns_med",1,"7.49e-01","0.7 to 1.2"
"nmdns_med.wt",1,"7.32e-01","0.7 to 1.3"
"nmdns_mean",1,"8.24e-01","0.8 to 1.3"
"nmdns_mean.wt",0.9,"6.89e-01","0.7 to 1.3"
"TNFRSF4_cna",0.9,"5.50e-01","0.6 to 1.3"
"CNKSR1_cna",0.7,"2.27e-01","0.4 to 1.2"
"FUBP1_cna",1,"9.79e-01","0.6 to 1.7"
"IL10_cna",1.2,"5.54e-01","0.7 to 1.9"
"IRF6_cna",1.2,"5.26e-01","0.7 to 1.9"
"DNMT3A_cna",0.9,"6.34e-01","0.5 to 1.5"
"SOS1_cna",0.8,"5.68e-01","0.5 to 1.5"
"CASP8_cna",1.1,"7.36e-01","0.7 to 1.8"
"CASP8_mut",1.1,"6.56e-01","0.7 to 1.8"
"CTLA4_cna",0.8,"5.00e-01","0.5 to 1.4"
"DNER_cna",1.2,"4.70e-01","0.7 to 2.1"
"PDCD1_cna",1,"9.56e-01","0.6 to 1.6"
"SLC22A14_cna",0.9,"7.39e-01","0.6 to 1.5"
"PIK3CA_cna",0.8,"3.40e-01","0.5 to 1.3"
"CXCL9_cna",0.9,"5.70e-01","0.5 to 1.5"
"CXCL10_cna",0.9,"5.70e-01","0.5 to 1.5"
"CXCL11_cna",0.9,"5.70e-01","0.5 to 1.5"
"TET2_cna",0.8,"5.15e-01","0.5 to 1.5"
"TET2_mut",3.3,"2.15e-02","1.2 to 9.1"
"IL2_cna",1,"8.70e-01","0.5 to 1.7"
"IRF1_cna",0.7,"1.17e-01","0.4 to 1.1"
"HAVCR2_cna",0.7,"2.54e-01","0.4 to 1.3"
"TAP1_cna",1.4,"1.88e-01","0.9 to 2.2"
"TAP1_mut",0,"9.96e-01","0 to Inf"
"IFNGR1_cna",1.4,"8.11e-02","1 to 2.2"
"IFNGR1_mut",0.7,"4.92e-01","0.3 to 1.9"
"MUC17_cna",0.7,"1.56e-01","0.4 to 1.1"
"MUC17_mut",1.1,"7.89e-01","0.6 to 1.9"
"MET_cna",0.8,"2.25e-01","0.5 to 1.2"
"IDO1_cna",1.1,"7.99e-01","0.6 to 1.8"
"IDO1_mut",0,"9.97e-01","0 to Inf"
"JAK2_cna",0.7,"1.53e-01","0.5 to 1.1"
"JAK2_mut",1,"9.06e-01","0.4 to 2.2"
"CD274_cna",0.7,"1.01e-01","0.5 to 1.1"
"COL5A1_cna",0.7,"1.81e-01","0.4 to 1.2"
"ARID5B_cna",1,"8.99e-01","0.6 to 1.9"
"ARID5B_mut",0,"9.97e-01","0 to Inf"
"OVOL1_cna",0.9,"6.09e-01","0.5 to 1.5"
"LAG3_cna",0.9,"6.24e-01","0.5 to 1.5"
"ARID2_cna",0.8,"5.56e-01","0.4 to 1.6"
"ARID2_mut",0,"9.97e-01","0 to Inf"
"IFNG_cna",0.6,"1.22e-01","0.3 to 1.2"
"TCP11L2_cna",0.7,"3.28e-01","0.4 to 1.4"
"B2M_cna",1.2,"4.69e-01","0.7 to 2"
"B2M_mut",1.4,"3.85e-01","0.7 to 2.8"
"TP53_cna",0.9,"6.46e-01","0.5 to 1.5"
"TP53_mut",2.2,"1.25e-01","0.8 to 6"
"TMEM88_cna",0.9,"6.46e-01","0.5 to 1.5"
"MYOCD_cna",0.8,"4.52e-01","0.5 to 1.4"
"NCOR1_cna",0.8,"3.47e-01","0.5 to 1.3"
"NCOR1_mut",3.7,"2.03e-01","0.5 to 27"
"NF1_cna",1.1,"8.35e-01","0.6 to 1.9"
"NF1_mut",1.1,"7.63e-01","0.6 to 2"
"ALPK2_cna",0.7,"3.00e-01","0.4 to 1.3"
"LPAR2_cna",0.7,"1.22e-01","0.4 to 1.1"
"TGFB1_cna",0.9,"7.34e-01","0.6 to 1.5"
"CIC_cna",0.9,"5.00e-01","0.5 to 1.4"
"CSNK2A1_cna",0.8,"3.74e-01","0.5 to 1.3"
"ASXL1_cna",0.7,"2.31e-01","0.4 to 1.2"
"ASXL1_mut",0.8,"8.10e-01","0.2 to 3.6"
"IFNGR2_cna",1,"9.76e-01","0.5 to 1.9"
"IFNGR2_mut",0,"9.97e-01","0 to Inf"
"EP300_cna",0.8,"3.17e-01","0.5 to 1.3"
"EP300_mut",1.1,"5.64e-01","0.8 to 1.6"
"DDX3X_cna",1.1,"6.39e-01","0.7 to 1.8"
"SSX5_cna",1.1,"6.25e-01","0.7 to 1.9"
"SSX5_mut",NA," NA","NA to NA"
"FOXP3_cna",1.1,"6.25e-01","0.7 to 1.9"
"SMC1A_cna",1.1,"6.17e-01","0.7 to 1.9"
"SMC1A_mut",0,"9.97e-01","0 to Inf"
"MORC4_cna",0.5,"1.30e-02","0.3 to 0.9"
"MORC4_mut",0,"9.97e-01","0 to Inf"
"CUL4B_cna",0.5,"7.83e-03","0.3 to 0.8"
"TMB",1,"4.53e-01","0.9 to 1"
"PDL1",1,"5.36e-01","1 to 1"
"silent.catmed",1.2,"5.84e-01","0.6 to 2.5"
"silent.cathigh",0.9,"7.22e-01","0.4 to 2"
"missense.catmed",1.3,"4.59e-01","0.6 to 2.8"
"missense.cathigh",0.8,"6.35e-01","0.3 to 2"
"nonsense.catmed",1.2,"6.45e-01","0.6 to 2.4"
"nonsense.cathigh",0.9,"8.25e-01","0.4 to 2"
"frameshift.catmed",2.4,"2.84e-02","1.1 to 5.3"
"frameshift.cathigh",1.3,"4.90e-01","0.6 to 2.6"
"total.catmed",1.2,"6.85e-01","0.5 to 2.6"
"total.cathigh",1.1,"7.56e-01","0.5 to 2.7"
"GZMA.catmed",0.8,"5.69e-01","0.4 to 1.7"
"GZMA.cathigh",0.6,"3.15e-01","0.3 to 1.5"
"PRF1.catmed",1.2,"6.19e-01","0.6 to 2.6"
"PRF1.cathigh",0.6,"2.57e-01","0.2 to 1.5"
"nmdptc_max.catmed",0.6,"1.17e-01","0.3 to 1.1"
"nmdptc_max.cathigh",0.5,"1.31e-01","0.2 to 1.2"
"nmdptc_n_decayed.catmed",0.4,"6.83e-03","0.2 to 0.8"
"nmdptc_n_decayed.cathigh",0.4,"1.24e-02","0.2 to 0.8"
"nmdptc_frac_decayed.catmed",0.5,"3.22e-02","0.2 to 0.9"
"nmdptc_frac_decayed.cathigh",0.5,"8.92e-02","0.2 to 1.1"
"nmdptc_med.catmed",0.5,"2.59e-02","0.2 to 0.9"
"nmdptc_med.cathigh",0.6,"1.78e-01","0.3 to 1.3"
"nmdptc_med.wt.catmed",0.5,"3.19e-02","0.2 to 0.9"
"nmdptc_med.wt.cathigh",0.4,"6.13e-02","0.2 to 1"
"nmdptc_mean.catmed",0.5,"2.08e-02","0.2 to 0.9"
"nmdptc_mean.cathigh",0.5,"1.57e-01","0.2 to 1.3"
"nmdptc_mean.wt.catmed",0.4,"1.13e-02","0.2 to 0.8"
"nmdptc_mean.wt.cathigh",0.5,"1.07e-01","0.2 to 1.2"
"nmdfs_max.catmed",0.7,"2.80e-01","0.3 to 1.4"
"nmdfs_max.cathigh",1,"9.26e-01","0.5 to 2"
"nmdfs_n_decayed.catmed",0.6,"3.39e-01","0.2 to 1.7"
"nmdfs_n_decayed.cathigh",1.1,"8.11e-01","0.6 to 2.1"
"nmdfs_frac_decayed.catmed",0.7,"4.64e-01","0.3 to 1.8"
"nmdfs_frac_decayed.cathigh",0.5,"8.10e-02","0.3 to 1.1"
"nmdfs_med.catmed",0.4,"4.56e-02","0.2 to 1"
"nmdfs_med.cathigh",0.8,"5.55e-01","0.4 to 1.6"
"nmdfs_med.wt.catmed",0.4,"1.54e-02","0.2 to 0.8"
"nmdfs_med.wt.cathigh",0.8,"5.68e-01","0.4 to 1.6"
"nmdfs_mean.catmed",0.6,"1.59e-01","0.3 to 1.2"
"nmdfs_mean.cathigh",0.9,"7.20e-01","0.4 to 1.8"
"nmdfs_mean.wt.catmed",0.5,"8.98e-02","0.2 to 1.1"
"nmdfs_mean.wt.cathigh",0.9,"8.49e-01","0.5 to 1.9"
"nmdns_max.catmed",0.6,"1.91e-01","0.3 to 1.3"
"nmdns_max.cathigh",0.6,"1.94e-01","0.2 to 1.3"
"nmdns_n_decayed.catmed",0.8,"5.67e-01","0.4 to 1.6"
"nmdns_n_decayed.cathigh",0.6,"1.94e-01","0.3 to 1.3"
"nmdns_frac_decayed.catmed",0.7,"2.84e-01","0.3 to 1.4"
"nmdns_frac_decayed.cathigh",0.8,"6.65e-01","0.4 to 1.8"
"nmdns_med.catmed",0.9,"7.06e-01","0.4 to 1.8"
"nmdns_med.cathigh",1,"9.55e-01","0.4 to 2.4"
"nmdns_med.wt.catmed",0.8,"4.83e-01","0.4 to 1.6"
"nmdns_med.wt.cathigh",0.9,"7.62e-01","0.4 to 2"
"nmdns_mean.catmed",0.5,"9.32e-02","0.3 to 1.1"
"nmdns_mean.cathigh",0.9,"8.58e-01","0.4 to 2.1"
"nmdns_mean.wt.catmed",0.7,"2.80e-01","0.3 to 1.4"
"nmdns_mean.wt.cathigh",0.9,"8.32e-01","0.4 to 2"
