"var","hr","pval","hr_ci95"
"tnm_stageIII",3.9,"8.78e-06","2.1 to 7"
"tnm_stageIV",13,"1.38e-10","5.9 to 28.3"
"tnm_stageX",6.3,"2.02e-04","2.4 to 16.6"
"TMB.cathigh",1,"8.87e-01","0.7 to 1.5"
"PDL1.catmed",0.8,"3.96e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.17e-01","0.7 to 1.8"
"silent",1,"1.67e-03","1 to 1"
"age.cat>=65",2.6,"1.02e-07","1.8 to 3.7"
"gendermale",0,"9.93e-01","0 to Inf"
"tnm_stageII",1.8,"4.25e-02","1 to 3.2"
"tnm_stageIII",3.9,"8.29e-06","2.1 to 7"
"tnm_stageIV",13.7,"3.46e-11","6.3 to 29.8"
"tnm_stageX",6.3,"1.93e-04","2.4 to 16.7"
"TMB.cathigh",0.9,"7.33e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"3.66e-01","0.6 to 1.2"
"PDL1.cathigh",1,"9.09e-01","0.6 to 1.7"
"missense",1,"5.36e-04","1 to 1"
"age.cat>=65",2.6,"1.14e-07","1.8 to 3.7"
"gendermale",0,"9.93e-01","0 to Inf"
"tnm_stageII",1.8,"4.35e-02","1 to 3.2"
"tnm_stageIII",3.9,"7.96e-06","2.1 to 7"
"tnm_stageIV",13.8,"3.30e-11","6.3 to 29.9"
"tnm_stageX",6.4,"1.82e-04","2.4 to 16.8"
"TMB.cathigh",0.9,"6.69e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"3.60e-01","0.6 to 1.2"
"PDL1.cathigh",1,"9.37e-01","0.6 to 1.6"
"nonstop",1.3,"2.32e-02","1 to 1.7"
"age.cat>=65",2.6,"1.09e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.81e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.41e-06","2.2 to 7.1"
"tnm_stageIV",13.8,"3.10e-11","6.4 to 30"
"tnm_stageX",5.8,"4.48e-04","2.2 to 15.3"
"TMB.cathigh",0.9,"7.41e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"3.61e-01","0.6 to 1.2"
"PDL1.cathigh",1,"8.84e-01","0.6 to 1.7"
"nonsense",1,"1.46e-05","1 to 1"
"age.cat>=65",2.5,"2.61e-07","1.8 to 3.6"
"gendermale",0,"8.09e-01","0 to 7.88114409078477e+20"
"tnm_stageII",1.8,"4.17e-02","1 to 3.2"
"tnm_stageIII",4,"5.66e-06","2.2 to 7.2"
"tnm_stageIV",13.9,"2.90e-11","6.4 to 30.1"
"tnm_stageX",6.4,"1.76e-04","2.4 to 16.9"
"TMB.cathigh",0.9,"7.32e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"3.53e-01","0.6 to 1.2"
"PDL1.cathigh",1,"8.96e-01","0.6 to 1.7"
"frameshift",1,"6.84e-01","1 to 1"
"age.cat>=65",2.6,"1.46e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.65e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.68e-06","2.1 to 7"
"tnm_stageIV",13.5,"6.34e-11","6.2 to 29.6"
"tnm_stageX",6.4,"2.08e-04","2.4 to 16.9"
"TMB.cathigh",1,"8.40e-01","0.7 to 1.5"
"PDL1.catmed",0.8,"3.63e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.82e-01","0.7 to 1.7"
"total",1,"6.33e-04","1 to 1"
"age.cat>=65",2.6,"1.14e-07","1.8 to 3.7"
"gendermale",0,"9.93e-01","0 to Inf"
"tnm_stageII",1.8,"4.36e-02","1 to 3.2"
"tnm_stageIII",3.9,"7.87e-06","2.1 to 7.1"
"tnm_stageIV",13.8,"3.31e-11","6.3 to 29.9"
"tnm_stageX",6.4,"1.88e-04","2.4 to 16.8"
"TMB.cathigh",0.9,"6.53e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"3.64e-01","0.6 to 1.2"
"PDL1.cathigh",1,"9.25e-01","0.6 to 1.6"
"GZMA",1,"1.95e-01","1 to 1"
"age.cat>=65",2.5,"2.03e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"6.92e-02","1 to 3"
"tnm_stageIII",3.7,"1.67e-05","2 to 6.7"
"tnm_stageIV",12.6,"1.58e-10","5.8 to 27.5"
"tnm_stageX",5.8,"3.72e-04","2.2 to 15.4"
"TMB.cathigh",1,"9.67e-01","0.7 to 1.4"
"PDL1.catmed",0.9,"5.28e-01","0.6 to 1.3"
"PDL1.cathigh",1.3,"3.91e-01","0.7 to 2.1"
"PRF1",1,"1.47e-01","0.9 to 1"
"age.cat>=65",2.5,"2.02e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"6.43e-02","1 to 3"
"tnm_stageIII",3.7,"1.57e-05","2 to 6.8"
"tnm_stageIV",12.7,"1.34e-10","5.9 to 27.6"
"tnm_stageX",5.8,"4.13e-04","2.2 to 15.3"
"TMB.cathigh",1,"8.98e-01","0.7 to 1.4"
"PDL1.catmed",0.9,"5.43e-01","0.6 to 1.3"
"PDL1.cathigh",1.3,"3.24e-01","0.8 to 2.2"
"cyt",1,"1.49e-01","1 to 1"
"age.cat>=65",2.5,"2.05e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"6.93e-02","1 to 3"
"tnm_stageIII",3.7,"1.72e-05","2 to 6.7"
"tnm_stageIV",12.6,"1.57e-10","5.8 to 27.4"
"tnm_stageX",5.8,"4.04e-04","2.2 to 15.3"
"TMB.cathigh",1,"9.34e-01","0.7 to 1.4"
"PDL1.catmed",0.9,"5.53e-01","0.6 to 1.3"
"PDL1.cathigh",1.3,"3.30e-01","0.8 to 2.2"
"nmdptc_max",1,"4.93e-01","1 to 1.1"
"age.cat>=65",2.6,"1.45e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"5.72e-02","1 to 3.1"
"tnm_stageIII",3.8,"1.03e-05","2.1 to 6.9"
"tnm_stageIV",13.4,"5.35e-11","6.2 to 29.1"
"tnm_stageX",6.3,"2.09e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.11e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.79e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.73e-01","0.7 to 1.7"
"nmdptc_n_decayed",1,"5.53e-01","1 to 1"
"age.cat>=65",2.6,"1.47e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"5.59e-02","1 to 3.1"
"tnm_stageIII",3.8,"1.01e-05","2.1 to 6.9"
"tnm_stageIV",13.3,"5.60e-11","6.1 to 28.9"
"tnm_stageX",6.3,"2.09e-04","2.4 to 16.5"
"TMB.cathigh",1,"8.99e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.68e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.92e-01","0.7 to 1.7"
"nmdptc_frac_decayed",1,"8.81e-01","0.6 to 1.5"
"age.cat>=65",2.6,"1.44e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.96e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.83e-06","2.1 to 7"
"tnm_stageIV",13.3,"6.47e-11","6.1 to 29"
"tnm_stageX",6.2,"2.41e-04","2.3 to 16.3"
"TMB.cathigh",1,"9.65e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.72e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.69e-01","0.7 to 1.7"
"nmdptc_med",1.1,"4.21e-01","0.9 to 1.2"
"age.cat>=65",2.6,"1.54e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"5.47e-02","1 to 3.1"
"tnm_stageIII",3.8,"9.57e-06","2.1 to 7"
"tnm_stageIV",13.3,"5.62e-11","6.1 to 28.9"
"tnm_stageX",6.3,"2.05e-04","2.4 to 16.6"
"TMB.cathigh",1,"8.88e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"4.04e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.09e-01","0.7 to 1.8"
"nmdptc_med.wt",1,"6.04e-01","0.9 to 1.2"
"age.cat>=65",2.6,"1.60e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"5.28e-02","1 to 3.1"
"tnm_stageIII",3.8,"9.28e-06","2.1 to 7"
"tnm_stageIV",13.4,"5.53e-11","6.2 to 29"
"tnm_stageX",6.3,"2.07e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.01e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.81e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.50e-01","0.7 to 1.7"
"nmdptc_mean",1.1,"3.34e-01","0.9 to 1.2"
"age.cat>=65",2.5,"1.65e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"5.70e-02","1 to 3.1"
"tnm_stageIII",3.8,"9.88e-06","2.1 to 6.9"
"tnm_stageIV",13.4,"5.07e-11","6.2 to 29.1"
"tnm_stageX",6.3,"2.03e-04","2.4 to 16.6"
"TMB.cathigh",1,"8.72e-01","0.7 to 1.5"
"PDL1.catmed",0.8,"4.04e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.00e-01","0.7 to 1.8"
"nmdptc_mean.wt",1,"5.54e-01","0.9 to 1.2"
"age.cat>=65",2.6,"1.64e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"5.34e-02","1 to 3.1"
"tnm_stageIII",3.8,"9.35e-06","2.1 to 7"
"tnm_stageIV",13.4,"5.33e-11","6.2 to 29.1"
"tnm_stageX",6.3,"2.04e-04","2.4 to 16.6"
"TMB.cathigh",1,"8.92e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.80e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.51e-01","0.7 to 1.7"
"nmdfs_max",1,"7.23e-01","1 to 1"
"age.cat>=65",2.6,"1.34e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.98e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.29e-06","2.1 to 7"
"tnm_stageIV",13.5,"6.97e-11","6.2 to 29.6"
"tnm_stageX",6.3,"2.12e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.36e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.91e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.60e-01","0.7 to 1.7"
"nmdfs_n_decayed",1,"8.20e-01","1 to 1"
"age.cat>=65",2.6,"1.40e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.92e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.55e-06","2.1 to 7"
"tnm_stageIV",13.4,"7.80e-11","6.1 to 29.4"
"tnm_stageX",6.2,"2.18e-04","2.4 to 16.4"
"TMB.cathigh",1,"9.40e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.81e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.65e-01","0.7 to 1.7"
"nmdfs_frac_decayed",1.2,"4.51e-01","0.8 to 1.8"
"age.cat>=65",2.6,"1.59e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.71e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.31e-06","2.2 to 7.1"
"tnm_stageIV",13.3,"5.93e-11","6.1 to 28.8"
"tnm_stageX",6.5,"1.66e-04","2.5 to 17.4"
"TMB.cathigh",1,"9.11e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"4.21e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"6.89e-01","0.7 to 1.8"
"nmdfs_med",1,"4.33e-01","1 to 1.1"
"age.cat>=65",2.6,"1.15e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.99e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.34e-06","2.2 to 7.1"
"tnm_stageIV",13.8,"4.63e-11","6.3 to 30.3"
"tnm_stageX",6.4,"1.88e-04","2.4 to 16.8"
"TMB.cathigh",1,"9.19e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"4.04e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.52e-01","0.7 to 1.7"
"nmdfs_med.wt",1,"4.71e-01","0.9 to 1.1"
"age.cat>=65",2.6,"1.22e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.92e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.37e-06","2.2 to 7.1"
"tnm_stageIV",13.8,"4.99e-11","6.3 to 30.3"
"tnm_stageX",6.4,"1.88e-04","2.4 to 16.8"
"TMB.cathigh",1,"9.18e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.97e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.49e-01","0.7 to 1.7"
"nmdfs_mean",1,"4.15e-01","1 to 1.1"
"age.cat>=65",2.6,"1.16e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"5.02e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.24e-06","2.2 to 7.1"
"tnm_stageIV",13.9,"4.51e-11","6.3 to 30.4"
"tnm_stageX",6.3,"1.89e-04","2.4 to 16.7"
"TMB.cathigh",1,"9.13e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"4.04e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.51e-01","0.7 to 1.7"
"nmdfs_mean.wt",1,"4.65e-01","0.9 to 1.1"
"age.cat>=65",2.6,"1.23e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.92e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.34e-06","2.2 to 7.1"
"tnm_stageIV",13.9,"4.97e-11","6.3 to 30.4"
"tnm_stageX",6.4,"1.88e-04","2.4 to 16.8"
"TMB.cathigh",1,"9.16e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.96e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.50e-01","0.7 to 1.7"
"nmdns_max",1,"7.59e-01","1 to 1"
"age.cat>=65",2.6,"1.37e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.93e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.86e-06","2.1 to 7"
"tnm_stageIV",13,"1.19e-10","6 to 28.5"
"tnm_stageX",6.3,"2.11e-04","2.4 to 16.6"
"TMB.cathigh",1,"9.03e-01","0.7 to 1.5"
"PDL1.catmed",0.8,"3.93e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.26e-01","0.7 to 1.7"
"nmdns_n_decayed",1,"7.78e-01","1 to 1"
"age.cat>=65",2.6,"1.40e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.98e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.95e-06","2.1 to 7"
"tnm_stageIV",13.1,"1.24e-10","6 to 28.5"
"tnm_stageX",6.3,"2.13e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.06e-01","0.7 to 1.5"
"PDL1.catmed",0.8,"3.90e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.32e-01","0.7 to 1.7"
"nmdns_frac_decayed",0.8,"3.58e-01","0.5 to 1.3"
"age.cat>=65",2.6,"1.55e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"5.87e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.84e-06","2.1 to 7"
"tnm_stageIV",13.7,"4.27e-11","6.3 to 29.8"
"tnm_stageX",6.2,"2.27e-04","2.3 to 16.3"
"TMB.cathigh",1,"9.95e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.43e-01","0.5 to 1.2"
"PDL1.cathigh",1,"8.76e-01","0.6 to 1.7"
"nmdns_med",1,"8.06e-01","0.9 to 1.1"
"age.cat>=65",2.6,"1.39e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.89e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.73e-06","2.1 to 7"
"tnm_stageIV",13.1,"1.10e-10","6 to 28.6"
"tnm_stageX",6.2,"2.16e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.16e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.93e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.25e-01","0.7 to 1.8"
"nmdns_med.wt",1,"7.91e-01","0.9 to 1.1"
"age.cat>=65",2.6,"1.38e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.89e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.71e-06","2.1 to 7"
"tnm_stageIV",13.1,"1.14e-10","6 to 28.6"
"tnm_stageX",6.3,"2.14e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.10e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.92e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.25e-01","0.7 to 1.8"
"nmdns_mean",1,"7.62e-01","0.9 to 1.1"
"age.cat>=65",2.6,"1.37e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.89e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.70e-06","2.1 to 7"
"tnm_stageIV",13,"1.18e-10","6 to 28.5"
"tnm_stageX",6.3,"2.12e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.07e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.96e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.18e-01","0.7 to 1.8"
"nmdns_mean.wt",1,"7.84e-01","0.9 to 1.1"
"age.cat>=65",2.6,"1.38e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.89e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.71e-06","2.1 to 7"
"tnm_stageIV",13.1,"1.15e-10","6 to 28.6"
"tnm_stageX",6.3,"2.14e-04","2.4 to 16.5"
"TMB.cathigh",1,"9.09e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.92e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.24e-01","0.7 to 1.8"
"TNFRSF4_cna",1,"7.66e-01","0.7 to 1.2"
"age.cat>=65",2.5,"2.15e-07","1.8 to 3.6"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.96e-02","1 to 3.1"
"tnm_stageIII",3.8,"9.44e-06","2.1 to 7"
"tnm_stageIV",13.1,"9.27e-11","6 to 28.6"
"tnm_stageX",6.1,"2.49e-04","2.3 to 16.2"
"TMB.cathigh",1,"9.59e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.80e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.36e-01","0.7 to 1.7"
"CNKSR1_cna",1,"8.40e-01","0.8 to 1.4"
"age.cat>=65",2.6,"1.62e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.85e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.82e-06","2.1 to 7"
"tnm_stageIV",13.3,"6.19e-11","6.1 to 29"
"tnm_stageX",6.2,"2.18e-04","2.4 to 16.4"
"TMB.cathigh",1,"9.33e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.70e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.71e-01","0.7 to 1.7"
"CNKSR1_mut",0,"1.00e+00","0 to Inf"
"age.cat>=65",2.6,"1.43e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.90e-02","1 to 3.1"
"tnm_stageIII",3.9,"8.80e-06","2.1 to 7"
"tnm_stageIV",13.3,"6.18e-11","6.1 to 28.8"
"tnm_stageX",6.2,"2.24e-04","2.4 to 16.3"
"TMB.cathigh",1,"9.54e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.77e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.52e-01","0.7 to 1.7"
"FUBP1_cna",0.9,"2.41e-01","0.7 to 1.1"
"age.cat>=65",2.5,"7.63e-07","1.7 to 3.5"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.7,"5.39e-02","1 to 3.1"
"tnm_stageIII",3.7,"1.61e-05","2 to 6.8"
"tnm_stageIV",12.4,"3.16e-10","5.7 to 27.2"
"tnm_stageX",6.1,"2.75e-04","2.3 to 16"
"TMB.cathigh",1,"8.88e-01","0.7 to 1.4"
"PDL1.catmed",0.9,"4.40e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"6.44e-01","0.7 to 1.8"
"IL10_cna",0.9,"5.46e-01","0.7 to 1.2"
"age.cat>=65",2.6,"1.65e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.48e-02","1 to 3.2"
"tnm_stageIII",3.9,"7.47e-06","2.2 to 7.1"
"tnm_stageIV",13.5,"5.12e-11","6.2 to 29.5"
"tnm_stageX",6.3,"1.90e-04","2.4 to 16.7"
"TMB.cathigh",1,"9.03e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"4.02e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.74e-01","0.7 to 1.7"
"IRF6_cna",0.9,"5.35e-01","0.7 to 1.2"
"age.cat>=65",2.6,"1.47e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.40e-02","1 to 3.2"
"tnm_stageIII",3.9,"7.40e-06","2.2 to 7.1"
"tnm_stageIV",13.4,"5.31e-11","6.2 to 29.1"
"tnm_stageX",6.1,"2.47e-04","2.3 to 16.1"
"TMB.cathigh",1,"9.02e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.83e-01","0.6 to 1.3"
"PDL1.cathigh",1.1,"7.83e-01","0.7 to 1.7"
"DNMT3A_cna",1.1,"6.40e-01","0.8 to 1.5"
"age.cat>=65",2.6,"1.28e-07","1.8 to 3.7"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.76e-02","1 to 3.1"
"tnm_stageIII",3.9,"7.86e-06","2.1 to 7.1"
"tnm_stageIV",13.6,"6.10e-11","6.2 to 29.7"
"tnm_stageX",6.1,"2.76e-04","2.3 to 16.1"
"TMB.cathigh",1,"9.73e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.69e-01","0.6 to 1.2"
"PDL1.cathigh",1.1,"7.73e-01","0.7 to 1.7"
"DNMT3A_mut",0,"9.99e-01","0 to Inf"
