"var","hr","pval","hr_ci95"
"tnm_stageIV",13.3,"3.44e-11","6.2 to 28.6"
"tnm_stageX",6.2,"2.30e-04","2.4 to 16.4"
"CNKSR1_mut",0,"1.00e+00","0 to Inf"
"age.cat>=65",2.6,"1.13e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.45e-02","1 to 3.2"
"tnm_stageIII",3.8,"9.91e-06","2.1 to 6.9"
"tnm_stageIV",13.2,"3.29e-11","6.2 to 28.3"
"tnm_stageX",6.2,"2.37e-04","2.3 to 16.3"
"FUBP1_cna",0.9,"2.51e-01","0.7 to 1.1"
"age.cat>=65",2.5,"6.41e-07","1.7 to 3.5"
"gendermale",0,"9.92e-01","0 to Inf"
"tnm_stageII",1.8,"4.88e-02","1 to 3.1"
"tnm_stageIII",3.7,"1.89e-05","2 to 6.7"
"tnm_stageIV",12.4,"1.75e-10","5.7 to 26.7"
"tnm_stageX",6,"2.94e-04","2.3 to 15.9"
"IL10_cna",0.9,"4.57e-01","0.7 to 1.2"
"age.cat>=65",2.6,"1.32e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"3.99e-02","1 to 3.2"
"tnm_stageIII",3.9,"7.99e-06","2.1 to 7.1"
"tnm_stageIV",13.6,"2.53e-11","6.3 to 29.3"
"tnm_stageX",6.4,"1.82e-04","2.4 to 16.9"
"IRF6_cna",0.9,"4.82e-01","0.7 to 1.2"
"age.cat>=65",2.6,"1.08e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"3.92e-02","1 to 3.2"
"tnm_stageIII",3.9,"8.11e-06","2.1 to 7.1"
"tnm_stageIV",13.4,"2.76e-11","6.2 to 28.8"
"tnm_stageX",6.1,"2.50e-04","2.3 to 16.1"
"DNMT3A_cna",1.1,"6.23e-01","0.8 to 1.5"
"age.cat>=65",2.6,"1.01e-07","1.8 to 3.7"
"gendermale",0,"9.95e-01","0 to Inf"
"tnm_stageII",1.8,"4.32e-02","1 to 3.2"
"tnm_stageIII",3.9,"8.75e-06","2.1 to 7.1"
"tnm_stageIV",13.5,"3.09e-11","6.3 to 29.1"
"tnm_stageX",6,"3.10e-04","2.3 to 16"
"DNMT3A_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"1.12e-07","1.8 to 3.6"
"gendermale",0,"9.95e-01","0 to Inf"
