"","cancertype","nmdmetric","diff","diff.pval","jt.pval","diff.qval","jt.qval"
"45","CESC","nmdns_mean.wt",0.551368111480369,0.0218097239928656,0.648671631445855,0.071118665194127,0.903253596568136
"46","COADREAD","nmdptc_frac_decayed",-0.0747343894676336,0.631812248492637,0.277438788212508,0.795878901968426,0.577997475442724
"47","COADREAD","nmdptc_med",0.185047807258897,0.0369400742226557,0.0999585054695422,0.112317793244561,0.303927888251987
"48","COADREAD","nmdptc_med.wt",0.982548523298663,1.84511080123667e-07,0.000134289857462208,5.18937412847813e-06,0.00274683799354516
"49","COADREAD","nmdptc_mean",0.001223324986934,0.916954651467487,0.384553410225717,0.964882240111578,0.715078655378399
"50","COADREAD","nmdptc_mean.wt",0.923202368333169,1.65560939704721e-05,0.000658791154424058,0.000248341409557081,0.00823488943030073
"51","COADREAD","nmdfs_frac_decayed",0.0515691405515152,0.029285064798085,0.0440360527773797,0.0928047828108327,0.178273443450239
"52","COADREAD","nmdfs_med",1.06286848158129,1.97303904540834e-06,0.00710793902223425,3.41487527089905e-05,0.0484632206061426
"53","COADREAD","nmdfs_med.wt",2.05550842050872,2.74306690890629e-09,0.00100399364520225,6.17190054503916e-07,0.0107826610917988
"54","COADREAD","nmdfs_mean",0.807632605362989,0.000168315285972222,0.0107248256625631,0.00210394107465277,0.0689453078307627
"55","COADREAD","nmdfs_mean.wt",1.97424386072748,1.97576671440452e-08,0.000603952871773333,1.38897730770695e-06,0.00799349389111765
"56","COADREAD","nmdns_frac_decayed",-0.0279633930791886,0.124458564191643,0.0158735235434773,0.281696951011166,0.0915780204431381
"57","COADREAD","nmdns_med",0.184686417742019,0.0777761174150779,0.128698859432729,0.198178945526941,0.361965542154549
"58","COADREAD","nmdns_med.wt",0.988183799267415,7.02457489901608e-07,0.000199378452000287,1.75614372475402e-05,0.00345078090000497
"59","COADREAD","nmdns_mean",0.0543124442737364,0.275826364592776,0.33800411669699,0.496487456266997,0.657062746362047
"60","COADREAD","nmdns_mean.wt",0.846983476195668,1.39672839349443e-06,0.000148776461918614,2.85694444123861e-05,0.00278955866097402
"61","GBMLGG","nmdptc_frac_decayed",-0.0791812460476249,0.0939040484020696,0.00594705878426804,0.232180339455667,0.0427082846961593
"62","GBMLGG","nmdptc_med",0.0600189583745483,0.865156557344824,0.888521727491839,0.957199813501515,0.973884868919506
"63","GBMLGG","nmdptc_med.wt",-0.16291125775535,0.424021084028036,0.253442134626737,0.642076976696979,0.548312310490536
"64","GBMLGG","nmdptc_mean",-0.0176569043166756,0.55522715336494,0.941306478833963,0.744882640755229,0.99270536573737
"65","GBMLGG","nmdptc_mean.wt",-0.272542350032528,0.490155536314997,0.0630434560490569,0.693616324974052,0.226162464455627
"66","GBMLGG","nmdfs_frac_decayed",0,0.806584256874555,0.15285794685331,0.921225674095304,0.409440929071367
"67","GBMLGG","nmdfs_med",0.164170942165266,0.893170051115054,0.873047766822217,0.964882240111578,0.973884868919506
"68","GBMLGG","nmdfs_med.wt",0.249673751065851,0.88854923976693,0.531873720081167,0.964882240111578,0.854797050130447
"69","GBMLGG","nmdfs_mean",0.111653469053974,0.582946028531424,0.765333316828648,0.758166800113123,0.95666664603581
"70","GBMLGG","nmdfs_mean.wt",0.232055128515236,0.802930245683466,0.733958723806287,0.921225674095304,0.946219964266368
"71","GBMLGG","nmdns_frac_decayed",0,0.281758264211001,0.0481802581303941,0.503139757519645,0.190037915496442
"72","GBMLGG","nmdns_med",0.0395265266805754,0.654943380110027,0.261560784497761,0.81415613549589,0.55519977841506
"73","GBMLGG","nmdns_med.wt",-0.0732285473328994,0.5936446371587,0.11288118768081,0.763257390632614,0.329847626340029
"74","GBMLGG","nmdns_mean",-0.0589049920981009,0.306303219728123,0.081433358182349,0.529752645562686,0.261750079871836
"75","GBMLGG","nmdns_mean.wt",-0.0929410649074385,0.428051317797986,0.0755845778678181,0.642076976696979,0.253828806272524
"76","HNSC","nmdptc_frac_decayed",-0.0480313044360355,0.0446608741561578,0.0569398180988274,0.124057983767105,0.210023919216986
"77","HNSC","nmdptc_med",0.0583436069157025,0.654400958594495,0.832904154266244,0.81415613549589,0.973884868919506
"78","HNSC","nmdptc_med.wt",0.163888606642328,0.308433762527608,0.658632236776258,0.529752645562686,0.903253596568136
"79","HNSC","nmdptc_mean",0.0561937968006477,0.714538265452948,0.930722092899538,0.850640792205891,0.992476165414199
"80","HNSC","nmdptc_mean.wt",0.102231909068875,0.952959797319974,0.980372897766691,0.974617974531791,1
"81","HNSC","nmdfs_frac_decayed",-0.0511525224473813,0.125123171667105,0.22959153339643,0.281696951011166,0.527546841376068
"82","HNSC","nmdfs_med",0.0281275358247733,0.845578732251083,0.170921762966147,0.945489984806233,0.432105580532394
"83","HNSC","nmdfs_med.wt",0.190796927003161,0.633165882010436,0.0794913827919011,0.795878901968426,0.259211030843156
"84","HNSC","nmdfs_mean",0.065047145451911,0.671204506995291,0.29430500558593,0.823744478750588,0.59656420051202
"85","HNSC","nmdfs_mean.wt",0.206915201533458,0.343685227148528,0.074365641607776,0.564032675386592,0.253519232753782
"86","HNSC","nmdns_frac_decayed",-0.0612542154915248,0.0824696408970272,0.0872913341965749,0.206174102242568,0.272785419364296
"87","HNSC","nmdns_med",0.0712986269761285,0.868085347379273,0.107461501277411,0.957199813501515,0.318854186695247
"88","HNSC","nmdns_med.wt",0.235845780976774,0.207000411683974,0.883627366674706,0.401509419214604,0.973884868919506
"89","HNSC","nmdns_mean",0.000502021848334755,0.689431279349874,0.998948943223438,0.83398945082646,1
"90","HNSC","nmdns_mean.wt",0.102130913618441,0.435488490034029,0.357089804648289,0.648906690448056,0.686711162785172
"91","KIPAN","nmdptc_frac_decayed",0.1249387366083,3.70393948721852e-08,1.92257451329791e-07,1.38897730770695e-06,4.32579265492029e-05
"92","KIPAN","nmdptc_med",0.136369753250439,0.0145120362920378,0.162275299197785,0.0502339717801307,0.425726149213119
"93","KIPAN","nmdptc_med.wt",0.231402444723909,0.0199136487785038,0.0343533430822831,0.0668741936591546,0.148644272952187
"94","KIPAN","nmdptc_mean",0.0802918160297706,0.0433493609381164,0.558264571259351,0.121920077638452,0.876324964704781
"95","KIPAN","nmdptc_mean.wt",0.283740714021314,0.000706791310395696,0.0031111394350258,0.00637930155818719,0.0269233220338771
"96","KIPAN","nmdfs_frac_decayed",0.1249387366083,9.16685557872624e-06,1.18543071912289e-05,0.0001473244646581,0.000555693576949409
"97","KIPAN","nmdfs_med",0.162004069929198,0.0380929832977496,0.0261477000395192,0.112937565588021,0.125175159763656
"98","KIPAN","nmdfs_med.wt",0.220801627086176,0.146044630241476,0.0426062275947779,0.315886846293586,0.177525948311575
"99","KIPAN","nmdfs_mean",0.197102139510755,0.00139907609895585,0.00514724223877632,0.00994752457758237,0.0413617679901669
"100","KIPAN","nmdfs_mean.wt",0.209348197832212,0.0112956259481724,0.0276943974061871,0.0416641940711276,0.129817487841502
"101","KIPAN","nmdns_frac_decayed",0.301029995663981,0.000141963418867197,0.0209923587853003,0.00187892760265408,0.115201968943721
"102","KIPAN","nmdns_med",0.319338813770407,0.00516208405686293,0.133126869468101,0.0237034471998808,0.369796859633614
"103","KIPAN","nmdns_med.wt",0.439633427567568,0.0042959683566732,0.0378929010449448,0.021479841783366,0.160866089341747
"104","KIPAN","nmdns_mean",0.314836496905688,0.00580988273224502,0.136565433361594,0.0246645965048138,0.3747222256873
"105","KIPAN","nmdns_mean.wt",0.460681293050511,0.000974974360521063,0.0251574759167302,0.00783461539704426,0.123052871331832
"106","LUAD","nmdptc_frac_decayed",0.041392685158225,0.908458066312539,0.676465944879698,0.964882240111578,0.91140621316127
"107","LUAD","nmdptc_med",-0.0274069030491284,0.600649410687591,0.214803404816594,0.767875667072204,0.509228679824756
"108","LUAD","nmdptc_med.wt",-0.00249425602329034,0.41810691403146,0.162721994810348,0.642076976696979,0.425726149213119
"109","LUAD","nmdptc_mean",-0.0158870719259459,0.577376797667934,0.484431585664667,0.755289415553983,0.801449314518751
"110","LUAD","nmdptc_mean.wt",0.00852432213898524,0.848839897470485,0.548355108892042,0.945489984806233,0.868872531695137
"111","LUAD","nmdfs_frac_decayed",0,0.392281729912472,0.927187494653218,0.621573163593706,0.992476165414199
"112","LUAD","nmdfs_med",0.133351556587116,0.174228331871214,0.965761074429135,0.356376133372938,0.996771751130987
"113","LUAD","nmdfs_med.wt",0.259162030169938,0.189373254271926,0.814923422732122,0.377413428045147,0.973884868919506
"114","LUAD","nmdfs_mean",0.169723802510159,0.334484939500043,0.245209607187493,0.557474899166738,0.542526848651086
"115","LUAD","nmdfs_mean.wt",0.00576587263411388,0.705175354535622,0.779176141090389,0.848473020163181,0.96841001055768
"116","LUAD","nmdns_frac_decayed",-0.0321846833714012,0.391127818880406,0.229775957577132,0.621573163593706,0.527546841376068
"117","LUAD","nmdns_med",0.260593485725309,0.327891974065138,0.603945774128656,0.551007416710054,0.901131947194581
"118","LUAD","nmdns_med.wt",0.315904100898034,0.295611427028955,0.656132352584442,0.515601326213294,0.903253596568136
"119","LUAD","nmdns_mean",0.207815266287961,0.586984534015996,0.824829319547083,0.759031725020684,0.973884868919506
"120","LUAD","nmdns_mean.wt",0.140271849381517,0.968726199106199,0.951907943931133,0.981298069975998,0.996182732020953
"121","LUSC","nmdptc_frac_decayed",-0.169409278276691,0.0540123254702732,0.468419425147254,0.144675871795375,0.789502480970615
"122","LUSC","nmdptc_med",-0.173802985437735,0.970442905932009,0.281783086432521,0.981298069975998,0.581662334379057
"123","LUSC","nmdptc_med.wt",-0.198482444920504,0.795350080482504,0.662385970816633,0.921225674095304,0.903253596568136
"124","LUSC","nmdptc_mean",-0.306013679495642,0.102148076747828,0.0913409071671254,0.247132443744745,0.281530193323332
"125","LUSC","nmdptc_mean.wt",-0.257087663175988,0.142405039025162,0.880861893359002,0.311566204892377,0.973884868919506
"126","LUSC","nmdfs_frac_decayed",0,0.530129068378048,0.43695542493326,0.727311221860127,0.774133626850264
"127","LUSC","nmdfs_med",0,0.944115418049921,0.895974079405945,0.974431050739597,0.973884868919506
"128","LUSC","nmdfs_med.wt",0,0.923847324487255,0.847207751619688,0.964882240111578,0.973884868919506
"129","LUSC","nmdfs_mean",0,0.99485752422438,0.756672939668163,0.999298852457524,0.955477172975295
"130","LUSC","nmdfs_mean.wt",0,0.934705983031939,0.910285944410425,0.96916518977966,0.98372774168087
"131","LUSC","nmdns_frac_decayed",-0.205087232544525,0.0381477999319539,0.59089752217309,0.112937565588021,0.898323935736117
"132","LUSC","nmdns_med",-0.273322198244724,0.328155528173988,0.256836233931398,0.551007416710054,0.550363358424425
"133","LUSC","nmdns_med.wt",-0.406226437888521,0.202274585924697,0.809161221604319,0.395754624635277,0.973589705138887
"134","LUSC","nmdns_mean",-0.408993110083818,0.0404267694971062,0.284627365654357,0.116615681241652,0.582192338838458
"135","LUSC","nmdns_mean.wt",-0.409930207991716,0.0511588475758883,0.794768365795248,0.138683622946685,0.96841001055768
"136","OV","nmdptc_frac_decayed",0.471004026511157,0.260628447628095,0.470192588666944,0.48066721898624,0.789502480970615
"137","OV","nmdptc_med",0.0226683121807837,0.750218619936016,0.167897904718405,0.879162445237519,0.431376133032084
"138","OV","nmdptc_med.wt",0.38198379542782,0.370499212549878,0.218404323430956,0.599728941177859,0.511885133041303
"139","OV","nmdptc_mean",0.0887775500537677,0.673736501303817,0.796248230902981,0.823744478750588,0.96841001055768
"140","OV","nmdptc_mean.wt",0.246346197704668,0.520943794143941,0.913773768939119,0.71909419437047,0.98372774168087
"141","OV","nmdfs_frac_decayed",0,0.474719146778374,0.997668083881318,0.680329987421236,1
"142","OV","nmdfs_med",0,0.926286950507114,0.784216250889927,0.964882240111578,0.96841001055768
"143","OV","nmdfs_med.wt",0,0.916492392534261,0.760135173167012,0.964882240111578,0.955477172975295
"144","OV","nmdfs_mean",0,0.898803367934042,0.602632189763431,0.964882240111578,0.901131947194581
"145","OV","nmdfs_mean.wt",0,0.902722423414957,0.611840387635296,0.964882240111578,0.903253596568136
"146","OV","nmdns_frac_decayed",0.287015633863859,0.113474698027073,0.656464109242844,0.265956323500953,0.903253596568136
"147","OV","nmdns_med",0.353303061257197,0.92111286328239,0.215007664814897,0.964882240111578,0.509228679824756
"148","OV","nmdns_med.wt",0.802339624928179,0.563458869581389,0.24395938560001,0.744882640755229,0.542526848651086
"149","OV","nmdns_mean",0.402723536448302,0.840649065134463,0.74015428315947,0.945489984806233,0.946219964266368
"150","OV","nmdns_mean.wt",0.717063483157095,0.723033191875817,0.802574785817901,0.856223516695046,0.970856595747461
"151","PRAD","nmdptc_frac_decayed",0.301029995663981,0.0021163684515591,0.998164620831344,0.0132273028222444,1
"152","PRAD","nmdptc_med",0.26384726349964,0.00329611563541312,0.0787971016407882,0.019016051742768,0.259211030843156
"153","PRAD","nmdptc_med.wt",0.487772298881356,0.000933156914391859,0.126505234732045,0.00777630761993216,0.360299719173547
"154","PRAD","nmdptc_mean",0.277697860934645,0.0108884944691855,0.114869786140908,0.0408318542594458,0.331355152329542
"155","PRAD","nmdptc_mean.wt",0.351522448694113,0.00254345192738227,0.168715998696993,0.0150599127279213,0.431376133032084
"156","PRAD","nmdfs_frac_decayed",0,0.193976889127608,0.793460069743205,0.382849123278174,0.96841001055768
"157","PRAD","nmdfs_med",0.601412715576045,0.00459661998037422,0.0139684086431483,0.022008012286164,0.0849430255326585
"158","PRAD","nmdfs_med.wt",0.661209881290689,0.00527330564282776,0.0301507758390549,0.0237298753927249,0.135678491275747
"159","PRAD","nmdfs_mean",0.458364803053899,0.0134032875696785,0.0286801770587482,0.0478688841774233,0.131694690575885
"160","PRAD","nmdfs_mean.wt",0.58742159868812,0.00776420911037074,0.0443702792587261,0.0317626736333348,0.178273443450239
"161","PRAD","nmdns_frac_decayed",0,0.0211618026651983,0.648519574347689,0.0700206705833768,0.903253596568136
"162","PRAD","nmdns_med",0.159328913314902,0.311763405062536,0.843198132745261,0.531414894992959,0.973884868919506
"163","PRAD","nmdns_med.wt",0.423380350070505,0.27408548456126,0.729396735236036,0.496487456266997,0.946219964266368
"164","PRAD","nmdns_mean",0,0.426851666587819,0.890464880510531,0.642076976696979,0.973884868919506
"165","PRAD","nmdns_mean.wt",0,0.295039601719697,0.853077320117194,0.515601326213294,0.973884868919506
"166","SKCM","nmdptc_frac_decayed",0,0.736366688705479,0.0138401709828756,0.86744766994101,0.0849430255326585
"167","SKCM","nmdptc_med",-0.0108818525976698,0.209116800374715,0.56084797741106,0.402147693028298,0.876324964704781
"168","SKCM","nmdptc_med.wt",-0.078833261063469,0.467130048312326,0.276730950705678,0.673745261988932,0.577997475442724
"169","SKCM","nmdptc_mean",-0.149301864019051,0.495169361043787,0.245945504721825,0.696331913967825,0.542526848651086
"170","SKCM","nmdptc_mean.wt",-0.0965169870446565,0.712079370336159,0.406972186705731,0.850640792205891,0.73962587474282
"171","SKCM","nmdfs_frac_decayed",0.1249387366083,0.0394921398783091,0.00883598107538686,0.11539911003402,0.0584734041753543
"172","SKCM","nmdfs_med",0.0453883888447327,0.287397602253192,0.309379734862966,0.509168980369829,0.616021595966084
"173","SKCM","nmdfs_med.wt",0.290117429009205,0.0416892437235128,0.0722601115995714,0.118735187820131,0.250131155536978
"174","SKCM","nmdfs_mean",0.166536070791175,0.388020934213244,0.690335333033281,0.621573163593706,0.924556249598144
"175","SKCM","nmdfs_mean.wt",0.343500079550004,0.0308263576909954,0.182780241715895,0.0950127463078625,0.456950604289738
"176","SKCM","nmdns_frac_decayed",-0.00524877802430723,0.565952549695114,0.187624526408264,0.744882640755229,0.458864330889776
"177","SKCM","nmdns_med",-0.1941869633194,0.129525475463536,0.460507568555465,0.288546851280154,0.789502480970615
"178","SKCM","nmdns_med.wt",-0.0796800267773599,0.566110806973974,0.823651880047597,0.744882640755229,0.973884868919506
"179","SKCM","nmdns_mean",-0.270397171763525,0.10768626742495,0.877280818617085,0.257759682666103,0.973884868919506
"180","SKCM","nmdns_mean.wt",-0.0343458232290741,0.882998688121021,0.72955852127835,0.964440314695289,0.946219964266368
"181","STAD","nmdptc_frac_decayed",0.0164715093602663,0.112284151169373,0.186263956555054,0.265936147506409,0.458864330889776
"182","STAD","nmdptc_med",0.33556616027692,0.000215365944202892,0.0215094184102016,0.00255038618135003,0.115229027197509
"183","STAD","nmdptc_med.wt",1.38190269096085,1.50370115633415e-08,1.48184953853176e-05,1.38897730770695e-06,0.000555693576949409
"184","STAD","nmdptc_mean",0.168715920383282,0.00934673210183469,0.049832164507956,0.0362588745329794,0.190037915496442
"185","STAD","nmdptc_mean.wt",1.50076129642397,2.90480531400572e-08,6.36817100235159e-06,1.38897730770695e-06,0.000555693576949409
"186","STAD","nmdfs_frac_decayed",0.110197305048335,0.00248110992881157,0.00058067436161019,0.0150599127279213,0.00799349389111765
"187","STAD","nmdfs_med",0.424860471416163,0.000514199695959987,0.0248721169485288,0.00575042192391017,0.123052871331832
"188","STAD","nmdfs_med.wt",1.86188493846232,3.42282543886685e-08,4.40009167754446e-05,1.38897730770695e-06,0.00110002291938611
"189","STAD","nmdfs_mean",0.296368471851767,0.00406644803009956,0.00580511495244556,0.021277925738893,0.0427082846961593
"190","STAD","nmdfs_mean.wt",1.86178665067034,1.5561972531931e-07,1.43110594527188e-05,5.00206259954925e-06,0.000555693576949409
"191","STAD","nmdns_frac_decayed",0.0457574905606751,0.00459722923310981,0.0315521331990123,0.022008012286164,0.139200587642701
"192","STAD","nmdns_med",0.190662940079774,0.00107933189273441,0.0651766930758346,0.00811511218254689,0.229136811594731
"193","STAD","nmdns_med.wt",1.05091093941792,1.28047970680969e-06,0.000716849458898392,2.85694444123861e-05,0.00848900675011254
"194","STAD","nmdns_mean",0.114830627549505,0.0054676395321902,0.0553250523599657,0.0241219391126038,0.207468946349871
"195","STAD","nmdns_mean.wt",1.04607243196597,1.63568452434682e-06,0.00101909739951264,3.06690848315029e-05,0.0107826610917988
"196","THCA","nmdptc_frac_decayed",0.215146741909354,0.345940040903776,0.731492002037674,0.564032675386592,0.946219964266368
"197","THCA","nmdptc_med",0.06399352298346,0.769456708948243,0.670734893977982,0.897035023385258,0.909128621355698
"198","THCA","nmdptc_med.wt",0.0272731758420737,0.813308993336286,0.580471732090605,0.924214765154871,0.896795486074334
"199","THCA","nmdptc_mean",0.00268512237683531,0.542454079421449,1,0.739710108301976,1
"200","THCA","nmdptc_mean.wt",-0.0311570705948273,0.805784773707068,0.758645100723059,0.921225674095304,0.955477172975295
"201","THCA","nmdfs_frac_decayed",0,0.180508294106248,0.645752244820047,0.365895190755908,0.903253596568136
"202","THCA","nmdfs_med",-0.222788093457354,0.564299697016592,0.739406133887759,0.744882640755229,0.946219964266368
"203","THCA","nmdfs_med.wt",-0.350541297897102,0.451908514952936,0.639119789797386,0.655996231383294,0.903253596568136
"204","THCA","nmdfs_mean",-0.319521518988123,0.617925214369978,0.433800933107007,0.785498153860142,0.774133626850264
"205","THCA","nmdfs_mean.wt",-0.350541297897102,0.499229321473943,0.202442035056501,0.697680728767933,0.48977911707218
"206","THCA","nmdns_frac_decayed",0,0.441120838007416,0.366479780876859,0.649942756772189,0.6921240555912
"207","THCA","nmdns_med",-0.672885796258618,0.94987768457915,0.64688778335952,0.974617974531791,0.903253596568136
"208","THCA","nmdns_med.wt",-0.672885796258618,0.872115385634714,0.545631417162376,0.957199813501515,0.868872531695137
"209","THCA","nmdns_mean",-0.672885796258618,0.9725754204651,0.418541783572419,0.981298069975998,0.753375210430354
"210","THCA","nmdns_mean.wt",-0.672885796258618,0.835652245548077,0.362898515333253,0.944832940946318,0.691967508050694
"211","UCEC","nmdptc_frac_decayed",0.0171279671413823,0.0578661256241873,0.0242782154704034,0.151393933319095,0.123052871331832
"212","UCEC","nmdptc_med",0.216864528270165,0.0041867000355245,0.00169710016833166,0.0214092615452957,0.0162489117118482
"213","UCEC","nmdptc_med.wt",0.430765195452038,0.00178641690562666,0.0148558155727257,0.0118218765813529,0.0879620658911388
"214","UCEC","nmdptc_mean",0.336581189283558,0.000686859685598306,0.000278965273940671,0.00637930155818719,0.0044833704740465
"215","UCEC","nmdptc_mean.wt",0.604316313088453,0.000713676130847899,0.001054304640087,0.00637930155818719,0.0107826610917988
"216","UCEC","nmdfs_frac_decayed",0.0871501757189002,0.000737163735612742,0.00607406715678711,0.00637930155818719,0.0427082846961593
"217","UCEC","nmdfs_med",0.252544301058127,0.0153433698731833,0.00239978693408697,0.0523069427494887,0.0215980824067828
"218","UCEC","nmdfs_med.wt",0.565744027497162,0.00502452117795227,0.00577658792776313,0.0235524430216513,0.0427082846961593
"219","UCEC","nmdfs_mean",0.247736669185427,0.00145699571419693,2.3876225708568e-05,0.00994752457758237,0.000671518848053475
"220","UCEC","nmdfs_mean.wt",0.563080443463857,0.00660536914443093,0.00497561543371425,0.0275223714351289,0.0413617679901669
"221","UCEC","nmdns_frac_decayed",0.0848215134003175,0.00363593302349606,0.0017332172492638,0.0194782126258717,0.0162489117118482
"222","UCEC","nmdns_med",0.362738686972165,0.00210149586979819,1.76149225923636e-05,0.0132273028222444,0.000566193940468829
"223","UCEC","nmdns_med.wt",0.998070171429897,0.000604485277651619,0.000384857838893716,0.00618223579416428,0.00577286758340574
"224","UCEC","nmdns_mean",0.328338129041014,0.000536706046231616,8.85143815335301e-06,0.00575042192391017,0.000555693576949409
"225","UCEC","nmdns_mean.wt",0.872429978166698,5.38520050978719e-05,7.88228791157938e-05,0.000757293821688824,0.00177351478010536
