"var","hr","pval","hr_ci95"
"PRF1",1,"9.26e-01","0.9 to 1.1"
"age.cat>=65",1.6,"2.58e-01","0.7 to 3.7"
"gendermale",0.6,"1.42e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.96e-01","0.6 to 12.7"
"tnm_stageIII",4.7,"4.45e-02","1 to 21"
"tnm_stageIV",11.9,"1.16e-03","2.7 to 53.1"
"TMB.cathigh",1.8,"1.05e-01","0.9 to 3.5"
"PDL1.catmed",0.8,"6.66e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"2.33e-01","0.1 to 1.6"
"cyt",1,"2.42e-01","1 to 1.1"
"age.cat>=65",1.6,"2.94e-01","0.7 to 3.6"
"gendermale",0.6,"1.45e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.91e-01","0.6 to 12.8"
"tnm_stageIII",4.6,"4.75e-02","1 to 20.7"
"tnm_stageIV",12.4,"9.73e-04","2.8 to 55.5"
"TMB.cathigh",1.7,"1.31e-01","0.9 to 3.3"
"PDL1.catmed",0.8,"5.96e-01","0.4 to 1.8"
"PDL1.cathigh",0.3,"9.51e-02","0.1 to 1.2"
"nmdptc_max",1,"7.10e-01","0.9 to 1.1"
"age.cat>=65",1.7,"2.39e-01","0.7 to 3.9"
"gendermale",0.6,"1.47e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.98e-01","0.6 to 12.6"
"tnm_stageIII",4.7,"4.35e-02","1 to 21.3"
"tnm_stageIV",11.8,"1.20e-03","2.6 to 52.6"
"TMB.cathigh",1.8,"9.06e-02","0.9 to 3.5"
"PDL1.catmed",0.8,"6.59e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.78e-01","0.2 to 1.4"
"nmdptc_n_decayed",1,"4.00e-01","1 to 1"
"age.cat>=65",1.7,"2.25e-01","0.7 to 3.9"
"gendermale",0.6,"1.77e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.96e-01","0.6 to 12.6"
"tnm_stageIII",4.8,"4.03e-02","1.1 to 21.9"
"tnm_stageIV",12,"1.10e-03","2.7 to 53.1"
"TMB.cathigh",1.7,"1.11e-01","0.9 to 3.4"
"PDL1.catmed",0.8,"6.05e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.44e-01","0.2 to 1.3"
"nmdptc_frac_decayed",1.4,"5.39e-01","0.5 to 4.5"
"age.cat>=65",1.6,"2.67e-01","0.7 to 3.7"
"gendermale",0.6,"1.36e-01","0.3 to 1.2"
"tnm_stageII",2.7,"2.01e-01","0.6 to 12.5"
