"var","hr","pval","hr_ci95"
"tnm_stageIV",12.8,"8.01e-04","2.9 to 57.1"
"JAK2_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.28e-01","0.7 to 3.8"
"gendermale",0.7,"2.03e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.08e-01","0.6 to 12.2"
"tnm_stageIII",4.4,"5.39e-02","1 to 19.6"
"tnm_stageIV",11.4,"1.34e-03","2.6 to 50.6"
"CD274_cna",1.5,"1.79e-01","0.8 to 2.5"
"age.cat>=65",1.7,"1.94e-01","0.8 to 4"
"gendermale",0.7,"2.27e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.19e-01","0.6 to 11.9"
"tnm_stageIII",4.3,"5.64e-02","1 to 19.4"
"tnm_stageIV",12.8,"8.06e-04","2.9 to 57"
"CD274_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",1.7,"2.09e-01","0.7 to 3.9"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.05e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.96e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"COL5A1_cna",1.4,"1.94e-01","0.8 to 2.5"
"age.cat>=65",1.8,"1.69e-01","0.8 to 4.1"
"gendermale",0.7,"2.76e-01","0.4 to 1.3"
"tnm_stageII",2.4,"2.65e-01","0.5 to 11.1"
"tnm_stageIII",4,"7.16e-02","0.9 to 18.1"
"tnm_stageIV",11.8,"1.13e-03","2.7 to 52.2"
"COL5A1_mut",2.6,"7.78e-02","0.9 to 7.3"
"age.cat>=65",1.7,"2.23e-01","0.7 to 3.9"
"gendermale",0.6,"1.90e-01","0.3 to 1.2"
"tnm_stageII",2.5,"2.51e-01","0.5 to 11.4"
"tnm_stageIII",4.5,"4.97e-02","1 to 20.1"
"tnm_stageIV",11.8,"1.18e-03","2.7 to 52.1"
"ARID5B_cna",1.6,"2.15e-01","0.8 to 3.1"
"age.cat>=65",1.7,"1.92e-01","0.8 to 4"
"gendermale",0.6,"1.57e-01","0.3 to 1.2"
"tnm_stageII",2.6,"2.25e-01","0.6 to 11.8"
"tnm_stageIII",4.3,"5.52e-02","1 to 19.4"
"tnm_stageIV",11.9,"1.16e-03","2.7 to 52.7"
"ARID5B_mut",0,"9.96e-01","0 to Inf"
"age.cat>=65",1.7,"2.02e-01","0.7 to 3.9"
"gendermale",0.6,"2.00e-01","0.3 to 1.3"
"tnm_stageII",2.7,"1.96e-01","0.6 to 12.5"
"tnm_stageIII",4.5,"4.99e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.20e-03","2.6 to 51.9"
"OVOL1_cna",1.4,"3.28e-01","0.7 to 2.6"
"age.cat>=65",1.7,"1.93e-01","0.8 to 4"
"gendermale",0.6,"1.42e-01","0.3 to 1.2"
"tnm_stageII",2.5,"2.52e-01","0.5 to 11.4"
"tnm_stageIII",4.1,"6.42e-02","0.9 to 18.7"
"tnm_stageIV",11.9,"1.17e-03","2.7 to 52.8"
"LAG3_cna",1.3,"4.28e-01","0.7 to 2.3"
"age.cat>=65",1.6,"2.59e-01","0.7 to 3.8"
"gendermale",0.7,"2.56e-01","0.4 to 1.3"
"tnm_stageII",2.6,"2.18e-01","0.6 to 12"
"tnm_stageIII",4.6,"4.77e-02","1 to 20.4"
"tnm_stageIV",11.9,"1.12e-03","2.7 to 52.6"
"ARID2_cna",1.4,"2.59e-01","0.8 to 2.6"
"age.cat>=65",1.6,"2.98e-01","0.7 to 3.6"
"gendermale",0.7,"2.47e-01","0.4 to 1.3"
"tnm_stageII",2.6,"2.20e-01","0.6 to 11.9"
"tnm_stageIII",4.6,"4.75e-02","1 to 20.4"
"tnm_stageIV",11.9,"1.10e-03","2.7 to 52.8"
"ARID2_mut",2,"4.05e-02","1 to 3.8"
"age.cat>=65",1.7,"2.04e-01","0.7 to 4"
"gendermale",0.7,"2.23e-01","0.3 to 1.3"
"tnm_stageII",2.8,"1.89e-01","0.6 to 13.3"
"tnm_stageIII",5.3,"3.67e-02","1.1 to 25.2"
"tnm_stageIV",13.7,"9.29e-04","2.9 to 64.5"
"IFNG_cna",1.5,"1.73e-01","0.8 to 2.8"
"age.cat>=65",1.6,"3.04e-01","0.7 to 3.6"
"gendermale",0.7,"2.44e-01","0.3 to 1.3"
"tnm_stageII",2.5,"2.39e-01","0.5 to 11.5"
"tnm_stageIII",4.3,"5.50e-02","1 to 19.4"
"tnm_stageIV",11.4,"1.38e-03","2.6 to 50.5"
"TCP11L2_cna",1.5,"1.51e-01","0.9 to 2.8"
"age.cat>=65",1.5,"3.38e-01","0.6 to 3.5"
"gendermale",0.7,"2.75e-01","0.4 to 1.3"
"tnm_stageII",2.6,"2.13e-01","0.6 to 12.1"
"tnm_stageIII",4.4,"5.17e-02","1 to 19.9"
"tnm_stageIV",11.9,"1.11e-03","2.7 to 52.7"
"TCP11L2_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.08e-01","0.7 to 3.9"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.04e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.96e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"B2M_cna",1.4,"2.43e-01","0.8 to 2.3"
"age.cat>=65",1.7,"2.28e-01","0.7 to 3.8"
"gendermale",0.7,"3.01e-01","0.4 to 1.4"
"tnm_stageII",2.5,"2.36e-01","0.5 to 11.6"
"tnm_stageIII",4.5,"4.97e-02","1 to 20.1"
"tnm_stageIV",11.9,"1.12e-03","2.7 to 52.6"
"B2M_mut",1.1,"7.98e-01","0.5 to 2.3"
"age.cat>=65",1.7,"2.08e-01","0.7 to 3.9"
"gendermale",0.7,"2.09e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.15e-01","0.6 to 12.2"
"tnm_stageIII",4.5,"4.97e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"TP53_cna",1.4,"2.13e-01","0.8 to 2.6"
"age.cat>=65",1.6,"2.45e-01","0.7 to 3.8"
"gendermale",0.7,"2.11e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.21e-01","0.6 to 11.9"
"tnm_stageIII",4.7,"4.43e-02","1 to 20.9"
"tnm_stageIV",12.6,"9.13e-04","2.8 to 56.4"
"TP53_mut",0.7,"1.69e-01","0.4 to 1.2"
"age.cat>=65",1.6,"2.59e-01","0.7 to 3.7"
"gendermale",0.7,"2.97e-01","0.4 to 1.4"
"tnm_stageII",2.4,"2.54e-01","0.5 to 11.2"
"tnm_stageIII",4.4,"5.17e-02","1 to 19.9"
"tnm_stageIV",11.8,"1.13e-03","2.7 to 52.4"
"TMEM88_cna",1.4,"2.21e-01","0.8 to 2.6"
"age.cat>=65",1.6,"2.46e-01","0.7 to 3.8"
"gendermale",0.7,"2.10e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.22e-01","0.6 to 11.9"
"tnm_stageIII",4.7,"4.43e-02","1 to 20.9"
"tnm_stageIV",12.6,"9.15e-04","2.8 to 56.4"
"MYOCD_cna",1.3,"4.00e-01","0.7 to 2.3"
"age.cat>=65",1.7,"2.38e-01","0.7 to 3.8"
"gendermale",0.7,"2.15e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.21e-01","0.6 to 11.9"
"tnm_stageIII",4.6,"4.72e-02","1 to 20.5"
"tnm_stageIV",12.2,"1.03e-03","2.7 to 54.6"
"MYOCD_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",1.7,"2.06e-01","0.7 to 3.9"
"gendermale",0.7,"2.11e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.18e-01","0.6 to 11.9"
"tnm_stageIII",4.4,"5.40e-02","1 to 19.6"
"tnm_stageIV",11.4,"1.38e-03","2.6 to 50.3"
"NCOR1_cna",1.4,"2.56e-01","0.8 to 2.5"
"age.cat>=65",1.6,"2.60e-01","0.7 to 3.7"
"gendermale",0.7,"2.11e-01","0.3 to 1.3"
"tnm_stageII",2.5,"2.35e-01","0.5 to 11.6"
"tnm_stageIII",4.6,"4.74e-02","1 to 20.4"
"tnm_stageIV",12.4,"9.70e-04","2.8 to 55.5"
"NCOR1_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.03e-01","0.7 to 3.9"
"gendermale",0.6,"1.93e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.91e-01","0.6 to 12.7"
"tnm_stageIII",4.5,"4.99e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.20e-03","2.6 to 51.9"
"NF1_cna",1.1,"8.13e-01","0.7 to 1.7"
"age.cat>=65",1.7,"2.05e-01","0.7 to 3.9"
"gendermale",0.6,"2.06e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.03e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.82e-02","1 to 20.5"
"tnm_stageIV",11.8,"1.18e-03","2.7 to 52.3"
"NF1_mut",0,"9.96e-01","0 to Inf"
"age.cat>=65",1.7,"2.05e-01","0.7 to 3.9"
"gendermale",0.6,"2.01e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.01e-01","0.6 to 12.4"
"tnm_stageIII",4.4,"5.17e-02","1 to 19.8"
"tnm_stageIV",11.6,"1.27e-03","2.6 to 51.2"
"ALPK2_cna",3,"1.96e-03","1.5 to 5.9"
"age.cat>=65",1.3,"5.81e-01","0.5 to 3"
"gendermale",0.7,"3.96e-01","0.4 to 1.5"
"tnm_stageII",2.6,"2.13e-01","0.6 to 12.2"
"tnm_stageIII",4.8,"4.06e-02","1.1 to 21.6"
"tnm_stageIV",18.2,"2.07e-04","3.9 to 84.6"
"ALPK2_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.11e-01","0.7 to 3.9"
"gendermale",0.7,"2.15e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.11e-01","0.6 to 12.1"
"tnm_stageIII",4.4,"5.14e-02","1 to 19.9"
"tnm_stageIV",11.5,"1.28e-03","2.6 to 51.2"
"LPAR2_cna",0.8,"5.77e-01","0.5 to 1.5"
"age.cat>=65",1.7,"1.97e-01","0.8 to 4"
"gendermale",0.7,"2.87e-01","0.3 to 1.4"
"tnm_stageII",2.7,"1.94e-01","0.6 to 12.6"
"tnm_stageIII",4.6,"4.59e-02","1 to 20.8"
"tnm_stageIV",11.7,"1.20e-03","2.6 to 51.7"
"LPAR2_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.02e-01","0.7 to 3.9"
"gendermale",0.7,"2.04e-01","0.3 to 1.3"
"tnm_stageII",2.5,"2.41e-01","0.5 to 11.4"
"tnm_stageIII",4.2,"6.23e-02","0.9 to 18.7"
"tnm_stageIV",10.9,"1.69e-03","2.4 to 48.1"
"TGFB1_cna",0.9,"6.49e-01","0.5 to 1.6"
"age.cat>=65",1.7,"2.00e-01","0.7 to 4"
"gendermale",0.7,"2.20e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.07e-01","0.6 to 12.2"
"tnm_stageIII",4.5,"4.82e-02","1 to 20.3"
"tnm_stageIV",11.8,"1.16e-03","2.7 to 52.3"
"TGFB1_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",1.7,"2.02e-01","0.7 to 3.9"
"gendermale",0.6,"1.99e-01","0.3 to 1.3"
"tnm_stageII",2.7,"1.95e-01","0.6 to 12.5"
"tnm_stageIII",4.5,"4.99e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.20e-03","2.6 to 51.9"
"CIC_cna",0.9,"6.79e-01","0.5 to 1.6"
"age.cat>=65",1.7,"2.01e-01","0.7 to 3.9"
"gendermale",0.7,"2.18e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.08e-01","0.6 to 12.2"
"tnm_stageIII",4.5,"4.84e-02","1 to 20.3"
"tnm_stageIV",11.8,"1.16e-03","2.7 to 52.3"
"CIC_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.30e-01","0.7 to 3.8"
"gendermale",0.7,"2.28e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.02e-01","0.6 to 12.3"
"tnm_stageIII",4.6,"4.71e-02","1 to 20.5"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"CSNK2A1_cna",1.4,"1.11e-01","0.9 to 2.2"
"age.cat>=65",1.9,"1.43e-01","0.8 to 4.3"
"gendermale",0.6,"1.35e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.92e-01","0.6 to 12.7"
"tnm_stageIII",4.8,"4.19e-02","1.1 to 21.4"
"tnm_stageIV",12.1,"1.01e-03","2.7 to 53.5"
"ASXL1_cna",0.7,"2.42e-01","0.4 to 1.3"
"age.cat>=65",1.6,"2.54e-01","0.7 to 3.7"
"gendermale",0.7,"3.31e-01","0.4 to 1.4"
"tnm_stageII",2.3,"2.77e-01","0.5 to 10.9"
"tnm_stageIII",4.1,"6.39e-02","0.9 to 18.6"
"tnm_stageIV",11.7,"1.20e-03","2.6 to 52.1"
"ASXL1_mut",1,"9.47e-01","0.4 to 2.8"
"age.cat>=65",1.7,"2.09e-01","0.7 to 3.9"
"gendermale",0.7,"2.15e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.06e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.98e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.24e-03","2.6 to 51.8"
"IFNGR2_cna",1.8,"7.61e-02","0.9 to 3.3"
"age.cat>=65",1.9,"1.33e-01","0.8 to 4.5"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.4,"2.54e-01","0.5 to 11.2"
"tnm_stageIII",4.3,"5.87e-02","0.9 to 19.1"
"tnm_stageIV",13.1,"7.41e-04","2.9 to 58.5"
"IFNGR2_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.11e-01","0.7 to 3.9"
"gendermale",0.7,"2.15e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.11e-01","0.6 to 12.1"
"tnm_stageIII",4.4,"5.14e-02","1 to 19.9"
"tnm_stageIV",11.5,"1.28e-03","2.6 to 51.2"
"EP300_cna",1.2,"5.25e-01","0.7 to 2.1"
"age.cat>=65",1.7,"2.18e-01","0.7 to 3.9"
"gendermale",0.7,"2.37e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.06e-01","0.6 to 12.2"
"tnm_stageIII",4.6,"4.71e-02","1 to 20.5"
"tnm_stageIV",12.2,"1.03e-03","2.7 to 54.4"
"DDX3X_cna",1.5,"1.40e-01","0.9 to 2.5"
"age.cat>=65",1.7,"2.01e-01","0.7 to 4"
"gendermale",0.6,"1.86e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.87e-01","0.6 to 12.8"
"tnm_stageIII",4.5,"4.88e-02","1 to 20.2"
"tnm_stageIV",12.7,"8.51e-04","2.9 to 56.7"
"DDX3X_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",1.7,"2.09e-01","0.7 to 3.9"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.05e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.96e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"SSX5_cna",1.7,"4.30e-02","1 to 2.9"
"age.cat>=65",1.7,"1.89e-01","0.8 to 4"
"gendermale",0.6,"1.69e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.86e-01","0.6 to 12.9"
"tnm_stageIII",4.5,"4.97e-02","1 to 20.1"
"tnm_stageIV",13.1,"7.35e-04","2.9 to 58.6"
"FOXP3_cna",1.7,"5.44e-02","1 to 2.8"
"age.cat>=65",1.8,"1.77e-01","0.8 to 4.1"
"gendermale",0.6,"1.72e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.79e-01","0.6 to 13"
"tnm_stageIII",4.5,"4.87e-02","1 to 20.2"
"tnm_stageIV",13.3,"6.96e-04","3 to 59.3"
"SMC1A_cna",1.7,"5.52e-02","1 to 2.9"
"age.cat>=65",1.8,"1.76e-01","0.8 to 4.1"
"gendermale",0.6,"1.72e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.89e-01","0.6 to 12.8"
"tnm_stageIII",4.4,"5.16e-02","1 to 19.9"
"tnm_stageIV",13,"7.58e-04","2.9 to 58.2"
"SMC1A_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.7,"2.08e-01","0.7 to 3.9"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.04e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.96e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"MORC4_cna",1.4,"2.65e-01","0.8 to 2.4"
"age.cat>=65",1.7,"2.23e-01","0.7 to 3.8"
"gendermale",0.7,"2.13e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.20e-01","0.6 to 11.9"
"tnm_stageIII",4.5,"4.93e-02","1 to 20.2"
"tnm_stageIV",12,"1.08e-03","2.7 to 53.2"
"CUL4B_cna",1.7,"4.51e-02","1 to 3"
"age.cat>=65",1.8,"1.73e-01","0.8 to 4.1"
"gendermale",0.6,"1.94e-01","0.3 to 1.2"
"tnm_stageII",2.5,"2.30e-01","0.6 to 11.7"
"tnm_stageIII",4.4,"5.40e-02","1 to 19.6"
"tnm_stageIV",11.6,"1.29e-03","2.6 to 51.4"
"CUL4B_mut",0,"9.98e-01","0 to Inf"
"age.cat>=65",1.7,"2.09e-01","0.7 to 3.9"
"gendermale",0.7,"2.12e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.05e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.96e-02","1 to 20.1"
"tnm_stageIV",11.7,"1.21e-03","2.6 to 51.8"
"TMB",1,"2.18e-01","1 to 1"
"age.cat>=65",1.8,"1.75e-01","0.8 to 4.2"
"gendermale",0.7,"2.14e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.01e-01","0.6 to 12.5"
"tnm_stageIII",4.8,"4.33e-02","1 to 22.3"
"tnm_stageIV",12.8,"1.02e-03","2.8 to 58.9"
"PDL1",1,"6.51e-01","1 to 1"
"age.cat>=65",1.7,"2.07e-01","0.7 to 3.9"
"gendermale",0.7,"2.09e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.16e-01","0.6 to 12.1"
"tnm_stageIII",4.4,"5.14e-02","1 to 19.9"
"tnm_stageIV",11.6,"1.24e-03","2.6 to 51.5"
"silent.catmed",1.4,"4.84e-01","0.6 to 3.2"
"silent.cathigh",2.3,"8.39e-02","0.9 to 6.1"
"age.cat>=65",1.6,"2.92e-01","0.7 to 3.6"
"gendermale",0.7,"2.76e-01","0.4 to 1.3"
"tnm_stageII",2.4,"2.71e-01","0.5 to 10.9"
"tnm_stageIII",4.1,"6.78e-02","0.9 to 18.2"
"tnm_stageIV",13.1,"8.16e-04","2.9 to 59"
"missense.catmed",1.2,"6.57e-01","0.5 to 2.8"
"missense.cathigh",3.1,"2.43e-02","1.2 to 8.5"
"age.cat>=65",1.5,"3.26e-01","0.7 to 3.5"
"gendermale",0.7,"3.25e-01","0.4 to 1.4"
"tnm_stageII",2.2,"3.25e-01","0.5 to 10.1"
"tnm_stageIII",4,"7.41e-02","0.9 to 17.8"
"tnm_stageIV",15,"4.82e-04","3.3 to 68.9"
"nonsense.catmed",1.4,"3.52e-01","0.7 to 3.2"
"nonsense.cathigh",1.9,"1.45e-01","0.8 to 4.4"
"age.cat>=65",1.6,"2.45e-01","0.7 to 3.8"
"gendermale",0.6,"1.74e-01","0.3 to 1.2"
"tnm_stageII",2.6,"2.12e-01","0.6 to 12.1"
"tnm_stageIII",4.5,"4.99e-02","1 to 20.1"
"tnm_stageIV",13.3,"7.46e-04","3 to 59.9"
"frameshift.catmed",1.9,"2.23e-01","0.7 to 5"
"frameshift.cathigh",2.1,"1.72e-01","0.7 to 6"
"age.cat>=65",1.7,"2.30e-01","0.7 to 3.8"
"gendermale",0.7,"2.18e-01","0.3 to 1.3"
"tnm_stageII",2.7,"1.99e-01","0.6 to 12.5"
"tnm_stageIII",4.4,"5.11e-02","1 to 19.9"
"tnm_stageIV",10.7,"1.90e-03","2.4 to 47.8"
"total.catmed",1.4,"4.55e-01","0.6 to 3.1"
"total.cathigh",2.5,"6.40e-02","0.9 to 6.8"
"age.cat>=65",1.6,"3.07e-01","0.7 to 3.6"
"gendermale",0.7,"2.34e-01","0.3 to 1.3"
"tnm_stageII",2.3,"2.81e-01","0.5 to 10.8"
"tnm_stageIII",4,"7.14e-02","0.9 to 18.2"
"tnm_stageIV",14.3,"5.47e-04","3.2 to 64.8"
"GZMA.catmed",1,"9.78e-01","0.5 to 2.2"
"GZMA.cathigh",1,"9.58e-01","0.4 to 2.6"
"age.cat>=65",1.7,"2.08e-01","0.7 to 3.9"
"gendermale",0.7,"2.22e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.05e-01","0.6 to 12.3"
"tnm_stageIII",4.5,"4.99e-02","1 to 20.2"
"tnm_stageIV",11.6,"1.36e-03","2.6 to 52.2"
"PRF1.catmed",0.9,"7.42e-01","0.4 to 1.9"
"PRF1.cathigh",0.7,"4.34e-01","0.3 to 1.8"
"age.cat>=65",1.7,"1.98e-01","0.8 to 4"
"gendermale",0.6,"2.00e-01","0.3 to 1.3"
"tnm_stageII",2.5,"2.42e-01","0.5 to 11.6"
"tnm_stageIII",4.3,"5.96e-02","0.9 to 19.3"
"tnm_stageIV",10.8,"1.91e-03","2.4 to 48.7"
"nmdptc_max.catmed",3.1,"2.56e-02","1.1 to 8.3"
"nmdptc_max.cathigh",2.6,"9.55e-02","0.8 to 8.2"
"age.cat>=65",1.6,"2.94e-01","0.7 to 3.6"
"gendermale",0.6,"1.83e-01","0.3 to 1.2"
"tnm_stageII",2.7,"2.03e-01","0.6 to 12.4"
"tnm_stageIII",4.5,"4.99e-02","1 to 20.1"
"tnm_stageIV",13,"7.64e-04","2.9 to 57.7"
"nmdptc_n_decayed.catmed",1.9,"1.30e-01","0.8 to 4.6"
"nmdptc_n_decayed.cathigh",2.3,"8.45e-02","0.9 to 5.9"
"age.cat>=65",1.7,"2.35e-01","0.7 to 3.9"
"gendermale",0.7,"2.25e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.17e-01","0.6 to 12.1"
"tnm_stageIII",4.6,"4.71e-02","1 to 20.9"
"tnm_stageIV",13.6,"6.36e-04","3 to 60.5"
"nmdptc_frac_decayed.catmed",2.1,"6.83e-02","0.9 to 4.7"
"nmdptc_frac_decayed.cathigh",1.7,"3.20e-01","0.6 to 4.5"
"age.cat>=65",1.8,"1.64e-01","0.8 to 4.1"
"gendermale",0.6,"1.66e-01","0.3 to 1.2"
"tnm_stageII",2.6,"2.22e-01","0.6 to 11.9"
"tnm_stageIII",4.7,"4.31e-02","1 to 21.1"
"tnm_stageIV",12.8,"8.04e-04","2.9 to 56.8"
"nmdptc_med.catmed",4.5,"2.65e-03","1.7 to 12.2"
"nmdptc_med.cathigh",2.2,"1.89e-01","0.7 to 7.1"
"age.cat>=65",1.6,"2.64e-01","0.7 to 3.7"
"gendermale",0.7,"2.71e-01","0.4 to 1.3"
"tnm_stageII",3,"1.55e-01","0.7 to 13.9"
"tnm_stageIII",5,"3.54e-02","1.1 to 22.6"
"tnm_stageIV",15.9,"3.00e-04","3.5 to 71.1"
"nmdptc_med.wt.catmed",4.2,"4.35e-03","1.6 to 11.5"
"nmdptc_med.wt.cathigh",2.5,"1.13e-01","0.8 to 7.9"
"age.cat>=65",1.5,"3.59e-01","0.6 to 3.4"
"gendermale",0.7,"2.71e-01","0.4 to 1.3"
"tnm_stageII",2.6,"2.15e-01","0.6 to 12.2"
"tnm_stageIII",4.7,"4.27e-02","1.1 to 21.3"
"tnm_stageIV",14.4,"5.00e-04","3.2 to 64.8"
"nmdptc_mean.catmed",3.3,"1.23e-02","1.3 to 8.5"
"nmdptc_mean.cathigh",2.1,"1.85e-01","0.7 to 6.1"
"age.cat>=65",1.8,"1.56e-01","0.8 to 4.2"
"gendermale",0.7,"2.58e-01","0.4 to 1.3"
"tnm_stageII",2.5,"2.49e-01","0.5 to 11.2"
"tnm_stageIII",3.8,"7.97e-02","0.9 to 17.3"
"tnm_stageIV",13.6,"5.93e-04","3.1 to 60.5"
"nmdptc_mean.wt.catmed",3.3,"9.73e-03","1.3 to 8.4"
"nmdptc_mean.wt.cathigh",1.5,"4.86e-01","0.5 to 4.8"
"age.cat>=65",1.6,"2.76e-01","0.7 to 3.6"
"gendermale",0.7,"2.13e-01","0.3 to 1.3"
"tnm_stageII",2.5,"2.36e-01","0.5 to 11.7"
"tnm_stageIII",4,"7.00e-02","0.9 to 18"
"tnm_stageIV",12.6,"8.69e-04","2.8 to 55.6"
"nmdfs_max.catmed",1.5,"2.75e-01","0.7 to 3.4"
"nmdfs_max.cathigh",0.7,"4.82e-01","0.2 to 2"
"age.cat>=65",1.5,"3.20e-01","0.7 to 3.5"
"gendermale",0.7,"2.58e-01","0.4 to 1.3"
"tnm_stageII",2.5,"2.36e-01","0.5 to 11.8"
"tnm_stageIII",4.2,"6.31e-02","0.9 to 19"
"tnm_stageIV",10.9,"1.68e-03","2.5 to 48.5"
"nmdfs_n_decayed.catmed",1.5,"2.36e-01","0.8 to 3.1"
"nmdfs_n_decayed.cathigh",0.6,"3.62e-01","0.2 to 1.7"
"age.cat>=65",1.5,"3.39e-01","0.7 to 3.5"
"gendermale",0.7,"2.27e-01","0.3 to 1.3"
"tnm_stageII",2.7,"2.05e-01","0.6 to 12.4"
"tnm_stageIII",4.4,"5.36e-02","1 to 19.7"
"tnm_stageIV",12.1,"1.06e-03","2.7 to 53.7"
"nmdfs_frac_decayed.catmed",1.4,"3.90e-01","0.6 to 3.1"
"nmdfs_frac_decayed.cathigh",1.1,"8.88e-01","0.4 to 2.5"
"age.cat>=65",1.7,"2.36e-01","0.7 to 3.8"
"gendermale",0.7,"2.18e-01","0.3 to 1.3"
"tnm_stageII",2.6,"2.29e-01","0.6 to 11.8"
"tnm_stageIII",4.4,"5.43e-02","1 to 19.6"
"tnm_stageIV",11.5,"1.29e-03","2.6 to 51.2"
"nmdfs_med.catmed",1.5,"2.83e-01","0.7 to 3.4"
"nmdfs_med.cathigh",0.9,"8.07e-01","0.3 to 2.5"
"age.cat>=65",1.6,"2.85e-01","0.7 to 3.7"
"gendermale",0.7,"3.06e-01","0.4 to 1.4"
"tnm_stageII",2.5,"2.33e-01","0.5 to 11.7"
"tnm_stageIII",4.6,"4.65e-02","1 to 20.5"
"tnm_stageIV",11.3,"1.41e-03","2.5 to 49.8"
"nmdfs_med.wt.catmed",1.5,"2.86e-01","0.7 to 3.3"
"nmdfs_med.wt.cathigh",0.7,"5.90e-01","0.2 to 2.2"
"age.cat>=65",1.5,"3.10e-01","0.7 to 3.6"
"gendermale",0.7,"3.13e-01","0.4 to 1.4"
"tnm_stageII",2.5,"2.40e-01","0.5 to 11.6"
"tnm_stageIII",4.4,"5.17e-02","1 to 19.8"
"tnm_stageIV",10.9,"1.64e-03","2.5 to 48.4"
"nmdfs_mean.catmed",1.6,"2.29e-01","0.7 to 3.7"
"nmdfs_mean.cathigh",0.9,"9.17e-01","0.3 to 2.8"
"age.cat>=65",1.6,"2.83e-01","0.7 to 3.7"
"gendermale",0.7,"3.15e-01","0.4 to 1.4"
"tnm_stageII",2.6,"2.21e-01","0.6 to 11.9"
"tnm_stageIII",4.4,"5.42e-02","1 to 19.6"
"tnm_stageIV",10.8,"1.69e-03","2.4 to 48.1"
