"var","hr","pval","hr_ci95"
"nmdns_med.wt",1.2,"2.22e-01","0.9 to 1.6"
"TMB.cathigh",0.9,"7.09e-01","0.4 to 1.9"
"PDL1.catmed",0.9,"7.64e-01","0.4 to 2.1"
"PDL1.cathigh",1.6,"3.16e-01","0.6 to 4"
"nmdns_mean",1.2,"1.41e-01","0.9 to 1.6"
"TMB.cathigh",0.8,"6.59e-01","0.4 to 1.8"
"PDL1.catmed",0.9,"8.19e-01","0.4 to 2.2"
"PDL1.cathigh",1.7,"2.52e-01","0.7 to 4.2"
"nmdns_mean.wt",1.2,"2.30e-01","0.9 to 1.6"
"TMB.cathigh",0.9,"7.06e-01","0.4 to 1.9"
"PDL1.catmed",0.9,"7.65e-01","0.4 to 2.1"
"PDL1.cathigh",1.6,"3.14e-01","0.6 to 4"
"TNFRSF4_cna",1.5,"3.67e-01","0.6 to 3.3"
"TMB.cathigh",0.7,"3.60e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.79e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.36e-01","0.7 to 4.3"
"CNKSR1_cna",1.3,"5.61e-01","0.6 to 3"
"TMB.cathigh",0.7,"3.48e-01","0.4 to 1.4"
"PDL1.catmed",0.9,"7.58e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.44e-01","0.7 to 4.3"
"CNKSR1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.83e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.65e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.51e-01","0.7 to 4.3"
"FUBP1_cna",2,"1.86e-01","0.7 to 5.3"
"TMB.cathigh",0.7,"3.82e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.18e-01","0.3 to 2.1"
"PDL1.cathigh",1.7,"2.38e-01","0.7 to 4.3"
"IL10_cna",1.5,"1.73e-01","0.8 to 2.6"
"TMB.cathigh",0.7,"3.50e-01","0.4 to 1.4"
"PDL1.catmed",0.9,"7.33e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.53e-01","0.7 to 4.2"
"IL10_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.96e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.48e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.31e-01","0.7 to 4.4"
"IRF6_cna",1.6,"1.06e-01","0.9 to 2.8"
"TMB.cathigh",0.7,"3.52e-01","0.4 to 1.4"
"PDL1.catmed",0.9,"7.65e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.38e-01","0.7 to 4.3"
"IRF6_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.88e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.50e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.37e-01","0.7 to 4.3"
"DNMT3A_cna",2.3,"4.09e-03","1.3 to 3.9"
"TMB.cathigh",0.9,"7.16e-01","0.4 to 1.8"
"PDL1.catmed",1,"9.92e-01","0.4 to 2.4"
"PDL1.cathigh",1.9,"1.60e-01","0.8 to 4.9"
"SOS1_cna",4.4,"2.64e-06","2.4 to 8"
"TMB.cathigh",1.1,"8.39e-01","0.5 to 2.3"
"PDL1.catmed",1.2,"6.58e-01","0.5 to 3.1"
"PDL1.cathigh",2.5,"6.10e-02","1 to 6.4"
"SOS1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.83e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.16e-01","0.3 to 2.1"
"PDL1.cathigh",1.7,"2.75e-01","0.7 to 4.2"
"CASP8_cna",2.8,"2.79e-03","1.4 to 5.6"
"TMB.cathigh",0.9,"8.08e-01","0.4 to 1.9"
"PDL1.catmed",0.8,"6.84e-01","0.3 to 2"
"PDL1.cathigh",1.6,"3.33e-01","0.6 to 3.9"
"CASP8_mut",1.2,"7.42e-01","0.5 to 3"
"TMB.cathigh",0.7,"3.40e-01","0.3 to 1.5"
"PDL1.catmed",0.9,"7.52e-01","0.4 to 2.1"
"PDL1.cathigh",1.6,"3.00e-01","0.6 to 4.2"
"CTLA4_cna",1.6,"1.61e-01","0.8 to 3.3"
"TMB.cathigh",0.7,"4.03e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.71e-01","0.4 to 2.1"
"PDL1.cathigh",1.6,"2.96e-01","0.7 to 4.1"
"CTLA4_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.88e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.50e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.37e-01","0.7 to 4.3"
"DNER_cna",1.4,"4.23e-01","0.6 to 3.3"
"TMB.cathigh",0.8,"4.71e-01","0.4 to 1.6"
"PDL1.catmed",0.9,"7.80e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.57e-01","0.7 to 4.2"
"DNER_mut",1.1,"8.57e-01","0.3 to 5.2"
"TMB.cathigh",0.7,"3.56e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.47e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.66e-01","0.7 to 4.2"
"PDCD1_cna",2.2,"6.06e-02","1 to 4.9"
"TMB.cathigh",0.9,"6.78e-01","0.4 to 1.8"
"PDL1.catmed",0.9,"8.08e-01","0.4 to 2.2"
"PDL1.cathigh",1.7,"2.83e-01","0.7 to 4.1"
"SLC22A14_cna",0.6,"2.79e-01","0.3 to 1.5"
"TMB.cathigh",0.8,"4.42e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.34e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.64e-01","0.7 to 4.2"
"PIK3CA_cna",1.3,"3.17e-01","0.8 to 2.1"
"TMB.cathigh",0.7,"3.97e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.48e-01","0.4 to 2.1"
"PDL1.cathigh",1.6,"2.85e-01","0.7 to 4.1"
"PIK3CA_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"4.48e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"9.02e-01","0.4 to 2.3"
"PDL1.cathigh",1.7,"2.45e-01","0.7 to 4.3"
"CXCL9_cna",0.8,"6.03e-01","0.3 to 2"
"TMB.cathigh",0.7,"4.21e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.76e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.71e-01","0.7 to 4.2"
"CXCL10_cna",0.8,"6.03e-01","0.3 to 2"
"TMB.cathigh",0.7,"4.21e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.76e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.71e-01","0.7 to 4.2"
"CXCL11_cna",0.8,"6.03e-01","0.3 to 2"
"TMB.cathigh",0.7,"4.21e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.76e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.71e-01","0.7 to 4.2"
"TET2_cna",0.7,"4.73e-01","0.3 to 1.7"
"TMB.cathigh",0.7,"4.26e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.81e-01","0.4 to 2.2"
"PDL1.cathigh",1.7,"2.69e-01","0.7 to 4.2"
"TET2_mut",0,"9.98e-01","0 to Inf"
"TMB.cathigh",0.7,"4.07e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.27e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.67e-01","0.7 to 4.2"
"IL2_cna",1.2,"7.08e-01","0.5 to 3.2"
"TMB.cathigh",0.7,"3.40e-01","0.3 to 1.4"
"PDL1.catmed",0.9,"7.43e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.42e-01","0.7 to 4.3"
"IRF1_cna",0.9,"8.00e-01","0.4 to 2.1"
"TMB.cathigh",0.7,"3.79e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.59e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.70e-01","0.7 to 4.2"
"HAVCR2_cna",0.8,"5.36e-01","0.3 to 1.8"
"TMB.cathigh",0.7,"3.91e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.66e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.82e-01","0.7 to 4.1"
"TAP1_cna",1.2,"6.07e-01","0.6 to 2.3"
"TMB.cathigh",0.7,"3.74e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.51e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.59e-01","0.7 to 4.2"
"TAP1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"4.19e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.67e-01","0.4 to 2.1"
"PDL1.cathigh",1.8,"2.27e-01","0.7 to 4.4"
"IFNGR1_cna",1,"9.04e-01","0.4 to 2.2"
"TMB.cathigh",0.7,"3.70e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.49e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.54e-01","0.7 to 4.2"
"IFNGR1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.68e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.56e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.56e-01","0.7 to 4.2"
"MUC17_cna",2,"1.88e-02","1.1 to 3.7"
"TMB.cathigh",0.7,"3.07e-01","0.3 to 1.4"
"PDL1.catmed",0.9,"7.92e-01","0.4 to 2.2"
"PDL1.cathigh",1.9,"1.59e-01","0.8 to 4.9"
"MUC17_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"4.57e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.05e-01","0.3 to 2.1"
"PDL1.cathigh",1.8,"2.26e-01","0.7 to 4.4"
"MET_cna",0.9,"7.23e-01","0.5 to 1.7"
"TMB.cathigh",0.7,"3.57e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.46e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.76e-01","0.7 to 4.2"
"MET_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.92e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.02e-01","0.3 to 2"
"PDL1.cathigh",1.6,"2.84e-01","0.7 to 4.1"
"IDO1_cna",0.8,"3.83e-01","0.4 to 1.4"
"TMB.cathigh",0.7,"3.40e-01","0.4 to 1.4"
"PDL1.catmed",0.8,"6.76e-01","0.3 to 2"
"PDL1.cathigh",1.7,"2.80e-01","0.7 to 4.1"
"IDO1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.80e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.71e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.56e-01","0.7 to 4.2"
"JAK2_cna",0.5,"9.36e-02","0.3 to 1.1"
"TMB.cathigh",0.7,"3.64e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"8.40e-01","0.4 to 2.2"
"PDL1.cathigh",2,"1.39e-01","0.8 to 5.2"
"JAK2_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"4.33e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.32e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.50e-01","0.7 to 4.3"
"CD274_cna",0.5,"9.36e-02","0.3 to 1.1"
"TMB.cathigh",0.7,"3.64e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"8.40e-01","0.4 to 2.2"
"PDL1.cathigh",2,"1.39e-01","0.8 to 5.2"
"COL5A1_cna",0.8,"5.04e-01","0.4 to 1.6"
"TMB.cathigh",0.7,"3.83e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.79e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.82e-01","0.7 to 4.1"
"COL5A1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"4.24e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.32e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.68e-01","0.7 to 4.2"
"ARID5B_cna",1.3,"4.77e-01","0.7 to 2.4"
"TMB.cathigh",0.7,"3.83e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.95e-01","0.4 to 2.2"
"PDL1.cathigh",1.8,"2.09e-01","0.7 to 4.6"
"ARID5B_mut",1.4,"2.55e-01","0.8 to 2.4"
"TMB.cathigh",0.7,"2.71e-01","0.3 to 1.4"
"PDL1.catmed",0.8,"6.29e-01","0.3 to 2"
"PDL1.cathigh",1.7,"2.81e-01","0.7 to 4.1"
"OVOL1_cna",1.1,"7.83e-01","0.5 to 2.4"
"TMB.cathigh",0.7,"3.74e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.69e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.48e-01","0.7 to 4.3"
"LAG3_cna",0.9,"8.56e-01","0.5 to 1.9"
"TMB.cathigh",0.7,"3.56e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.55e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.51e-01","0.7 to 4.3"
"ARID2_cna",0.5,"1.97e-01","0.2 to 1.4"
"TMB.cathigh",0.7,"3.86e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"8.43e-01","0.4 to 2.2"
"PDL1.cathigh",1.7,"2.52e-01","0.7 to 4.3"
"ARID2_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"4.84e-01","0.4 to 1.6"
"PDL1.catmed",0.8,"7.06e-01","0.3 to 2.1"
"PDL1.cathigh",1.7,"2.51e-01","0.7 to 4.3"
"IFNG_cna",0.4,"6.75e-02","0.1 to 1.1"
"TMB.cathigh",0.7,"3.40e-01","0.4 to 1.4"
"PDL1.catmed",0.9,"9.04e-01","0.4 to 2.3"
"PDL1.cathigh",1.7,"2.39e-01","0.7 to 4.3"
"IFNG_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.85e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.50e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.40e-01","0.7 to 4.3"
"TCP11L2_cna",0.5,"1.37e-01","0.2 to 1.2"
"TMB.cathigh",0.7,"3.06e-01","0.3 to 1.4"
"PDL1.catmed",0.9,"8.77e-01","0.4 to 2.3"
"PDL1.cathigh",1.8,"2.18e-01","0.7 to 4.4"
"TCP11L2_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"5.38e-01","0.4 to 1.6"
"PDL1.catmed",0.9,"7.92e-01","0.4 to 2.2"
"PDL1.cathigh",1.7,"2.33e-01","0.7 to 4.4"
"B2M_cna",0.4,"8.56e-03","0.2 to 0.8"
"TMB.cathigh",0.8,"5.47e-01","0.4 to 1.6"
"PDL1.catmed",1.1,"8.66e-01","0.4 to 2.7"
"PDL1.cathigh",1.8,"2.20e-01","0.7 to 4.5"
"B2M_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.7,"3.83e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.16e-01","0.3 to 2.1"
"PDL1.cathigh",1.7,"2.75e-01","0.7 to 4.2"
"TP53_cna",0.5,"4.32e-02","0.2 to 1"
"TMB.cathigh",0.8,"5.85e-01","0.4 to 1.7"
"PDL1.catmed",0.9,"7.75e-01","0.4 to 2.1"
"PDL1.cathigh",1.5,"3.54e-01","0.6 to 3.9"
"TP53_mut",0.7,"4.87e-01","0.3 to 1.7"
"TMB.cathigh",0.7,"3.61e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.51e-01","0.4 to 2.1"
"PDL1.cathigh",1.8,"2.20e-01","0.7 to 4.5"
"TMEM88_cna",0.5,"4.32e-02","0.2 to 1"
"TMB.cathigh",0.8,"5.85e-01","0.4 to 1.7"
"PDL1.catmed",0.9,"7.75e-01","0.4 to 2.1"
"PDL1.cathigh",1.5,"3.54e-01","0.6 to 3.9"
"MYOCD_cna",0.4,"1.69e-03","0.2 to 0.7"
"TMB.cathigh",1,"9.07e-01","0.5 to 2"
"PDL1.catmed",0.9,"7.25e-01","0.3 to 2.1"
"PDL1.cathigh",1.3,"6.17e-01","0.5 to 3.3"
"MYOCD_mut",0,"9.98e-01","0 to Inf"
"TMB.cathigh",0.7,"4.16e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.13e-01","0.3 to 2.1"
"PDL1.cathigh",1.7,"2.49e-01","0.7 to 4.3"
"NCOR1_cna",0.5,"6.80e-02","0.3 to 1"
"TMB.cathigh",0.8,"5.77e-01","0.4 to 1.7"
"PDL1.catmed",0.9,"7.35e-01","0.4 to 2.1"
"PDL1.cathigh",1.6,"3.45e-01","0.6 to 3.9"
"NCOR1_mut",0,"9.97e-01","0 to Inf"
"TMB.cathigh",0.8,"4.42e-01","0.4 to 1.5"
"PDL1.catmed",0.8,"7.13e-01","0.3 to 2.1"
"PDL1.cathigh",1.7,"2.33e-01","0.7 to 4.3"
"NF1_cna",0.7,"1.78e-01","0.4 to 1.2"
"TMB.cathigh",0.7,"3.35e-01","0.3 to 1.4"
"PDL1.catmed",0.9,"8.41e-01","0.4 to 2.2"
"PDL1.cathigh",1.9,"1.86e-01","0.7 to 4.7"
"NF1_mut",0,"9.96e-01","0 to Inf"
"TMB.cathigh",0.8,"4.82e-01","0.4 to 1.6"
"PDL1.catmed",0.8,"6.87e-01","0.3 to 2"
"PDL1.cathigh",1.6,"2.99e-01","0.6 to 4.1"
"ALPK2_cna",1.1,"6.71e-01","0.6 to 2.1"
"TMB.cathigh",0.7,"3.96e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.63e-01","0.4 to 2.1"
"PDL1.cathigh",1.7,"2.46e-01","0.7 to 4.3"
"ALPK2_mut",0,"9.96e-01","0 to Inf"
"TMB.cathigh",0.8,"5.64e-01","0.4 to 1.6"
"PDL1.catmed",0.8,"6.73e-01","0.3 to 2"
"PDL1.cathigh",1.6,"2.98e-01","0.7 to 4.1"
"LPAR2_cna",1.3,"3.89e-01","0.7 to 2.3"
"TMB.cathigh",0.7,"4.05e-01","0.4 to 1.5"
"PDL1.catmed",0.9,"7.85e-01","0.4 to 2.2"
"PDL1.cathigh",1.7,"2.65e-01","0.7 to 4.2"
"TGFB1_cna",0.7,"3.08e-01","0.3 to 1.5"
