"var","hr","pval","hr_ci95"
"cyt.catmed",2.1,"1.31e-03","1.3 to 3.4"
"cyt.cathigh",2.4,"4.54e-04","1.5 to 3.9"
"cyt.bool1",2.4,"3.98e-04","1.5 to 4"
"gendermale",0.8,"2.74e-01","0.6 to 1.1"
"raceasian",404099.1,"9.93e-01","0 to Inf"
"raceblack or african american",369770,"9.93e-01","0 to Inf"
"racewhite",453353.4,"9.93e-01","0 to Inf"
"tnm_stageII",1,"9.32e-01","0.6 to 1.9"
"tnm_stageIII",2.8,"5.01e-07","1.9 to 4.2"
"tnm_stageIV",8.2,"0.00e+00","5.5 to 12.1"
"TMB.cathigh",1,"8.89e-01","0.8 to 1.4"
"PDL1.cat0positive",3305387.8,"9.93e-01","0 to Inf"
"PDL1.catmed",0.7,"4.87e-02","0.5 to 1"
"PDL1.cathigh",0.5,"3.65e-03","0.3 to 0.8"
"age.cat>=65",1.8,"1.13e-04","1.3 to 2.4"
"nmdptc_mut.bool1",0.6,"3.49e-02","0.4 to 1"
"nmdfs_mut.bool1",0.5,"2.02e-04","0.4 to 0.7"
"nmdns_mut.bool1",1,"9.63e-01","0.7 to 1.4"
"silent",1,"9.25e-01","1 to 1"
"missense",1,"4.74e-01","1 to 1"
"nonstop",1.1,"9.14e-01","0.2 to 8"
"nonsense",1,"2.76e-01","1 to 1.1"
"frameshift",1,"6.16e-02","0.9 to 1"
"total",1,"7.95e-01","1 to 1"
"GZMA",1,"1.43e-03","1 to 1"
"PRF1",1,"5.78e-02","1 to 1"
"cyt",1,"6.51e-03","1 to 1"
"nmdptc_max",1.1,"7.41e-03","1 to 1.1"
"nmdptc_n_decayed",1,"1.49e-02","1 to 1"
"nmdptc_frac_decayed",1.1,"6.76e-01","0.7 to 1.8"
"nmdptc_med",1.1,"2.78e-01","0.9 to 1.2"
"nmdptc_med.wt",1.2,"4.43e-02","1 to 1.4"
"nmdptc_mean",1.1,"2.50e-01","0.9 to 1.2"
"nmdptc_mean.wt",1.2,"3.68e-02","1 to 1.4"
"nmdfs_max",1.1,"1.06e-04","1 to 1.1"
"nmdfs_n_decayed",1,"7.36e-05","1 to 1"
"nmdfs_frac_decayed",1.3,"2.85e-01","0.8 to 2"
"nmdfs_med",1.1,"4.62e-03","1 to 1.1"
"nmdfs_med.wt",1.1,"7.37e-04","1 to 1.2"
"nmdfs_mean",1.1,"4.38e-03","1 to 1.1"
