"var","hr","pval","hr_ci95"
"PRF1.cathigh",0.5,"5.60e-01","0 to 5.4"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"nmdptc_max.catmed",304935075.8,"9.99e-01","0 to Inf"
"nmdptc_max.cathigh",230323861.9,"9.99e-01","0 to Inf"
"age.cat>=65",2.4,"2.89e-01","0.5 to 11.8"
"nmdptc_n_decayed.catmed",1.5,"6.73e-01","0.2 to 9"
"nmdptc_n_decayed.cathigh",1.2,"8.46e-01","0.2 to 7.3"
"age.cat>=65",2.3,"3.02e-01","0.5 to 11.7"
"nmdptc_frac_decayed.catmed",0.7,"8.21e-01","0 to 11.9"
"nmdptc_frac_decayed.cathigh",3.7,"2.35e-01","0.4 to 31.8"
"age.cat>=65",2.8,"2.11e-01","0.6 to 13.9"
"nmdptc_med.catmed",3.1,"3.28e-01","0.3 to 29.7"
"nmdptc_med.cathigh",2.7,"4.23e-01","0.2 to 31"
"age.cat>=65",2.3,"3.02e-01","0.5 to 11.7"
"nmdptc_med.wt.catmed",1.9,"5.91e-01","0.2 to 18.1"
"nmdptc_med.wt.cathigh",3.6,"2.66e-01","0.4 to 35.4"
"age.cat>=65",2.6,"2.49e-01","0.5 to 12.8"
"nmdptc_mean.catmed",0.9,"8.84e-01","0.1 to 7"
"nmdptc_mean.cathigh",2.1,"4.18e-01","0.3 to 13.7"
"age.cat>=65",2.5,"2.69e-01","0.5 to 12.3"
"nmdptc_mean.wt.catmed",2.3,"4.91e-01","0.2 to 23.1"
"nmdptc_mean.wt.cathigh",4.1,"2.30e-01","0.4 to 40.7"
"age.cat>=65",2.5,"2.58e-01","0.5 to 12.6"
"nmdfs_max.catmed",64243688.8,"9.98e-01","0 to Inf"
"nmdfs_max.cathigh",211854134.8,"9.98e-01","0 to Inf"
"age.cat>=65",2.6,"2.49e-01","0.5 to 12.8"
"nmdfs_n_decayed.catmed",0,"9.98e-01","0 to Inf"
"nmdfs_n_decayed.cathigh",3.8,"1.17e-01","0.7 to 20.5"
"age.cat>=65",2.5,"2.62e-01","0.5 to 12.5"
"nmdfs_frac_decayed.catmed",0.9,"1.00e+00","0 to Inf"
"nmdfs_frac_decayed.cathigh",397658836.8,"9.99e-01","0 to Inf"
"age.cat>=65",2.7,"2.20e-01","0.5 to 13.6"
"nmdfs_med.catmed",178559118.7,"9.99e-01","0 to Inf"
"nmdfs_med.cathigh",558556370,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"2.44e-01","0.5 to 12.9"
"nmdfs_med.wt.catmed",180654684.3,"9.99e-01","0 to Inf"
"nmdfs_med.wt.cathigh",562775472.1,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"2.41e-01","0.5 to 13"
"nmdfs_mean.catmed",182893924,"9.99e-01","0 to Inf"
"nmdfs_mean.cathigh",559480693.2,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"2.44e-01","0.5 to 12.9"
"nmdfs_mean.wt.catmed",180870894.5,"9.99e-01","0 to Inf"
"nmdfs_mean.wt.cathigh",561982665.9,"9.99e-01","0 to Inf"
"age.cat>=65",2.6,"2.42e-01","0.5 to 13"
"nmdns_max.catmed",702942571,"9.99e-01","0 to Inf"
"nmdns_max.cathigh",254161782.5,"9.99e-01","0 to Inf"
"age.cat>=65",2.4,"2.75e-01","0.5 to 12.2"
"nmdns_n_decayed.catmed",0.7,"7.16e-01","0.1 to 6.3"
"nmdns_n_decayed.cathigh",0.6,"5.65e-01","0.1 to 3.4"
"age.cat>=65",2.5,"2.71e-01","0.5 to 12.4"
"nmdns_frac_decayed.catmed",1.1,"9.52e-01","0.1 to 17.5"
"nmdns_frac_decayed.cathigh",2.4,"4.32e-01","0.3 to 22.1"
"age.cat>=65",2.4,"2.81e-01","0.5 to 12.1"
"nmdns_med.catmed",1.8,"5.70e-01","0.2 to 13.9"
"nmdns_med.cathigh",1,"9.72e-01","0.1 to 7.8"
"age.cat>=65",2.4,"2.97e-01","0.5 to 11.8"
"nmdns_med.wt.catmed",2.4,"3.94e-01","0.3 to 18.3"
"nmdns_med.wt.cathigh",1.1,"9.26e-01","0.1 to 8.8"
"age.cat>=65",2.3,"3.02e-01","0.5 to 11.7"
"nmdns_mean.catmed",1.9,"5.48e-01","0.2 to 14.5"
"nmdns_mean.cathigh",1,"9.85e-01","0.1 to 8"
"age.cat>=65",2.3,"3.06e-01","0.5 to 11.7"
"nmdns_mean.wt.catmed",8,"1.30e-01","0.5 to 118.6"
"nmdns_mean.wt.cathigh",2.7,"4.58e-01","0.2 to 36.8"
"age.cat>=65",2.3,"3.22e-01","0.4 to 11.4"
