"var","hr","pval","hr_ci95"
"cyt.catmed",0.6,"5.09e-01","0.1 to 2.9"
"cyt.cathigh",0.4,"3.73e-01","0 to 3.5"
"age.cat>=65",2.4,"2.88e-01","0.5 to 12"
"cyt.bool1",0.4,"3.97e-01","0 to 3.7"
"age.cat>=65",4.6,"2.13e-01","0.4 to 50.9"
"TMB.cathigh",0.7,"6.36e-01","0.1 to 3.2"
"age.cat>=65",2.6,"2.54e-01","0.5 to 13.2"
"PDL1.catmed",0.5,"3.71e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.44e-01","0 to 4.1"
"age.cat>=65",2.5,"2.66e-01","0.5 to 12.5"
"nmdptc_mut.bool1",0.5,"4.65e-01","0.1 to 2.8"
"age.cat>=65",2.3,"2.97e-01","0.5 to 11.7"
"nmdfs_mut.bool1",0.2,"5.48e-02","0 to 1"
"age.cat>=65",2.5,"2.57e-01","0.5 to 12.6"
"nmdns_mut.bool1",1.5,"6.53e-01","0.3 to 7.6"
"age.cat>=65",2.4,"2.78e-01","0.5 to 12.1"
"silent",1,"7.36e-01","1 to 1"
"age.cat>=65",2.4,"2.82e-01","0.5 to 12"
"missense",1,"8.89e-01","1 to 1"
"age.cat>=65",2.4,"2.83e-01","0.5 to 12"
"nonstop",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.3,"3.01e-01","0.5 to 11.6"
"nonsense",1.1,"5.90e-01","0.8 to 1.4"
"age.cat>=65",2.5,"2.74e-01","0.5 to 12.4"
"frameshift",0.4,"7.17e-02","0.1 to 1.1"
"age.cat>=65",2.8,"2.02e-01","0.6 to 14.2"
"total",1,"8.83e-01","1 to 1"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"GZMA",0.9,"5.08e-01","0.7 to 1.2"
"age.cat>=65",2.5,"2.73e-01","0.5 to 12.2"
"PRF1",1,"8.24e-01","0.6 to 1.5"
"age.cat>=65",2.4,"2.78e-01","0.5 to 12.1"
"cyt",0.9,"6.15e-01","0.6 to 1.3"
"age.cat>=65",2.5,"2.72e-01","0.5 to 12.2"
"nmdptc_max",1,"5.28e-01","0.9 to 1.2"
"age.cat>=65",2.4,"2.86e-01","0.5 to 11.9"
"nmdptc_n_decayed",1,"6.57e-01","1 to 1"
"age.cat>=65",2.4,"2.86e-01","0.5 to 11.9"
"nmdptc_frac_decayed",9.3,"1.20e-01","0.6 to 155.7"
"age.cat>=65",2.7,"2.21e-01","0.5 to 13.7"
"nmdptc_med",1.2,"3.69e-01","0.8 to 1.7"
"age.cat>=65",2.4,"2.92e-01","0.5 to 11.8"
"nmdptc_med.wt",1.2,"3.56e-01","0.8 to 1.8"
"age.cat>=65",2.4,"2.92e-01","0.5 to 11.8"
"nmdptc_mean",1.2,"3.61e-01","0.8 to 1.7"
"age.cat>=65",2.4,"2.92e-01","0.5 to 11.8"
"nmdptc_mean.wt",1.2,"3.36e-01","0.8 to 1.8"
"age.cat>=65",2.4,"2.93e-01","0.5 to 11.7"
"nmdfs_max",1.1,"9.16e-02","1 to 1.3"
"age.cat>=65",2.6,"2.44e-01","0.5 to 12.9"
"nmdfs_n_decayed",1,"7.69e-02","1 to 1"
"age.cat>=65",2.6,"2.47e-01","0.5 to 12.9"
"nmdfs_frac_decayed",1.02931185499134e+31,"9.98e-01","0 to Inf"
"age.cat>=65",2.7,"2.20e-01","0.5 to 13.6"
"nmdfs_med",1.5,"5.58e-02","1 to 2.3"
"age.cat>=65",2.6,"2.52e-01","0.5 to 12.7"
"nmdfs_med.wt",1.5,"5.46e-02","1 to 2.3"
"age.cat>=65",2.5,"2.54e-01","0.5 to 12.7"
"nmdfs_mean",1.5,"5.60e-02","1 to 2.3"
"age.cat>=65",2.6,"2.53e-01","0.5 to 12.7"
"nmdfs_mean.wt",1.5,"5.46e-02","1 to 2.3"
"age.cat>=65",2.5,"2.55e-01","0.5 to 12.7"
"nmdns_max",1,"7.35e-01","0.9 to 1.1"
"age.cat>=65",2.4,"2.82e-01","0.5 to 12"
"nmdns_n_decayed",1,"4.98e-01","1 to 1"
"age.cat>=65",2.4,"2.82e-01","0.5 to 12"
"nmdns_frac_decayed",4.2,"2.68e-01","0.3 to 53.7"
"age.cat>=65",2.4,"2.83e-01","0.5 to 12"
"nmdns_med",1,"9.24e-01","0.7 to 1.4"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"nmdns_med.wt",1,"9.39e-01","0.7 to 1.4"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"nmdns_mean",1,"9.90e-01","0.7 to 1.4"
"age.cat>=65",2.4,"2.83e-01","0.5 to 12"
"nmdns_mean.wt",1,"9.06e-01","0.7 to 1.4"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"TNFRSF4_cna",0.7,"6.90e-01","0.1 to 5.1"
"age.cat>=65",2.3,"3.06e-01","0.5 to 11.7"
"CNKSR1_cna",3.7,"3.39e-01","0.3 to 54"
"age.cat>=65",2.4,"2.78e-01","0.5 to 12.2"
"FUBP1_cna",0.9,"9.23e-01","0.2 to 5.1"
"age.cat>=65",2.4,"2.87e-01","0.5 to 12"
"IL10_cna",0.7,"8.32e-01","0 to 11.4"
"age.cat>=65",2.4,"2.77e-01","0.5 to 12.3"
"IRF6_cna",0.3,"2.77e-02","0.1 to 0.9"
"age.cat>=65",2.1,"3.91e-01","0.4 to 10.9"
"DNMT3A_cna",2,"3.73e-01","0.4 to 8.9"
"age.cat>=65",2.3,"3.07e-01","0.5 to 11.7"
"DNMT3A_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.5,"2.68e-01","0.5 to 12.4"
"SOS1_cna",4.7,"1.16e-01","0.7 to 32.4"
"age.cat>=65",2.4,"2.76e-01","0.5 to 12.2"
"CASP8_cna",3.4,"2.38e-01","0.4 to 26.6"
"age.cat>=65",2.5,"2.72e-01","0.5 to 12.3"
"CTLA4_cna",5.2,"1.17e-01","0.7 to 41"
"age.cat>=65",2.1,"3.73e-01","0.4 to 10.9"
"DNER_cna",1.7,"6.48e-01","0.2 to 18.7"
"age.cat>=65",2.4,"2.76e-01","0.5 to 12.2"
"PDCD1_cna",0.2,"5.03e-02","0.1 to 1"
"age.cat>=65",2.3,"3.02e-01","0.5 to 11.5"
"SLC22A14_cna",1.2,"8.46e-01","0.2 to 8.8"
"age.cat>=65",2.4,"2.98e-01","0.5 to 11.9"
"PIK3CA_cna",1.2,"7.81e-01","0.4 to 3.9"
"age.cat>=65",2.4,"2.88e-01","0.5 to 11.9"
"CXCL9_cna",1.1,"9.15e-01","0.1 to 9.1"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"CXCL10_cna",1.1,"9.15e-01","0.1 to 9.1"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"CXCL11_cna",1.1,"9.15e-01","0.1 to 9.1"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"TET2_cna",1.9,"5.57e-01","0.2 to 16.7"
"age.cat>=65",2.4,"2.85e-01","0.5 to 11.9"
"IL2_cna",1.5,"6.31e-01","0.3 to 8.9"
"age.cat>=65",2.4,"2.93e-01","0.5 to 11.8"
"IRF1_cna",0.8,"7.38e-01","0.2 to 3.2"
"age.cat>=65",2.5,"2.72e-01","0.5 to 12.3"
"HAVCR2_cna",0.4,"4.91e-01","0 to 4.5"
"age.cat>=65",2.8,"2.22e-01","0.5 to 14.5"
"HAVCR2_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.4,"2.88e-01","0.5 to 11.9"
"TAP1_cna",3.9,"1.82e-01","0.5 to 29.2"
"age.cat>=65",2.3,"3.03e-01","0.5 to 11.6"
"IFNGR1_cna",2.4,"4.71e-01","0.2 to 26.6"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12"
"MUC17_cna",0.5,"2.61e-01","0.2 to 1.6"
"age.cat>=65",2.3,"3.00e-01","0.5 to 11.8"
"MET_cna",0.5,"2.50e-01","0.1 to 1.6"
"age.cat>=65",2.4,"2.76e-01","0.5 to 12.3"
"IDO1_cna",0.4,"7.43e-02","0.2 to 1.1"
"age.cat>=65",2.9,"1.91e-01","0.6 to 14.7"
"JAK2_cna",2,"3.65e-01","0.4 to 9"
"age.cat>=65",2.2,"3.27e-01","0.4 to 11.3"
"CD274_cna",2,"3.59e-01","0.4 to 9.2"
"age.cat>=65",2.2,"3.31e-01","0.4 to 11.2"
"COL5A1_cna",2.2,"3.32e-01","0.5 to 10.2"
"age.cat>=65",2.3,"3.23e-01","0.4 to 11.3"
"ARID5B_cna",0.7,"6.23e-01","0.2 to 3"
"age.cat>=65",2.3,"3.06e-01","0.5 to 11.7"
"OVOL1_cna",0.4,"4.63e-01","0 to 4.1"
"age.cat>=65",2.4,"2.85e-01","0.5 to 12.1"
"LAG3_cna",0.8,"8.26e-01","0.2 to 3.9"
"age.cat>=65",2.4,"2.81e-01","0.5 to 12"
"ARID2_cna",2.4,"2.82e-01","0.5 to 11.4"
"age.cat>=65",2.6,"2.54e-01","0.5 to 12.9"
"ARID2_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.4,"2.74e-01","0.5 to 12.2"
"IFNG_cna",0.9,"9.17e-01","0.2 to 4.7"
"age.cat>=65",2.4,"2.81e-01","0.5 to 12"
"TCP11L2_cna",1,"9.73e-01","0.1 to 6.6"
"age.cat>=65",2.4,"2.83e-01","0.5 to 12"
"B2M_cna",1.2,"8.46e-01","0.2 to 7.1"
"age.cat>=65",2.4,"2.83e-01","0.5 to 12"
"B2M_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.4,"2.82e-01","0.5 to 12"
"TP53_cna",1,"9.92e-01","0.3 to 3.1"
"age.cat>=65",2.4,"2.84e-01","0.5 to 12.1"
"TP53_mut",1.7,"5.20e-01","0.3 to 9"
"age.cat>=65",2.4,"2.78e-01","0.5 to 12.1"
"TMEM88_cna",0.8,"5.93e-01","0.3 to 2.1"
"age.cat>=65",2.3,"3.10e-01","0.5 to 11.6"
"MYOCD_cna",2,"4.01e-01","0.4 to 10.3"
"age.cat>=65",2.5,"2.68e-01","0.5 to 12.4"
"NCOR1_cna",3,"2.04e-01","0.6 to 16.3"
"age.cat>=65",2.4,"2.88e-01","0.5 to 12"
"NCOR1_mut",0,"9.99e-01","0 to Inf"
"age.cat>=65",2.4,"2.80e-01","0.5 to 12.1"
"NF1_cna",0.7,"7.04e-01","0.1 to 4.8"
"age.cat>=65",2.4,"2.98e-01","0.5 to 11.8"
"ALPK2_cna",0.9,"8.93e-01","0.3 to 2.8"
"age.cat>=65",2.4,"2.81e-01","0.5 to 12"
"LPAR2_cna",1.1,"9.42e-01","0.1 to 11.1"
"age.cat>=65",2.4,"2.82e-01","0.5 to 12"
"TGFB1_cna",0.4,"3.40e-01","0.1 to 2.7"
"age.cat>=65",2.2,"3.39e-01","0.4 to 11.4"
"CIC_cna",0.3,"2.20e-02","0.1 to 0.8"
"age.cat>=65",2.5,"2.58e-01","0.5 to 12.7"
"CSNK2A1_cna",0.6,"5.13e-01","0.1 to 2.8"
"age.cat>=65",2.4,"2.91e-01","0.5 to 11.8"
"ASXL1_cna",1.4,"7.10e-01","0.2 to 8.8"
"age.cat>=65",2.4,"2.87e-01","0.5 to 11.9"
"IFNGR2_cna",0.7,"6.78e-01","0.1 to 4.9"
"age.cat>=65",2.5,"2.66e-01","0.5 to 12.6"
"EP300_cna",0.3,"1.77e-01","0.1 to 1.7"
"age.cat>=65",2.5,"2.68e-01","0.5 to 12.3"
"DDX3X_cna",0.2,"3.66e-02","0 to 0.9"
"age.cat>=65",2,"3.88e-01","0.4 to 10.4"
"SSX5_cna",0.2,"3.66e-02","0 to 0.9"
"age.cat>=65",2,"3.88e-01","0.4 to 10.4"
"FOXP3_cna",0.1,"2.66e-02","0 to 0.8"
"age.cat>=65",2.2,"3.52e-01","0.4 to 10.9"
"SMC1A_cna",0.2,"3.90e-02","0 to 0.9"
"age.cat>=65",2,"4.02e-01","0.4 to 10.4"
"MORC4_cna",0.2,"3.84e-02","0 to 0.9"
"age.cat>=65",2.1,"3.82e-01","0.4 to 10.7"
"CUL4B_cna",0.1,"1.19e-02","0 to 0.6"
"age.cat>=65",2.3,"3.00e-01","0.5 to 11.8"
"TMB",1,"9.23e-01","0.6 to 1.8"
"age.cat>=65",2.4,"2.83e-01","0.5 to 12"
"PDL1",1,"3.43e-01","1 to 1"
"age.cat>=65",2.5,"2.69e-01","0.5 to 12.4"
"silent.catmed",0.9,"9.31e-01","0.1 to 14.2"
"silent.cathigh",5.9,"1.09e-01","0.7 to 52.4"
"age.cat>=65",1.8,"4.80e-01","0.4 to 9.1"
"missense.catmed",2.1,"5.08e-01","0.2 to 19.4"
"missense.cathigh",1.8,"6.50e-01","0.2 to 20.1"
"age.cat>=65",2.3,"3.21e-01","0.5 to 11.4"
"nonsense.catmed",2.6,"4.49e-01","0.2 to 29.2"
"nonsense.cathigh",4.3,"1.96e-01","0.5 to 40.2"
"age.cat>=65",2.4,"3.00e-01","0.5 to 12"
"frameshift.catmed",0.7,"5.90e-01","0.1 to 3"
"frameshift.cathigh",0,"9.98e-01","0 to Inf"
"age.cat>=65",2.7,"2.22e-01","0.5 to 13.7"
"total.catmed",292540762.9,"9.99e-01","0 to Inf"
"total.cathigh",216378091.5,"9.99e-01","0 to Inf"
"age.cat>=65",2,"3.98e-01","0.4 to 10.1"
"GZMA.catmed",0.6,"5.25e-01","0.1 to 3"
"GZMA.cathigh",0.4,"3.94e-01","0 to 3.7"
"age.cat>=65",2.5,"2.74e-01","0.5 to 12.2"
"PRF1.catmed",1.2,"8.08e-01","0.2 to 7"
