"var","hr","pval","hr_ci95"
"TMB.cathigh",0.6,"5.68e-01","0.1 to 3"
"PDL1.catmed",0.4,"3.30e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"3.82e-01","0 to 3.6"
"ASXL1_cna",1.5,"6.61e-01","0.2 to 9.2"
"age.cat>=65",2.6,"2.47e-01","0.5 to 13.3"
"TMB.cathigh",0.7,"5.86e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.39e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.20e-01","0 to 3.9"
"IFNGR2_cna",0.8,"7.84e-01","0.1 to 5.3"
"age.cat>=65",2.7,"2.31e-01","0.5 to 13.7"
"TMB.cathigh",0.7,"6.12e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.85e-01","0.1 to 2.5"
"PDL1.cathigh",0.4,"4.25e-01","0 to 3.9"
"EP300_cna",0.3,"1.71e-01","0.1 to 1.6"
"age.cat>=65",2.5,"2.57e-01","0.5 to 12.7"
"TMB.cathigh",0.8,"7.12e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"3.18e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.06e-01","0 to 3.7"
"DDX3X_cna",0.2,"3.79e-02","0 to 0.9"
"age.cat>=65",2.3,"3.33e-01","0.4 to 12.1"
"TMB.cathigh",0.7,"6.10e-01","0.1 to 3.2"
"PDL1.catmed",0.4,"3.20e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.39e-01","0 to 4.1"
"SSX5_cna",0.2,"3.79e-02","0 to 0.9"
"age.cat>=65",2.3,"3.33e-01","0.4 to 12.1"
"TMB.cathigh",0.7,"6.10e-01","0.1 to 3.2"
"PDL1.catmed",0.4,"3.20e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.39e-01","0 to 4.1"
"FOXP3_cna",0.1,"2.27e-02","0 to 0.8"
"age.cat>=65",2.5,"2.86e-01","0.5 to 12.8"
"TMB.cathigh",0.7,"6.85e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"2.60e-01","0.1 to 2"
"PDL1.cathigh",0.4,"3.83e-01","0 to 3.6"
"SMC1A_cna",0.2,"4.24e-02","0 to 0.9"
"age.cat>=65",2.2,"3.46e-01","0.4 to 12"
"TMB.cathigh",0.6,"5.86e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"3.47e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.56e-01","0 to 4.2"
"MORC4_cna",0.2,"3.39e-02","0 to 0.9"
"age.cat>=65",2.3,"3.34e-01","0.4 to 12"
"TMB.cathigh",0.7,"6.79e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"3.04e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"3.84e-01","0 to 3.6"
"CUL4B_cna",0.2,"1.44e-02","0 to 0.7"
"age.cat>=65",2.5,"2.80e-01","0.5 to 12.8"
"TMB.cathigh",0.7,"6.95e-01","0.2 to 3.5"
"PDL1.catmed",0.5,"3.59e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.20e-01","0 to 3.9"
"TMB",1.1,"7.33e-01","0.6 to 1.8"
"age.cat>=65",2.7,"2.32e-01","0.5 to 13.7"
"TMB.cathigh",0.6,"5.41e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.48e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.15e-01","0 to 3.9"
"PDL1",1,"7.64e-01","1 to 1"
"age.cat>=65",2.7,"2.31e-01","0.5 to 13.9"
"TMB.cathigh",0.7,"5.86e-01","0.1 to 3"
"PDL1.catmed",0.7,"8.10e-01","0 to 13.7"
"PDL1.cathigh",0.9,"9.68e-01","0 to 294"
"silent.catmed",1.2,"8.87e-01","0.1 to 20"
"silent.cathigh",11.9,"3.76e-02","1.2 to 123.1"
"age.cat>=65",2.1,"3.64e-01","0.4 to 10.7"
"TMB.cathigh",0.3,"1.07e-01","0 to 1.3"
"PDL1.catmed",0.5,"4.51e-01","0.1 to 2.7"
"PDL1.cathigh",0.4,"4.41e-01","0 to 4.1"
"missense.catmed",3,"3.49e-01","0.3 to 28.9"
"missense.cathigh",4.9,"3.46e-01","0.2 to 135.7"
"age.cat>=65",2.6,"2.52e-01","0.5 to 13.2"
"TMB.cathigh",0.3,"3.31e-01","0 to 3.2"
"PDL1.catmed",0.5,"3.78e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.29e-01","0 to 3.9"
"nonsense.catmed",3,"3.86e-01","0.3 to 34.7"
"nonsense.cathigh",5.7,"1.41e-01","0.6 to 57.1"
"age.cat>=65",2.7,"2.39e-01","0.5 to 14"
"TMB.cathigh",0.5,"3.37e-01","0.1 to 2.2"
"PDL1.catmed",0.4,"3.14e-01","0.1 to 2.2"
"PDL1.cathigh",0.5,"5.58e-01","0 to 5.2"
"frameshift.catmed",0.6,"5.02e-01","0.1 to 2.9"
"frameshift.cathigh",0,"9.98e-01","0 to Inf"
"age.cat>=65",2.8,"2.15e-01","0.5 to 14.4"
"TMB.cathigh",1.1,"8.80e-01","0.2 to 5.3"
"PDL1.catmed",0.5,"3.48e-01","0.1 to 2.3"
"PDL1.cathigh",0.5,"5.54e-01","0 to 5.1"
"total.catmed",614598142.1,"9.99e-01","0 to Inf"
"total.cathigh",1064379206.9,"9.99e-01","0 to Inf"
"age.cat>=65",2.2,"3.53e-01","0.4 to 11.2"
"TMB.cathigh",0.2,"2.02e-01","0 to 2.2"
"PDL1.catmed",0.4,"2.97e-01","0.1 to 2.1"
"PDL1.cathigh",0.4,"3.71e-01","0 to 3.5"
"GZMA.catmed",0.7,"6.42e-01","0.1 to 3.5"
"GZMA.cathigh",0.5,"5.83e-01","0 to 6.6"
"age.cat>=65",2.7,"2.33e-01","0.5 to 13.7"
"TMB.cathigh",0.7,"6.10e-01","0.1 to 3.1"
"PDL1.catmed",0.5,"4.56e-01","0.1 to 2.8"
"PDL1.cathigh",0.6,"6.60e-01","0 to 7.6"
"PRF1.catmed",1.4,"7.37e-01","0.2 to 7.8"
"PRF1.cathigh",0.6,"6.78e-01","0 to 8.2"
"age.cat>=65",2.7,"2.30e-01","0.5 to 13.8"
"TMB.cathigh",0.6,"4.79e-01","0.1 to 2.7"
"PDL1.catmed",0.5,"4.77e-01","0.1 to 2.9"
"PDL1.cathigh",0.5,"6.37e-01","0 to 6.8"
"nmdptc_max.catmed",313059409,"9.99e-01","0 to Inf"
"nmdptc_max.cathigh",209272430,"9.99e-01","0 to Inf"
"age.cat>=65",2.8,"2.19e-01","0.5 to 13.9"
"TMB.cathigh",0.6,"4.80e-01","0.1 to 2.8"
"PDL1.catmed",0.5,"3.93e-01","0.1 to 2.5"
"PDL1.cathigh",0.5,"5.86e-01","0.1 to 5.4"
"nmdptc_n_decayed.catmed",1.7,"5.77e-01","0.3 to 11.3"
"nmdptc_n_decayed.cathigh",1.2,"8.34e-01","0.2 to 7.5"
"age.cat>=65",2.7,"2.36e-01","0.5 to 13.7"
"TMB.cathigh",0.6,"5.12e-01","0.1 to 3"
"PDL1.catmed",0.5,"3.52e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.29e-01","0 to 4"
"nmdptc_frac_decayed.catmed",0.6,"7.71e-01","0 to 11.8"
"nmdptc_frac_decayed.cathigh",3.9,"2.23e-01","0.4 to 35.5"
"age.cat>=65",3.3,"1.67e-01","0.6 to 17.7"
"TMB.cathigh",0.8,"7.59e-01","0.2 to 3.8"
"PDL1.catmed",0.4,"2.36e-01","0.1 to 1.9"
"PDL1.cathigh",0.5,"5.33e-01","0 to 4.9"
"nmdptc_med.catmed",2.7,"3.98e-01","0.3 to 26.5"
"nmdptc_med.cathigh",2.5,"4.63e-01","0.2 to 30.7"
"age.cat>=65",2.6,"2.60e-01","0.5 to 13.2"
"TMB.cathigh",0.7,"6.45e-01","0.2 to 3.2"
"PDL1.catmed",0.5,"4.10e-01","0.1 to 2.6"
"PDL1.cathigh",0.5,"5.18e-01","0 to 4.7"
"nmdptc_med.wt.catmed",1.5,"7.13e-01","0.2 to 15.6"
"nmdptc_med.wt.cathigh",3.4,"3.05e-01","0.3 to 33.8"
"age.cat>=65",3.1,"1.92e-01","0.6 to 16.4"
"TMB.cathigh",0.7,"6.90e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"3.38e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.92e-01","0 to 4.5"
"nmdptc_mean.catmed",0.8,"8.13e-01","0.1 to 7.1"
"nmdptc_mean.cathigh",2.1,"4.67e-01","0.3 to 16.3"
"age.cat>=65",3,"2.00e-01","0.6 to 15.8"
"TMB.cathigh",0.7,"6.32e-01","0.1 to 3.3"
"PDL1.catmed",0.4,"2.81e-01","0.1 to 2.1"
"PDL1.cathigh",0.4,"4.65e-01","0 to 4.3"
"nmdptc_mean.wt.catmed",2,"5.47e-01","0.2 to 21"
"nmdptc_mean.wt.cathigh",4.1,"2.45e-01","0.4 to 43.4"
"age.cat>=65",3,"2.02e-01","0.6 to 16"
"TMB.cathigh",0.8,"7.31e-01","0.2 to 3.6"
"PDL1.catmed",0.4,"3.16e-01","0.1 to 2.3"
"PDL1.cathigh",0.4,"4.86e-01","0 to 4.4"
"nmdfs_max.catmed",143421552.7,"9.99e-01","0 to Inf"
"nmdfs_max.cathigh",584277589.1,"9.99e-01","0 to Inf"
"age.cat>=65",3.3,"1.69e-01","0.6 to 17.6"
"TMB.cathigh",0.8,"7.19e-01","0.2 to 3.5"
"PDL1.catmed",0.3,"2.26e-01","0.1 to 1.9"
"PDL1.cathigh",0.5,"5.05e-01","0 to 4.6"
"nmdfs_n_decayed.catmed",0,"9.98e-01","0 to Inf"
"nmdfs_n_decayed.cathigh",4.6,"9.57e-02","0.8 to 28.1"
"age.cat>=65",3.2,"1.74e-01","0.6 to 17.8"
"TMB.cathigh",0.8,"7.17e-01","0.2 to 3.5"
"PDL1.catmed",0.3,"1.89e-01","0.1 to 1.8"
"PDL1.cathigh",0.4,"4.57e-01","0 to 4.1"
"nmdfs_frac_decayed.catmed",0.9,"1.00e+00","0 to Inf"
"nmdfs_frac_decayed.cathigh",376005332.5,"9.99e-01","0 to Inf"
"age.cat>=65",3.4,"1.60e-01","0.6 to 18.2"
"TMB.cathigh",0.6,"5.43e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"4.54e-01","0.1 to 2.7"
"PDL1.cathigh",0.7,"7.74e-01","0.1 to 7.3"
"nmdfs_med.catmed",137225010.9,"9.99e-01","0 to Inf"
"nmdfs_med.cathigh",534582885.5,"9.99e-01","0 to Inf"
"age.cat>=65",3.3,"1.68e-01","0.6 to 18.4"
"TMB.cathigh",0.8,"7.44e-01","0.2 to 3.6"
"PDL1.catmed",0.4,"2.73e-01","0.1 to 2.1"
"PDL1.cathigh",0.5,"5.89e-01","0.1 to 5.3"
"nmdfs_med.wt.catmed",141521411.5,"9.99e-01","0 to Inf"
"nmdfs_med.wt.cathigh",544463228.1,"9.99e-01","0 to Inf"
"age.cat>=65",3.4,"1.63e-01","0.6 to 18.6"
"TMB.cathigh",0.8,"7.37e-01","0.2 to 3.6"
"PDL1.catmed",0.4,"2.66e-01","0.1 to 2.1"
"PDL1.cathigh",0.5,"5.88e-01","0.1 to 5.3"
"nmdfs_mean.catmed",147220754.7,"9.99e-01","0 to Inf"
"nmdfs_mean.cathigh",556099953.3,"9.99e-01","0 to Inf"
"age.cat>=65",3.4,"1.64e-01","0.6 to 18.8"
"TMB.cathigh",0.8,"7.28e-01","0.2 to 3.6"
"PDL1.catmed",0.4,"2.71e-01","0.1 to 2.1"
"PDL1.cathigh",0.6,"6.38e-01","0.1 to 5.8"
"nmdfs_mean.wt.catmed",141368294.4,"9.99e-01","0 to Inf"
"nmdfs_mean.wt.cathigh",543130692.1,"9.99e-01","0 to Inf"
"age.cat>=65",3.4,"1.63e-01","0.6 to 18.6"
"TMB.cathigh",0.8,"7.36e-01","0.2 to 3.6"
"PDL1.catmed",0.4,"2.67e-01","0.1 to 2.1"
"PDL1.cathigh",0.5,"5.93e-01","0.1 to 5.3"
"nmdns_max.catmed",711978497.3,"9.99e-01","0 to Inf"
"nmdns_max.cathigh",246243098.3,"9.99e-01","0 to Inf"
"age.cat>=65",2.7,"2.23e-01","0.5 to 13.9"
"TMB.cathigh",0.5,"4.36e-01","0.1 to 2.6"
"PDL1.catmed",0.6,"5.35e-01","0.1 to 3.1"
"PDL1.cathigh",0.5,"5.58e-01","0 to 5.2"
"nmdns_n_decayed.catmed",0.7,"7.27e-01","0.1 to 6.4"
"nmdns_n_decayed.cathigh",0.6,"5.53e-01","0.1 to 3.4"
"age.cat>=65",2.7,"2.24e-01","0.5 to 14"
"TMB.cathigh",0.6,"5.39e-01","0.1 to 2.8"
"PDL1.catmed",0.5,"3.99e-01","0.1 to 2.5"
"PDL1.cathigh",0.4,"4.21e-01","0 to 3.9"
"nmdns_frac_decayed.catmed",1,"9.75e-01","0.1 to 17.1"
"nmdns_frac_decayed.cathigh",2.7,"3.97e-01","0.3 to 26.5"
"age.cat>=65",2.7,"2.32e-01","0.5 to 14"
"TMB.cathigh",0.7,"6.23e-01","0.1 to 3.2"
"PDL1.catmed",0.4,"2.63e-01","0.1 to 2"
"PDL1.cathigh",0.4,"4.26e-01","0 to 3.9"
"nmdns_med.catmed",1.8,"5.79e-01","0.2 to 14.5"
"nmdns_med.cathigh",1,"9.65e-01","0.1 to 8.3"
"age.cat>=65",2.6,"2.46e-01","0.5 to 13.4"
"TMB.cathigh",0.6,"5.68e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"3.62e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.39e-01","0 to 4"
"nmdns_med.wt.catmed",2.7,"3.56e-01","0.3 to 22.2"
"nmdns_med.wt.cathigh",1.2,"8.90e-01","0.1 to 10"
"age.cat>=65",2.7,"2.29e-01","0.5 to 14.2"
"TMB.cathigh",0.6,"5.20e-01","0.1 to 2.8"
"PDL1.catmed",0.4,"3.10e-01","0.1 to 2.2"
"PDL1.cathigh",0.4,"4.80e-01","0 to 4.4"
"nmdns_mean.catmed",1.8,"5.73e-01","0.2 to 15.3"
"nmdns_mean.cathigh",1,"9.75e-01","0.1 to 8.5"
"age.cat>=65",2.6,"2.54e-01","0.5 to 13.2"
"TMB.cathigh",0.6,"5.65e-01","0.1 to 2.9"
"PDL1.catmed",0.5,"3.61e-01","0.1 to 2.4"
"PDL1.cathigh",0.4,"4.79e-01","0 to 4.4"
"nmdns_mean.wt.catmed",8.9,"1.36e-01","0.5 to 157.5"
"nmdns_mean.wt.cathigh",3.1,"4.35e-01","0.2 to 51.6"
"age.cat>=65",2.5,"2.78e-01","0.5 to 12.5"
"TMB.cathigh",0.7,"6.85e-01","0.2 to 3.4"
"PDL1.catmed",0.4,"2.95e-01","0.1 to 2.1"
"PDL1.cathigh",0.5,"5.06e-01","0 to 4.6"
