"var","hr","pval","hr_ci95"
"cyt.catmed",0.7,"1.73e-02","0.5 to 0.9"
"cyt.cathigh",0.5,"1.88e-04","0.3 to 0.7"
"cyt.bool1",0.4,"1.33e-04","0.3 to 0.7"
"gendermale",1.2,"3.39e-01","0.9 to 1.6"
"raceblack or african american",0.2,"9.58e-02","0 to 1.4"
"racewhite",0.2,"4.20e-04","0.1 to 0.5"
"tnm_stageI",0.7,"4.93e-01","0.2 to 2"
"tnm_stageI/II NOS",0.3,"1.45e-01","0.1 to 1.5"
"tnm_stageII",1,"9.29e-01","0.4 to 2.9"
"tnm_stageIII",1.3,"5.83e-01","0.5 to 3.7"
"tnm_stageIV",2.3,"1.89e-01","0.7 to 7.6"
"TMB.cathigh",0.7,"1.06e-02","0.5 to 0.9"
"PDL1.cat0positive",1.1,"9.15e-01","0.2 to 8"
"PDL1.catmed",0.6,"2.01e-03","0.4 to 0.8"
"PDL1.cathigh",0.4,"1.58e-04","0.3 to 0.7"
"age.cat>=65",1.9,"1.58e-04","1.4 to 2.6"
"nmdptc_mut.bool1",0.5,"8.13e-02","0.2 to 1.1"
"nmdfs_mut.bool1",0.8,"1.75e-01","0.5 to 1.1"
"nmdns_mut.bool1",0.6,"3.37e-02","0.4 to 1"
"silent",1,"2.54e-01","1 to 1"
"missense",1,"2.41e-01","1 to 1"
"nonstop",1,"9.54e-01","0.8 to 1.2"
"nonsense",1,"2.32e-01","1 to 1"
"frameshift",1,"1.94e-01","1 to 1"
"total",1,"2.41e-01","1 to 1"
"GZMA",1,"3.78e-03","1 to 1"
"PRF1",1,"1.93e-02","1 to 1"
"cyt",1,"5.71e-03","1 to 1"
"nmdptc_max",1,"7.09e-01","0.9 to 1.1"
"nmdptc_n_decayed",1,"3.54e-02","1 to 1"
"nmdptc_frac_decayed",1.6,"1.38e-01","0.9 to 2.9"
"nmdptc_med",1.3,"7.25e-04","1.1 to 1.5"
"nmdptc_med.wt",1.3,"8.32e-03","1.1 to 1.5"
"nmdptc_mean",1.2,"1.62e-02","1 to 1.4"
"nmdptc_mean.wt",1.3,"1.25e-02","1.1 to 1.5"
"nmdfs_max",1,"9.62e-02","1 to 1.1"
"nmdfs_n_decayed",1,"1.30e-01","1 to 1"
"nmdfs_frac_decayed",1.2,"3.80e-01","0.8 to 1.8"
"nmdfs_med",1.1,"1.67e-01","1 to 1.1"
"nmdfs_med.wt",1.1,"1.62e-01","1 to 1.1"
"nmdfs_mean",1.1,"1.65e-01","1 to 1.1"
"nmdfs_mean.wt",1.1,"1.48e-01","1 to 1.2"
"nmdns_max",1,"2.09e-01","1 to 1.1"
"nmdns_n_decayed",1,"1.83e-02","1 to 1"
"nmdns_frac_decayed",1.6,"9.70e-02","0.9 to 2.6"
"nmdns_med",1.1,"2.33e-02","1 to 1.3"
"nmdns_med.wt",1.1,"7.02e-02","1 to 1.3"
"nmdns_mean",1.1,"4.83e-02","1 to 1.2"
"nmdns_mean.wt",1.1,"8.89e-02","1 to 1.3"
"TNFRSF4_cna",0.9,"5.34e-01","0.8 to 1.2"
"CNKSR1_cna",1,"8.82e-01","0.8 to 1.2"
"CNKSR1_mut",0,"9.95e-01","0 to Inf"
"FUBP1_cna",1.1,"6.03e-01","0.8 to 1.3"
"FUBP1_mut",0,"9.94e-01","0 to Inf"
"IL10_cna",0.8,"1.04e-01","0.7 to 1"
"IRF6_cna",0.8,"6.32e-02","0.7 to 1"
"IRF6_mut",0,"9.93e-01","0 to Inf"
"DNMT3A_cna",0.9,"5.68e-01","0.7 to 1.2"
"DNMT3A_mut",0,"9.92e-01","0 to Inf"
"SOS1_cna",1,"9.27e-01","0.8 to 1.3"
"CASP8_cna",1,"7.20e-01","0.8 to 1.3"
"CASP8_mut",0.8,"6.63e-01","0.3 to 2.3"
"CTLA4_cna",1,"8.13e-01","0.8 to 1.3"
"DNER_cna",0.9,"5.70e-01","0.7 to 1.2"
"DNER_mut",0.9,"7.02e-01","0.6 to 1.5"
"PDCD1_cna",0.9,"3.88e-01","0.7 to 1.1"
"SLC22A14_cna",0.9,"6.31e-01","0.8 to 1.2"
"SLC22A14_mut",0,"9.95e-01","0 to Inf"
"PIK3CA_cna",0.9,"1.77e-01","0.7 to 1.1"
"PIK3CA_mut",2,"1.54e-01","0.8 to 5.5"
"CXCL9_cna",1.1,"6.25e-01","0.8 to 1.4"
"CXCL10_cna",1.1,"6.25e-01","0.8 to 1.4"
"CXCL11_cna",1.1,"6.25e-01","0.8 to 1.4"
"TET2_cna",1,"7.58e-01","0.8 to 1.2"
"IL2_cna",1,"7.26e-01","0.8 to 1.2"
"IL2_mut",0,"9.94e-01","0 to Inf"
"IRF1_cna",1.1,"2.62e-01","0.9 to 1.5"
"HAVCR2_cna",1,"9.31e-01","0.8 to 1.3"
"HAVCR2_mut",2.2,"6.57e-02","0.9 to 5.2"
"TAP1_cna",1,"7.73e-01","0.8 to 1.3"
"TAP1_mut",0,"9.93e-01","0 to Inf"
"IFNGR1_cna",1.1,"6.67e-01","0.8 to 1.3"
"IFNGR1_mut",0,"9.93e-01","0 to Inf"
"MUC17_cna",0.8,"1.24e-01","0.7 to 1"
"MUC17_mut",0,"9.94e-01","0 to Inf"
"MET_cna",0.9,"4.15e-01","0.7 to 1.1"
