"","cancertype","nmdmetric","diff","pval","qval"
"141","OV","nmdfs_frac_decayed",0,0.474719146778374,0.680329987421236
"142","OV","nmdfs_med",0,0.926286950507114,0.964882240111578
"143","OV","nmdfs_med.wt",0,0.916492392534261,0.964882240111578
"144","OV","nmdfs_mean",0,0.898803367934042,0.964882240111578
"145","OV","nmdfs_mean.wt",0,0.902722423414957,0.964882240111578
"146","OV","nmdns_frac_decayed",0.287015633863859,0.113474698027073,0.265956323500953
"147","OV","nmdns_med",0.353303061257197,0.92111286328239,0.964882240111578
"148","OV","nmdns_med.wt",0.802339624928179,0.563458869581389,0.744882640755229
"149","OV","nmdns_mean",0.402723536448302,0.840649065134463,0.945489984806233
"150","OV","nmdns_mean.wt",0.717063483157095,0.723033191875817,0.856223516695046
"151","PRAD","nmdptc_frac_decayed",0.301029995663981,0.0021163684515591,0.0132273028222444
"152","PRAD","nmdptc_med",0.26384726349964,0.00329611563541312,0.019016051742768
"153","PRAD","nmdptc_med.wt",0.487772298881356,0.000933156914391859,0.00777630761993216
"154","PRAD","nmdptc_mean",0.277697860934645,0.0108884944691855,0.0408318542594458
"155","PRAD","nmdptc_mean.wt",0.351522448694113,0.00254345192738227,0.0150599127279213
"156","PRAD","nmdfs_frac_decayed",0,0.193976889127608,0.382849123278174
"157","PRAD","nmdfs_med",0.601412715576045,0.00459661998037422,0.022008012286164
"158","PRAD","nmdfs_med.wt",0.661209881290689,0.00527330564282776,0.0237298753927249
"159","PRAD","nmdfs_mean",0.458364803053899,0.0134032875696785,0.0478688841774233
"160","PRAD","nmdfs_mean.wt",0.58742159868812,0.00776420911037074,0.0317626736333348
"161","PRAD","nmdns_frac_decayed",0,0.0211618026651983,0.0700206705833768
"162","PRAD","nmdns_med",0.159328913314902,0.311763405062536,0.531414894992959
"163","PRAD","nmdns_med.wt",0.423380350070505,0.27408548456126,0.496487456266997
"164","PRAD","nmdns_mean",0,0.426851666587819,0.642076976696979
"165","PRAD","nmdns_mean.wt",0,0.295039601719697,0.515601326213294
"166","SKCM","nmdptc_frac_decayed",0,0.736366688705479,0.86744766994101
"167","SKCM","nmdptc_med",-0.0108818525976698,0.209116800374715,0.402147693028298
"168","SKCM","nmdptc_med.wt",-0.078833261063469,0.467130048312326,0.673745261988932
"169","SKCM","nmdptc_mean",-0.149301864019051,0.495169361043787,0.696331913967825
"170","SKCM","nmdptc_mean.wt",-0.0965169870446565,0.712079370336159,0.850640792205891
"171","SKCM","nmdfs_frac_decayed",0.1249387366083,0.0394921398783091,0.11539911003402
"172","SKCM","nmdfs_med",0.0453883888447327,0.287397602253192,0.509168980369829
"173","SKCM","nmdfs_med.wt",0.290117429009205,0.0416892437235128,0.118735187820131
"174","SKCM","nmdfs_mean",0.166536070791175,0.388020934213244,0.621573163593706
"175","SKCM","nmdfs_mean.wt",0.343500079550004,0.0308263576909954,0.0950127463078625
"176","SKCM","nmdns_frac_decayed",-0.00524877802430723,0.565952549695114,0.744882640755229
"177","SKCM","nmdns_med",-0.1941869633194,0.129525475463536,0.288546851280154
"178","SKCM","nmdns_med.wt",-0.0796800267773599,0.566110806973974,0.744882640755229
"179","SKCM","nmdns_mean",-0.270397171763525,0.10768626742495,0.257759682666103
"180","SKCM","nmdns_mean.wt",-0.0343458232290741,0.882998688121021,0.964440314695289
"181","STAD","nmdptc_frac_decayed",0.0164715093602663,0.112284151169373,0.265936147506409
"182","STAD","nmdptc_med",0.33556616027692,0.000215365944202892,0.00255038618135003
"183","STAD","nmdptc_med.wt",1.38190269096085,1.50370115633415e-08,1.38897730770695e-06
"184","STAD","nmdptc_mean",0.168715920383282,0.00934673210183469,0.0362588745329794
"185","STAD","nmdptc_mean.wt",1.50076129642397,2.90480531400572e-08,1.38897730770695e-06
"186","STAD","nmdfs_frac_decayed",0.110197305048335,0.00248110992881157,0.0150599127279213
"187","STAD","nmdfs_med",0.424860471416163,0.000514199695959987,0.00575042192391017
"188","STAD","nmdfs_med.wt",1.86188493846232,3.42282543886685e-08,1.38897730770695e-06
"189","STAD","nmdfs_mean",0.296368471851767,0.00406644803009956,0.021277925738893
"190","STAD","nmdfs_mean.wt",1.86178665067034,1.5561972531931e-07,5.00206259954925e-06
"191","STAD","nmdns_frac_decayed",0.0457574905606751,0.00459722923310981,0.022008012286164
"192","STAD","nmdns_med",0.190662940079774,0.00107933189273441,0.00811511218254689
"193","STAD","nmdns_med.wt",1.05091093941792,1.28047970680969e-06,2.85694444123861e-05
"194","STAD","nmdns_mean",0.114830627549505,0.0054676395321902,0.0241219391126038
"195","STAD","nmdns_mean.wt",1.04607243196597,1.63568452434682e-06,3.06690848315029e-05
"196","THCA","nmdptc_frac_decayed",0.215146741909354,0.345940040903776,0.564032675386592
"197","THCA","nmdptc_med",0.06399352298346,0.769456708948243,0.897035023385258
