"var","hr","pval","hr_ci95"
"msiMSS",1.2,"6.69e-01","0.6 to 2.5"
"msiX",1.2,"6.08e-01","0.6 to 2.6"
"age.cat>=65",2,"0.00e+00","1.7 to 2.3"
"gendermale",1.1,"5.55e-02","1 to 1.3"
"tnm_stageII",1.6,"1.55e-05","1.3 to 1.9"
"tnm_stageIII",2.4,"0.00e+00","2 to 2.9"
"tnm_stageIV",4.5,"0.00e+00","3.7 to 5.5"
"tnm_stageX",3.4,"4.20e-03","1.5 to 7.9"
"tnm_stage0",2,"1.91e-01","0.7 to 5.3"
"tnm_stageI/II NOS",0.6,"4.22e-01","0.2 to 2"
"TMB.cathigh",1.7,"2.23e-11","1.4 to 1.9"
"PDL1.catmed",1.4,"1.03e-03","1.1 to 1.7"
"PDL1.cathigh",1.3,"1.14e-02","1.1 to 1.6"
"cyt.catmed",0.9,"1.67e-01","0.7 to 1.1"
"cyt.cathigh",0.9,"2.46e-01","0.7 to 1.1"
"age.cat>=65",2,"0.00e+00","1.7 to 2.2"
"gendermale",1.2,"5.38e-02","1 to 1.3"
"tnm_stageII",1.5,"1.73e-05","1.3 to 1.9"
"tnm_stageIII",2.4,"0.00e+00","2 to 2.9"
"tnm_stageIV",4.5,"0.00e+00","3.7 to 5.4"
"tnm_stageX",3.3,"5.98e-03","1.4 to 7.6"
"tnm_stage0",1.9,"2.01e-01","0.7 to 5.2"
"tnm_stageI/II NOS",0.6,"3.97e-01","0.2 to 2"
"TMB.cathigh",1.7,"1.74e-11","1.4 to 1.9"
"PDL1.catmed",1.4,"7.03e-04","1.2 to 1.7"
"PDL1.cathigh",1.3,"1.05e-02","1.1 to 1.6"
"cyt.bool1",0.8,"1.19e-02","0.7 to 1"
"age.cat>=65",1.9,"3.43e-11","1.5 to 2.2"
"gendermale",1.2,"3.34e-02","1 to 1.5"
"tnm_stageII",1.6,"5.98e-04","1.2 to 2.2"
"tnm_stageIII",2.8,"6.11e-15","2.2 to 3.7"
"tnm_stageIV",4.6,"0.00e+00","3.4 to 6.2"
"tnm_stageX",2.6,"7.56e-02","0.9 to 7.5"
"tnm_stage0",2.2,"1.87e-01","0.7 to 7.1"
"tnm_stageI/II NOS",0.3,"1.85e-01","0 to 1.9"
"TMB.cathigh",1.4,"1.62e-03","1.1 to 1.7"
"PDL1.catmed",1.3,"3.27e-02","1 to 1.7"
"PDL1.cathigh",1.4,"1.58e-02","1.1 to 1.8"
"TMB.cathigh",1.7,"2.65e-11","1.4 to 1.9"
"age.cat>=65",2,"0.00e+00","1.7 to 2.3"
"gendermale",1.1,"5.61e-02","1 to 1.3"
"tnm_stageII",1.6,"1.23e-05","1.3 to 1.9"
"tnm_stageIII",2.4,"0.00e+00","2 to 2.9"
"tnm_stageIV",4.5,"0.00e+00","3.7 to 5.5"
"tnm_stageX",3.5,"3.82e-03","1.5 to 8"
"tnm_stage0",2,"1.90e-01","0.7 to 5.3"
"tnm_stageI/II NOS",0.6,"4.39e-01","0.2 to 2"
"PDL1.catmed",1.4,"1.19e-03","1.1 to 1.7"
"PDL1.cathigh",1.3,"1.36e-02","1.1 to 1.6"
"PDL1.cat0positive",0.6,"1.50e-02","0.4 to 0.9"
"age.cat>=65",2,"0.00e+00","1.7 to 2.2"
"gendermale",1.1,"1.14e-01","1 to 1.3"
"tnm_stageII",1.6,"6.30e-06","1.3 to 1.9"
"tnm_stageIII",2.4,"0.00e+00","2 to 2.9"
"tnm_stageIV",4.4,"0.00e+00","3.6 to 5.4"
"tnm_stageX",3.7,"2.50e-03","1.6 to 8.5"
"tnm_stage0",2,"1.90e-01","0.7 to 5.3"
"tnm_stageI/II NOS",0.6,"4.47e-01","0.2 to 2.1"
"TMB.cathigh",1.6,"2.90e-10","1.4 to 1.9"
"PDL1.catmed",1.5,"1.22e-04","1.2 to 1.8"
"PDL1.cathigh",1.4,"2.35e-03","1.1 to 1.7"
"PDL1.catmed",1.4,"1.19e-03","1.1 to 1.7"
"PDL1.cathigh",1.3,"1.36e-02","1.1 to 1.6"
"age.cat>=65",2,"0.00e+00","1.7 to 2.3"
